"year","naics_2digit","initial_approvals","initial_denials","continuing_approvals","continuing_denials","total_approvals","total_denials","total_applications","denial_rate","total_employment","AVG_WAGE","inflation_rate","pre_period_employment","h1b_dependency_current","h1b_dependency_preperiod","real_wage","avg_preperiod_dependency","post_treatment","high_dependency_median","high_dependency_top25","high_dependency_top10","did_median","did_top25","did_top10","did_continuous","triple_int_median","triple_int_top25","log_wage","log_real_wage","naics_factor","year_factor","industry_category"
2013,"22",240,9,627,9,867,18,885,0.0203389830508475,2710870,69904.14397,1.4648,2741150,0.000326463460070014,0.000322857194972913,68894.9704429516,0.0002949856811922,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1548802107279,11.140338456412,"22","2013","Utilities"
2013,"23",486,30,722,16,1208,46,1254,0.036682615629984,28931050,53357.2394233333,1.4648,30492796,4.33444344398147e-05,4.11244675627647e-05,52586.9458406594,4.14130603175911e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8847649443062,10.8702231899903,"23","2013","Construction"
2013,"31-33",10505,366,16865,311,27370,677,28047,0.0241380539808179,59786740,55106.9755790476,1.4648,60255010,0.000469117399610683,0.000465471667833098,54311.4218714743,0.000457588505918429,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9170315856589,10.902489831343,"31-33","2013","Manufacturing"
2013,"42",1378,176,2105,66,3483,242,3725,0.0649664429530201,28437180,54795.2919066667,1.4648,28696212,0.000130990484991831,0.000129808073623097,54004.2378309194,0.000125696032633157,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9113595551334,10.8968178008175,"42","2013","Wholesale Trade"
2013,"44-45",2212,180,4278,74,6490,254,6744,0.0376631079478055,75699550,42715.0814408333,1.4648,77136482,8.90890368568902e-05,8.74294474565226e-05,42098.4237300358,8.67164255689027e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6623073321936,10.6477655778778,"44-45","2013","Retail Trade"
2013,"48-49",413,64,828,18,1241,82,1323,0.0619803476946334,24363600,58218.82638,1.4648,25403244,5.43023198542087e-05,5.20799627008267e-05,57378.3483336093,4.92850440676002e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9719640587316,10.9574223044158,"48-49","2013","Transportation and Warehousing"
2013,"51",4012,168,7291,150,11303,318,11621,0.0273642543670941,13413910,64946.175515,1.4648,13556686,0.000866339493853768,0.000857215399102701,64008.5778664128,0.000987999574527285,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.0813141368393,11.0667723825234,"51","2013","Information Technology"
2013,"52",3890,139,9434,120,13324,259,13583,0.0190679525877936,27849320,71700.281638,1.4648,28095322,0.000487731836899429,0.00048346126803601,70665.1781090585,0.000553942752462492,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,11.1802499545856,11.1657082002697,"52","2013","Finance and Insurance"
2013,"53",250,51,463,13,713,64,777,0.0823680823680824,9755750,55121.8907133333,1.4648,10042336,7.96453373651436e-05,7.73724360547187e-05,54326.1216829219,8.26500925681037e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9173022068651,10.9027604525492,"53","2013","Real Estate and Rental and Leasing"
2013,"54",56240,6712,67050,2686,123290,9398,132688,0.0708278065838659,40071390,58191.90058,1.4648,41218136,0.00331129017486042,0.00321916546638596,57351.8112488272,0.00336569805097445,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,10.971501458743,10.9569597044272,"54","2013","Professional Services"
2013,"55",310,16,1083,12,1393,28,1421,0.0197044334975369,10621950,58539.6462,1.4648,10870078,0.000133779579079171,0.000130725832878108,57694.5366274807,0.000106714965614782,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9774595164968,10.962917762181,"55","2013","Management of Companies and Enterprises"
2013,"56",1063,157,1477,87,2540,244,2784,0.0876436781609195,40977610,53983.716795,1.4648,42503574,6.79395406418285e-05,6.55003741567709e-05,53204.3790506658,6.5138051684783e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8964377392405,10.8818959849246,"56","2013","Administrative and Support Services"
2013,"61",12083,457,14756,354,26839,811,27650,0.0293309222423146,63520900,52987.06717,1.4648,51184228,0.000435289802254061,0.000540205471107233,52222.1175915194,0.000475607446887741,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.8778031470972,10.8632613927814,"61","2013","Educational Services"
2013,"62",5985,437,9836,284,15821,721,16542,0.0435860234554467,90250450,50390.4784325,1.4648,92019372,0.00018328994481468,0.000179766495254934,49663.0145947166,0.000155499865832599,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8275575162218,10.8130157619059,"62","2013","Healthcare"
2013,"71",270,54,339,10,609,64,673,0.0950965824665676,9838610,46964.4051466667,1.4648,10534054,6.84039716992543e-05,6.38880339895732e-05,46286.4019311788,5.93693558054667e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7571452564625,10.7426035021466,"71","2013","Arts, Entertainment, and Recreation"
2013,"72",316,106,602,42,918,148,1066,0.138836772983114,59875050,40666.025125,1.4648,62316340,1.78037429613837e-05,1.71062677942896e-05,40078.948684667,1.5931616009541e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6131482593081,10.5986065049922,"72","2013","Accommodation and Food Services"
2013,"81",539,86,672,35,1211,121,1332,0.0908408408408408,19209520,46568.76942,1.4648,19571198,6.93406186099392e-05,6.8059195967462e-05,45896.4778129952,6.67818086557604e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7486854113198,10.734143657004,"81","2013","Other Services"
2014,"11",95,10,204,14,299,24,323,0.0743034055727554,2038860,44479.0387,1.6222,2028730,0.000158421863198062,0.000159212906596738,43769.0176949525,0.000141270647153638,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.7027733167305,10.6866814875057,"11","2014","Agriculture, Forestry, Fishing and Hunting"
2014,"21",480,18,1128,21,1608,39,1647,0.0236794171220401,4091590,68981.8200333333,1.6222,3852506,0.000402533000618342,0.00042751393508537,67880.6599673431,0.000366203193453819,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1415982710853,11.1255064418605,"21","2014","Mining, Quarrying, and Oil and Gas Extraction"
2014,"22",219,7,643,8,862,15,877,0.0171037628278221,2730440,71696.62264,1.6222,2741150,0.000321193653770088,0.000319938711854514,70552.1260511975,0.0002949856811922,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1801989214337,11.1641070922089,"22","2014","Utilities"
2014,"23",500,48,716,21,1216,69,1285,0.0536964980544747,30168500,54104.3490633333,1.6222,30492796,4.25940964913735e-05,4.21411011309032e-05,53240.6787722893,4.14130603175911e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8986698509443,10.8825780217195,"23","2014","Construction"
2014,"31-33",9709,289,19075,309,28784,598,29382,0.0203525968279899,60292010,55819.2568604762,1.6222,60255010,0.000487328254606207,0.000487627501845905,54928.2114149036,0.000457588505918429,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9298741938608,10.913782364636,"31-33","2014","Manufacturing"
2014,"42",1355,187,2231,72,3586,259,3845,0.0673602080624187,28662230,55690.2446633333,1.6222,28696212,0.000134148668823047,0.000133989810223036,54801.2586455847,0.000125696032633157,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.9275602698823,10.9114684406575,"42","2014","Wholesale Trade"
2014,"44-45",2238,155,5027,105,7265,260,7525,0.0345514950166113,77072200,43571.0086291667,1.6222,77136482,9.76357233866427e-05,9.75543582607255e-05,42875.4825512208,8.67164255689027e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6821472684687,10.6660554392439,"44-45","2014","Retail Trade"
2014,"48-49",377,39,848,28,1225,67,1292,0.0518575851393189,24698290,59350.4118,1.6222,25403244,5.23113138601903e-05,5.08596461144884e-05,58402.9983605944,4.92850440676002e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9912143385142,10.9751225092894,"48-49","2014","Transportation and Warehousing"
2014,"51",5376,219,9421,184,14797,403,15200,0.0265131578947368,13578370,66414.5847666667,1.6222,13556686,0.00111942744232187,0.00112121797318312,65354.405599039,0.000987999574527285,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.1036719614454,11.0875801322206,"51","2014","Information Technology"
2014,"52",4070,101,11985,182,16055,283,16338,0.0173215815889338,27993940,73578.930312,1.6222,28095322,0.000583626313409259,0.000581520297222434,72404.3863565245,0.000553942752462492,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,11.2061139907983,11.1900221615735,"52","2014","Finance and Insurance"
2014,"53",345,55,526,26,871,81,952,0.0850840336134454,10055310,56255.7785366667,1.6222,10042336,9.4676345135058e-05,9.47986603913671e-05,55357.7648748666,8.26500925681037e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9376640443311,10.9215722151063,"53","2014","Real Estate and Rental and Leasing"
2014,"54",63113,8204,79869,4159,142982,12363,155345,0.0795841514049374,41133040,59486.16877,1.6222,41218136,0.00377664767787647,0.00376885068262184,58536.5882356414,0.00336569805097445,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,10.9934991068642,10.9774072776394,"54","2014","Professional Services"
2014,"55",359,11,268,9,627,20,647,0.0309119010819165,11015390,60171.60955,1.6222,10870078,5.87360048078189e-05,5.95211920282449e-05,59211.08729195,0.000106714965614782,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.0049559178982,10.9888640886734,"55","2014","Management of Companies and Enterprises"
2014,"56",945,136,1735,110,2680,246,2926,0.0840738209159262,42890440,54476.6438,1.6222,42503574,6.82203306844136e-05,6.88412696776982e-05,53607.0305504112,6.5138051684783e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9055273346673,10.8894355054425,"56","2014","Administrative and Support Services"
2014,"61",11170,350,13317,245,24487,595,25082,0.0237221912128219,63685180,53615.00954,1.6222,51184228,0.000393843591240537,0.000490033765870221,52759.1505989833,0.000475607446887741,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.8895843365895,10.8734925073647,"61","2014","Educational Services"
2014,"62",5360,305,8948,259,14308,564,14872,0.0379236148466918,91655470,51422.66596,1.6222,92019372,0.000162259819299383,0.00016161814275368,50601.8035035652,0.000155499865832599,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8478343262281,10.8317424970033,"62","2014","Healthcare"
2014,"71",246,59,331,24,577,83,660,0.125757575757576,10802380,47262.1247766667,1.6222,10534054,6.1097647000013e-05,6.26539412081996e-05,46507.6772365356,5.93693558054667e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7634645090334,10.7473726798086,"71","2014","Arts, Entertainment, and Recreation"
2014,"72",253,107,571,56,824,163,987,0.165146909827761,62701910,41641.51954,1.6222,62316340,1.57411472792456e-05,1.58385425074708e-05,40976.7939879278,1.5931616009541e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6368530143782,10.6207611851534,"72","2014","Accommodation and Food Services"
2014,"81",521,78,755,32,1276,110,1386,0.0793650793650794,19597350,47905.2952266667,1.6222,19571198,7.07238478671861e-05,7.08183525607375e-05,47140.5807261274,6.67818086557604e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7769813248187,10.7608894955939,"81","2014","Other Services"
2014,"99",1,0,0,0,1,0,1,0,47327770,56784.79239,1.6222,47511100,2.1129243993537e-08,2.10477130607374e-08,55878.3340549604,3.15715695911061e-08,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9470238292479,10.9309320000231,"99","2014","Unclassified Industries"
2015,"11",82,15,131,7,213,22,235,0.0936170212765957,2054260,45925.97441,0.1186,2028730,0.000114396424990021,0.000115836015635398,45871.5707271176,0.000141270647153638,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.7347861272779,10.7336008300204,"11","2015","Agriculture, Forestry, Fishing and Hunting"
2015,"21",374,10,848,19,1222,29,1251,0.0231814548361311,4036240,69879.92209,0.1186,3852506,0.000309941926149089,0.000324723699327139,69797.142678783,0.000366203193453819,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1545336493361,11.1533483520785,"21","2015","Mining, Quarrying, and Oil and Gas Extraction"
2015,"22",209,9,447,10,656,19,675,0.0281481481481481,2762060,72934.22857,0.1186,2741150,0.000244382815724496,0.000246247013114934,72847.8310423837,0.0002949856811922,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1973133355123,11.1961280382547,"22","2015","Utilities"
2015,"23",517,34,661,35,1178,69,1247,0.0553327987169206,31929560,55740.93567,0.1186,30492796,3.90547192006404e-05,4.08949051441527e-05,55674.9052323944,4.14130603175911e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9284700872244,10.9272847899669,"23","2015","Construction"
2015,"31-33",8544,183,16168,287,24712,470,25182,0.0186641251687713,61044500,56772.2432419048,0.1186,60255010,0.000412518736331692,0.000417923754389884,56704.9911224336,0.000457588505918429,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.94680280995,10.9456175126924,"31-33","2015","Manufacturing"
2015,"42",1169,117,1936,74,3105,191,3296,0.0579490291262136,29146600,56352.5571233333,0.1186,28696212,0.000113083515744547,0.000114858365278316,56285.8021619692,0.000125696032633157,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.9393828977344,10.9381976004768,"42","2015","Wholesale Trade"
2015,"44-45",2210,116,4365,100,6575,216,6791,0.0318068031217788,78418600,44087.5717075,0.1186,77136482,8.65993527045879e-05,8.80387570695796e-05,44035.3457873962,8.67164255689027e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6939332010244,10.6927479037668,"44-45","2015","Retail Trade"
2015,"48-49",335,27,675,21,1010,48,1058,0.0453686200378072,25927560,60663.9236809091,0.1186,25403244,4.08059994847182e-05,4.16482241401925e-05,60592.0614959749,4.92850440676002e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.0131044623177,11.0119191650601,"48-49","2015","Transportation and Warehousing"
2015,"51",5292,141,8589,162,13881,303,14184,0.0213620981387479,13647200,68109.8815416667,0.1186,13556686,0.00103933407585439,0.00104627340339667,68029.1989117573,0.000987999574527285,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.128877585013,11.1276922877554,"51","2015","Information Technology"
2015,"52",4170,112,11756,131,15926,243,16169,0.0150287587358526,28178820,74219.87972,0.1186,28095322,0.000573799754567438,0.000575505060949293,74131.9592163694,0.000553942752462492,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,11.2147873140258,11.2136020167683,"52","2015","Finance and Insurance"
2015,"53",276,36,412,22,688,58,746,0.0777479892761394,10276050,57073.0980466667,0.1186,10042336,7.2595987757942e-05,7.42855048865125e-05,57005.4895360769,8.26500925681037e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9520881470875,10.9509028498299,"53","2015","Real Estate and Rental and Leasing"
2015,"54",47539,5815,71574,3974,119113,9789,128902,0.0759414128562784,42385380,61281.61606,0.1186,41218136,0.00304119014622495,0.00312731269555712,61209.0221597186,0.00336569805097445,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.023235175803,11.0220498785455,"54","2015","Professional Services"
2015,"55",397,7,1157,12,1554,19,1573,0.0120788302606484,11273340,61891.64743,0.1186,10870078,0.00013953273830116,0.000144709173200045,61818.330889565,0.000106714965614782,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.0331405130574,11.0319552157999,"55","2015","Management of Companies and Enterprises"
2015,"56",808,105,1411,83,2219,188,2407,0.0781055255504778,44213140,54935.98996,0.1186,42503574,5.44408291290779e-05,5.66305318230415e-05,54870.9130571143,6.5138051684783e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9139239675424,10.9127386702848,"56","2015","Administrative and Support Services"
2015,"61",11569,377,9100,210,20669,587,21256,0.0276157320286037,63843750,54510.84681,0.1186,51184228,0.000332937836514929,0.00041528417699296,54446.2735295939,0.000475607446887741,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9061549848854,10.9049696876278,"61","2015","Educational Services"
2015,"62",4934,302,6365,189,11299,491,11790,0.0416454622561493,93542570,52040.9343325,0.1186,92019372,0.000126038871927509,0.000128125195203462,51979.2868982387,0.000155499865832599,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8597858865871,10.8586005893295,"62","2015","Healthcare"
2015,"71",184,40,245,14,429,54,483,0.111801242236025,10950050,49056.36261,0.1186,10534054,4.4109387628367e-05,4.58512933387279e-05,48998.250684688,5.93693558054667e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8007251734006,10.799539876143,"71","2015","Arts, Entertainment, and Recreation"
2015,"72",235,79,446,37,681,116,797,0.145545796737767,64561410,41689.42838,0.1186,62316340,1.2344835715329e-05,1.27895829568938e-05,41640.0432886597,1.5931616009541e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6380028595791,10.6368175623215,"72","2015","Accommodation and Food Services"
2015,"81",468,64,561,28,1029,92,1121,0.0820695807314897,19863250,50066.9648533333,0.1186,19571198,5.64358803317685e-05,5.72780470567004e-05,50007.6557735859,6.67818086557604e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8211166854186,10.819931388161,"81","2015","Other Services"
2015,"99",0,0,1,1,1,1,2,0.5,47694430,58390.17467,0.1186,47511100,4.19336178249745e-08,4.20954261214748e-08,58321.0059569351,3.15715695911061e-08,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.97490291271,10.9737176154524,"99","2015","Unclassified Industries"
2016,"11",80,11,123,10,203,21,224,0.09375,2077880,48306.03975,1.2616,2028730,0.000107802182994206,0.00011041390426523,47704.2035184117,0.000141270647153638,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.7853118784068,10.7727747970695,"11","2016","Agriculture, Forestry, Fishing and Hunting"
2016,"21",176,11,734,43,910,54,964,0.0560165975103734,3210200,70742.24755,1.2616,3852506,0.000300292816646938,0.000250226735532664,69860.8826544317,0.000366203193453819,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1667982342367,11.1542611528993,"21","2016","Mining, Quarrying, and Oil and Gas Extraction"
2016,"22",212,5,548,22,760,27,787,0.0343074968233799,2741990,74645.57034,1.2616,2741150,0.000287017822822111,0.000287105776772523,73715.5746502129,0.0002949856811922,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.2205064621578,11.2079693808204,"22","2016","Utilities"
2016,"23",495,51,793,51,1288,102,1390,0.0733812949640288,33405570,57155.18103,1.2616,30492796,4.16098273431646e-05,4.5584537410082e-05,56443.0949441842,4.14130603175911e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9535253218068,10.9409882404694,"23","2016","Construction"
2016,"31-33",8696,231,17851,535,26547,766,27313,0.0280452531761432,60933970,57979.0575114286,1.2616,60255010,0.000448239299031394,0.000453290108158641,57256.7068972133,0.000457588505918429,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9678371469353,10.9553000655979,"31-33","2016","Manufacturing"
2016,"42",1180,203,2828,105,4008,308,4316,0.0713623725671918,29152860,56971.8831733333,1.2616,28696212,0.00014804722418315,0.000150403126377795,56262.0807624345,0.000125696032633157,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9503131474544,10.937776066117,"42","2016","Wholesale Trade"
2016,"44-45",1507,128,4895,163,6402,291,6693,0.0434782608695652,79735020,45727.9681066667,1.2616,77136482,8.39405320272071e-05,8.67682817061841e-05,45158.2516044252,8.67164255689027e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7304653832719,10.7179283019345,"44-45","2016","Retail Trade"
2016,"48-49",356,51,877,30,1233,81,1314,0.0616438356164384,27059130,61572.2385790909,1.2616,25403244,4.85603195668153e-05,5.17256772402769e-05,60805.1211704051,4.92850440676002e-05,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.0279663755209,11.0154292941835,"48-49","2016","Transportation and Warehousing"
2016,"51",4310,237,10671,368,14981,605,15586,0.0388168869498268,13760860,69053.1222116667,1.2616,13556686,0.00113263269882842,0.00114969100855475,68192.8018238569,0.000987999574527285,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.1426313744939,11.1300942931565,"51","2016","Information Technology"
2016,"52",4380,164,14382,295,18762,459,19221,0.0238801311066022,28840150,77342.186184,1.2616,28095322,0.000666466713938728,0.000684135245006268,76378.5938440633,0.000553942752462492,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,11.2559948319456,11.2434577506083,"52","2016","Finance and Insurance"
