original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
454,455,2014,A4 SCIENTIFIC INC,5891.0,,SPRING,TX,77380.0,0,0,1,0,,Original,
458,459,2014,A-1 FAMILY DENTAL CARE PC,6415.0,,FORT WASHINGTON,PA,19034.0,0,0,2,0,,Original,
459,460,2014,A-1 SPECIALIZED SVCS & SUPPLIES IN,7992.0,,CROYDON,PA,19021.0,0,0,1,0,,Original,
461,462,2014,A-BEST INSUR & FINANCIAL SVCS INC,6809.0,,PHILADELPHIA,PA,19107.0,0,1,1,0,,Original,
462,463,2014,A-MAX INSURANCE SERVICES INC,5276.0,,DALLAS,TX,75247.0,2,0,3,0,,Original,
465,466,2014,A-VAL ARCHITECTURAL METAL III LLC,2126.0,,MOUNT VERNON,NY,10553.0,1,0,0,0,,Original,
469,470,2014,A&B ENVIRONMENTAL SERVICES INC,1001.0,,HOUSTON,TX,77029.0,0,0,1,0,,Original,
473,474,2014,A&D WIRELESS CORP,1147.0,,PASSAIC,NJ,7055.0,1,0,0,0,,Original,
475,476,2014,A&E TELEVISION NETWORKS LLC,1639.0,,NEW YORK,NY,10017.0,0,0,1,0,,Original,
478,479,2014,A&G HOME HEALTH SERVICES,173.0,,HOUSTON,TX,77036.0,0,0,1,0,,Original,
479,480,2014,A&J CONSULTING ENGRG SERVICES PC,6624.0,,CLIFTON,NJ,7012.0,2,0,0,0,,Original,
481,482,2014,A&J PARTNERSHIP DBA HOWARD JOHNSON,9769.0,,VERO BEACH,FL,32966.0,1,0,0,0,,Original,
483,484,2014,A&M LOGOS INTERNATIONAL INC,4487.0,,NEW YORK,NY,10007.0,0,0,1,0,,Original,
486,487,2014,A&R GROUP INC,9709.0,,BAYAMON,PR,956.0,0,0,1,0,,Original,
492,493,2014,AA CABINETRY INC,5667.0,,CITY OF INDUSTRY,CA,91748.0,0,1,0,0,,Original,
495,496,2014,AA METALS INC,1000.0,,ORLANDO,FL,32837.0,0,0,2,0,,Original,
500,501,2014,AA STUDIO NEW YORK INC,1870.0,,BROOKLYN,NY,11249.0,1,0,0,0,,Original,
504,505,2014,AAA COMMUNICATIONS INC,319.0,,CENTREVILLE,VA,20120.0,0,0,1,0,,Original,
506,507,2014,AAA GLOBAL ENTERPRISES INC,3517.0,,MIAMI BEACH,FL,33139.0,1,0,0,0,,Original,
508,509,2014,AAA MID-ATLANTIC,8010.0,,SPRINGFIELD,VA,22150.0,0,0,1,0,,Original,
511,512,2014,AAA SUNDRIES INC,4147.0,,MIAMI,FL,33132.0,0,0,0,1,,Original,
512,513,2014,AAA TECH CONSULTANTS INC,3226.0,,WOODSTOCK,MD,21163.0,0,1,0,0,,Original,
514,515,2014,AABAAD CORPORATION,3800.0,,NEW PORT RICHEY,FL,34653.0,0,0,0,1,,Original,
515,516,2014,AABS DENTAL PLLC,4938.0,,HARKER HEIGHTS,TX,76548.0,1,0,0,0,,Original,
518,519,2014,AAE EXPRESS DOWNTOWN CORP,1038.0,,NEW YORK,NY,10018.0,0,0,1,0,,Original,
521,522,2014,AAE EXPRESS SOHO CORP,826.0,,NEW YORK,NY,10001.0,0,0,1,0,,Original,
528,529,2014,AAKASH LLC DBA THE APOTHECARY SHOP,,,LAKE WALES,FL,33853.0,0,0,1,0,,Original,
532,533,2014,AANDAVAR TECHNOLOGIES LLC,6528.0,,MYERSTOWN,PA,17067.0,0,1,0,0,,Original,
538,539,2014,AAR AIRCRAFT SVCS INC DBA AAR AIRC,8563.0,,INDIANAPOLIS,IN,46241.0,0,0,1,0,,Original,
547,548,2014,AARIS ATEPA ARCHITECTS LLC,9864.0,,NEW YORK,NY,10035.0,0,0,1,0,,Original,
554,555,2014,AARP,5500.0,,WASHINGTON,DC,20049.0,0,0,1,0,,Original,
556,557,2014,AARTI INC,3886.0,,GOLDSBORO,NC,27534.0,0,0,2,0,,Original,
557,558,2014,AARYAN LLC,5271.0,,UPPER MARLBORO,MD,20772.0,1,0,0,0,,Original,
559,560,2014,AAVAS INC,1801.0,,PARLIN,NJ,8859.0,0,0,1,0,,Original,
560,561,2014,AAVID THERMALLOY LLC,8289.0,,LACONIA,NH,3246.0,1,0,0,0,,Original,
564,565,2014,AAXY LLC DBA AUSTIN FIRST MORTGAGE,2652.0,,AUSTIN,TX,78729.0,1,0,0,0,,Original,
568,569,2014,AB OVO INC,3754.0,,SANTA CLARA,CA,95051.0,0,0,3,0,,Original,
570,571,2014,AB PHARMACY INC DBA AMERICAN STAR,7934.0,,PLANO,TX,75075.0,0,0,2,0,,Original,
584,585,2014,ABACUS TECHNICAL SERVICES LLC,9829.0,,DALLAS,TX,75244.0,0,0,1,1,,Original,
587,588,2014,ABAGNAL HOLDINGS INC DBA PAN AM IN,4785.0,,MIAMI,FL,33122.0,1,0,0,0,,Original,
591,592,2014,ABARCA HEALTH LLC,2627.0,,SAN JUAN,PR,919.0,0,0,1,0,,Original,
597,598,2014,ABBEVILLE GENERAL HOSPITAL,4846.0,,ABBEVILLE,LA,70510.0,0,0,0,1,,Original,
600,601,2014,ABBOTT LABORATORIES,3500.0,,NORTH CHICAGO,IL,60064.0,1,0,0,0,,Original,
601,602,2014,ABBOTT LABORATORIES,8440.0,,ABBOTT PARK,IL,60064.0,1,0,1,0,,Original,
602,603,2014,ABBOTT LABORATORIES,8440.0,,NORTH CHICAGO,IL,60064.0,2,0,8,0,,Original,
606,607,2014,ABBVIE INC,5147.0,,NORTH CHICAGO,IL,60064.0,2,0,10,0,,Original,
609,610,2014,ABC CABLE NETWORKS GRP PART OF THE,2972.0,,BURBANK,CA,91521.0,0,0,1,0,,Original,
610,611,2014,ABC CONSTRUCTION CONTRACTING INC,8170.0,,RIDGEWOOD,NJ,7450.0,0,0,1,0,,Original,
613,614,2014,ABC HOTEL & RESTAURANT SUPPLY INC,8986.0,,AUSTIN,TX,78723.0,1,0,0,0,,Original,
617,618,2014,ABC INC PART OF THE WALT DISNEY CO,4013.0,,BURBANK,CA,91521.0,0,0,1,0,,Original,
621,622,2014,ABCAM INC,2607.0,,BOSTON,MA,2110.0,0,0,1,0,,Original,
633,634,2014,ABEL DESIGN GROUP LTD,4180.0,,HOUSTON,TX,77056.0,0,0,1,0,,Original,
634,635,2014,ABENGOA BIOENERGY COMPANY LLC,1658.0,,CHESTERFIELD,MO,63017.0,0,0,1,0,,Original,
637,638,2014,ABENGOA TRANSMISSION & INFRASTRUCT,8117.0,,PHOENIX,AZ,85012.0,1,0,0,0,,Original,
639,640,2014,ABERCROMBIE & FITCH TRADING CO DBA,8694.0,,NEW ALBANY,OH,43054.0,0,0,1,0,,Original,
649,650,2014,ABILITY COMMERCE INC,4124.0,,DELRAY BEACH,FL,33445.0,0,0,1,0,,Original,
651,652,2014,ABILITY WORKS REHAB SVCS LLC,9059.0,,FARMINGTON,MI,48334.0,0,0,0,1,,Original,
654,655,2014,ABINGTON DENTAL EXCELLENCE INC,3161.0,,ABINGTON,PA,19001.0,0,0,1,0,,Original,
661,662,2014,ABLE HOMES LLC,1845.0,,RUSTBURG,VA,24588.0,0,0,1,0,,Original,
662,663,2014,ABLE LLC DBA EDIBLE ARRAGEMENTS,2643.0,,RALEIGH,NC,27615.0,0,0,1,0,,Original,
665,666,2014,ABM SYSTEMS INC,238.0,,FLORAL PARK,NY,11001.0,1,0,1,0,,Original,
670,671,2014,ABN AMRO HOLDINGS USA LLC,7328.0,,NEW YORK,NY,10017.0,1,0,1,0,,Original,
678,679,2014,ABOUT GLAMOUR INC,450.0,,BROOKLYN,NY,11249.0,0,0,1,0,,Original,
679,680,2014,ABOUT TIME INC,1701.0,,LAREDO,TX,78041.0,0,0,3,0,,Original,
680,681,2014,ABOUT.COM,4015.0,,NEW YORK,NY,10036.0,1,0,6,0,,Original,
682,683,2014,ABOVE THE BAR GYMNASTICS ACADEMY L,1862.0,,HENRICO,VA,23228.0,0,0,1,0,,Original,
684,685,2014,ABP BEST HOMECARE AGENCY INC,7831.0,,ALLSTON,MA,2134.0,0,1,0,0,,Original,
685,686,2014,ABP CORPORATION,6910.0,,BOSTON,MA,2210.0,0,0,1,0,,Original,
687,688,2014,ABP CORPORATION D/B/A AU BON PAIN,6910.0,,BOSTON,MA,2210.0,0,0,1,0,,Original,
688,689,2014,ABPRO CORPORATION,6491.0,,LEXINGTON,MA,2421.0,0,0,1,0,,Original,
690,691,2014,ABRAHAM LINCOLN BRIGADE ARCHIVES,,,NEW YORK,NY,10003.0,0,0,1,0,,Original,
693,694,2014,ABRAHAMS ORIENTAL RUGS,7340.0,,HOUSTON,TX,77056.0,0,0,1,0,,Original,
697,698,2014,ABRIDGE INFO SYSTEMS INC,156.0,,CHELMSFORD,MA,1824.0,1,0,0,0,,Original,
700,701,2014,ABRUZZO DOCG INC DBA TARALLUCCI E,3568.0,,NEW YORK,NY,10003.0,0,0,1,0,,Original,
704,705,2014,ABS US CORP,2687.0,,POTOMAC,MD,20854.0,0,0,1,0,,Original,
705,706,2014,ABSAN ANERICA LLC,3617.0,,BRISTOL,TN,37620.0,0,1,0,0,,Original,
706,707,2014,ABSECON FAMILY DENTAL PA,9269.0,,TOMS RIVER,NJ,8753.0,1,0,0,0,,Original,
707,708,2014,ABSENTYS LLC,8800.0,,CHATTANOOGA,TN,37424.0,0,0,1,0,,Original,
722,723,2014,ABSORPTION SYSTEMS LP,8779.0,,ENOLA,PA,17025.0,1,0,0,0,,Original,
726,727,2014,ABUNDANT HOME HEALTH LLC,138.0,,ARLINGTON,TX,76006.0,0,0,1,0,,Original,
727,728,2014,ABUNDANT LIFE ACADEMY,422.0,,NUTLEY,NJ,7110.0,0,0,1,0,,Original,
730,731,2014,ABVI-GOODWILL,3906.0,,ROCHESTER,NY,14620.0,0,0,1,0,,Original,
738,739,2014,AC INVESTMENT MANAGEMENT LLC,3768.0,,NEW YORK,NY,10019.0,1,0,0,0,,Original,
739,740,2014,ACACIA COMMUNICATIONS INC,1921.0,,BOSTON,MA,2210.0,1,0,1,1,,Original,
753,754,2014,ACADEMY CHARTER,3508.0,,HEMPSTEAD,NY,11550.0,0,0,1,0,,Original,
754,755,2014,ACADEMY CHILD DEVELOPMENT CTR INC,8660.0,,ROCKVILLE,MD,20850.0,0,0,3,0,,Original,
757,758,2014,ACADEMY LTD DBA ACADEMY SPORTS OUT,67.0,,KATY,TX,77449.0,1,0,1,0,,Original,
761,762,2014,ACADEMY OF MASSAGE THERAPY,7481.0,,HACKENSACK,NJ,7601.0,0,0,0,1,,Original,
764,765,2014,ACADEMY OF THE PACIFIC RIM CHARTER,6944.0,,HYDE PARK,MA,2136.0,0,0,1,0,,Original,
768,769,2014,ACADIAN ASSET MANAGEMENT LLC,9221.0,,BOSTON,MA,2110.0,1,0,1,0,,Original,
783,784,2014,ACCELA INC,7678.0,,SAN RAMON,CA,94583.0,0,0,1,0,,Original,
788,789,2014,ACCELE BIOPHARMA INC,933.0,,OKLAHOMA CITY,OK,73104.0,1,0,0,0,,Original,
789,790,2014,ACCELERA MOBILE BROADBAND INC,8705.0,,SANTA CLARA,CA,95054.0,1,0,2,0,,Original,
794,795,2014,ACCELERATED INTERDISCIPLINARY INTE,5860.0,,HOUSTON,TX,77085.0,0,0,2,0,,Original,
795,796,2014,ACCELERATED MEDICAL DIAGNOSTICS IN,9984.0,,DUBLIN,CA,94568.0,1,0,0,0,,Original,
802,803,2014,ACCELERON PHARMA INC,2226.0,,CAMBRIDGE,MA,2139.0,0,0,1,0,,Original,
809,810,2014,ACCELRYS SOFTWARE INC,9510.0,,SAN DIEGO,CA,92121.0,0,0,1,0,,Original,
817,818,2014,ACCENTURE LLP,2904.0,,CHICAGO,IL,60601.0,14,0,117,0,,Original,
827,828,2014,ACCESS BIO INC,5083.0,,SOMERSET,NJ,8873.0,1,0,2,0,,Original,
838,839,2014,ACCESS FIVE COMMUNICATIONS INC,6390.0,,TORRANCE,CA,90501.0,0,0,1,0,,Original,
847,848,2014,ACCESS MIDSTREAM PARTNERS GP LLP,7611.0,,OKLAHOMA CITY,OK,73105.0,1,0,0,0,,Original,
853,854,2014,ACCESS THERAPIES INC,5072.0,,INDIANAPOLIS,IN,46278.0,1,0,3,0,,Original,
855,856,2014,ACCESS TO PATIENTS LLC,9780.0,,KING OF PRUSSIA,PA,19406.0,0,0,1,0,,Original,
859,860,2014,ACCESSIBLE MEDICAL CARE INC,4196.0,,SILVER SPRING,MD,20910.0,0,0,1,0,,Original,
867,868,2014,ACCIONA WINDPOWER N AMERICA LLC,8588.0,,WEST BRANCH,IA,52358.0,0,0,1,0,,Original,
868,869,2014,ACCIPIO LANGUAGE SERVICES,5252.0,,LEXINGTON,KY,40502.0,0,1,0,0,,Original,
872,873,2014,ACCLARO INC,8018.0,,IRVINGTON,NY,10533.0,0,0,1,0,,Original,
877,878,2014,ACCOMACK COUNTY PUBLIC SCHOOLS,1101.0,,ACCOMAC,VA,23301.0,0,0,1,0,,Original,
879,880,2014,ACCORD HEALTHCARE INC,435.0,,DURHAM,NC,27703.0,1,0,0,0,,Original,
889,890,2014,ACCOUNTING SOLUTIONS NETWORK PLC,4875.0,,ARLINGTON,VA,22203.0,0,1,0,0,,Original,
893,894,2014,ACCREDO HEALTH GROUP INC,8535.0,,SAINT LOUIS,MO,63121.0,0,0,1,0,,Original,
902,903,2014,ACCU-CRETE INC,6041.0,,ALEXANDRIA,VA,22314.0,0,0,1,0,,Original,
906,907,2014,ACCUCOM CORPORATION,6183.0,,BOSTON,MA,2116.0,0,0,1,0,,Original,
907,908,2014,ACCUEN INC,4471.0,,NEW YORK,NY,10007.0,0,0,1,0,,Original,
908,909,2014,ACCUITY INC,9625.0,,SKOKIE,IL,60076.0,0,0,2,0,,Original,
914,915,2014,ACCURATE CORPORATION INC,2780.0,,OWENSBORO,KY,42301.0,0,1,0,0,,Original,
915,916,2014,ACCURATE ENGRG INC DBA ACCURATE BE,7032.0,,AUBURN,AL,36830.0,0,0,1,0,,Original,
921,922,2014,ACCURATIME CORP,5888.0,,LOS ANGELES,CA,90017.0,0,0,1,0,,Original,
