LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
"ADCONION DIRECT, INC.",SANTA MONICA,CA,541870.0
MAVENCARE US INC.,NEW YORK,NY,6216.0
"THE CHICAGO ATHENAEUM: CENTER FOR ARCHITECTURE, DESIGN & URBAN STUDIES",GALENA,IL,712110.0
MED ADVANTAGE LLC,BLOOMFIELD,NJ,561110.0
RANCHO LA PUERTA LLC,SAN DIEGO,CA,551114.0
"STRATEGISM, INC.",FREMONT,CA,54151.0
SPRING BRANCH COMMUNITY HEALTH CENTER,HOUSTON,TX,621111.0
"PAXTERRA SOLUTIONS, INC.",RICHARDSON,TX,541511.0
VARIANTYX INC.,ASHLAND,MA,541711.0
NATURAL AMERICAN FOODS INC.,ONSTED,MI,311999.0
"PRONTO GENERAL AGENCY, LTD.",BROWNSVILLE,TX,524126.0
CENTRAL OCEANS USA LLC,CHARLOTTE,NC,483111.0
"AMPED, INC.",SAN FRANCISCO,CA,511210.0
"SENSORHOUND, INC.",WEST LAFAYETTE,IN,541511.0
"UNDER ARMOUR, INC.",BALTIMORE,MD,423910.0
MAX PLANCK FLORIDA CORPORATION,JUPITER,FL,541712.0
"FISERV AUTOMOTIVE SOLUTIONS, INC.",BROOKFIELD,WI,518210.0
"HBN MEDIA, INC.",MARIETTA,GA,531390.0
ADVENTIST HEALTH SYSTEM SUNBELT,ALTAMONTE SPRINGS,FL,622110.0
CENTRAL OCEANS USA LLC,CHARLOTTESVILLE,VA,483111.0
SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,623110.0
"MAP HEALTH MANAGEMENT , LLC",AUSTIN,TX,624190.0
BENEFUEL INC.,IRVING,TX,541330.0
RIVIAN AUTOMOTIVE LLC,LIVONIA,MI,336111.0
UNIVERSITY AT ALBANY,ALBANY,NY,611310.0
ARICENT US INC.,EAST BRUNSWICK,NJ,5415.0
UNIVERSAL CITY STUDIOS PRODUCTION LLLP,ORLANDO,FL,713110.0
"ALWAYS BELIEVE PLUS, LLC",NORTH OAKS,MN,335221.0
"ZEETOGROUP, LLC",SAN DIEGO,CA,5418.0
HARIBOO FOOD 2004 INC,HIALEAH,FL,424420.0
"OAK STREET HEALTH MSO, LLC",CHICAGO,IL,6214.0
"OAK STREET HEALTH MSO, LLC",CHICAGO,IL,541990.0
TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC,LANHAM,MD,237310.0
FYBR LLC,CHESTERFIELD,MO,541990.0
"GREENLAM AMERICA, INC.",DORAL,FL,3255.0
CLARKE CAPITAL PARTNERS LLC,PROVO,UT,52399.0
"RINA SYSTEMS, LLC",CINCINNATI,OH,541511.0
ZYKA FOODS INC.,CARSON,CA,424490.0
EAGLE MINE LLC,CHAMPION,MI,21223.0
"CALIFORNIA MASTERPLANT, INC.",TRACY,CA,1114.0
HARBAR LLC,CANTON,MA,311830.0
BAKER & MCKENZIE PC,CHICAGO,IL,541110.0
"ARUZE GAMING AMERICA, INC.",LAS VEGAS,NV,7132.0
SD MANAGEMENT GROUP LLC,CHARLOTTESVILLE,VA,541820.0
"MANITOWOC FSG OPERATIONS, LLC",MANITOWOC,WI,333999.0
"BON WORTH, INC.",HENDERSONVILLE,NC,3152.0
"ASHLEY HOMESTORES, LTD.",ARCADIA,WI,533110.0
"BARFRESH, INC.",DENVER,CO,311930.0
ROBERTSON FOUNDATION,NEW YORK,NY,813211.0
KIS USA LLC,RALEIGH,NC,454210.0
ONMOBILE USA LLC,CORAL GABLES,FL,517911.0
"CORO INVESTMENTS, LP",RESTON,VA,525930.0
"AMERICAN REFINING GROUP, INC.",W CONSHOHOCKEN,PA,32411.0
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,622110.0
TMS PLUMBING AND HEATING CORP,NEW YORK,NY,238220.0
"NEWLINK COMMUNICATIONS GROUP, LLC",MIAMI,FL,541810.0
BENYOUCEF LLC,CROWLEY,LA,5415.0
99TH AVENUE HOLDINGS LLC,NEW YORK,NY,713940.0
"ASTELLAS PHARMA US, INC.",NORTHBROOK,IL,3254.0
STRYKER CORPORATION,KALAMAZOO,MI,339112.0
NORTHWELL HEALTH,GREAT NECK,NY,622110.0
HARIBO FOOD 2004 INC,HIALEAH,FL,424420.0
UGAM SOLUTIONS SEZ PVT. LTD,FRISCO,TX,518210.0
"PREVEIL, LLC",BOSTON,MA,541511.0
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,WASHINGTON,DC,813910.0
FARADAY&FUTURE INC,GARDENA,CA,541420.0
MILK SPECIALTIES GLOBAL,EDEN PRAIRIE,MN,311514.0
"HARGRAY COMMUNICATIONS GROUP, INC.",HILTON HEAD ISLAND,SC,517110.0
DIAMONDS DIRECT USA INC,CHARLOTTE,NC,44831.0
"NATURAL POWER AND ENERGY, LLC",SCOTTSDALE,AZ,237130.0
RIGHTSIDE OPERATING CO,KIRKLAND,WA,516110.0
ENGINE CONTROL SYSTEMS LIMITED,OXNARD,CA,333618.0
"SHIRE PHARMACEUTICALS, LLC",LEXINGTON,MA,32541.0
TI GROUP AUTOMOTIVE SYSTEMS L.L.C.,AUBURN HILLS,MI,541330.0
"FINCH PAPER, LLC",GLENS FALLS,NY,322299.0
"ADVANCED PRACTICE STRATEGIES, INC.",BOSTON,MA,611710.0
"PROFESSIONAL TOOL GRINDING, INC.",SOUTH EASTON,MA,332812.0
"CASTLE BRANCH, INC.",WILMINGTON,NC,541611.0
LIGHT & STAR USA INC,NEW YORK,NY,448310.0
THEODORE R & VIVIAN M JOHNSON SCHOLARSHIP FOUND,WEST PALM BEACH,FL,8132.0
ASCENTIUM CORPORATION,SEATTLE,WA,54181.0
"HES MANAGEMENT AND SERVICES, LLC",MIAMI,FL,561110.0
"CALVARY DESIGN TEAM, INC.",WEBSTER,NY,333999.0
"GLOBAL CONVERGENCE, INC.",OLDSMAR,FL,423430.0
E*TRADE FINANCIAL CORPORATION,NEW YORK,NY,523999.0
"AUTOLIV ASP, INC.",AUBURN HILLS,MI,541330.0
EXCLUSIVE RESORTS LLC,DENVER,CO,721110.0
"UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",OAK RIDGE,TN,541710.0
"ACME INTERNATIONAL, LLC",SUNRISE,FL,423990.0
INTUIT INC.,MOUNTAIN VIEW,CA,541512.0
STEREN ELECTRONICS INTERNATIONAL LLC,SAN DIEGO,CA,423690.0
PARKLOCO INC.,BOSTON,MA,5112.0
"II STANLEY CO., INC.",BATTLE CREEK,MI,336320.0
OCTAL CORPORATION,TEANECK,NJ,325211.0
GLOBAL EXPERIENCE SPECIALISTS,LAS VEGAS,NV,561920.0
FOSS WATERWAY SEAPORT,TACOMA,WA,712110.0
X-DRILL INC,HOUSTON,TX,213111.0
"SIGMA-TAU PHARMACEUTICALS, INC.",GAITHERSBURG,MD,325412.0
GASTON J GLOCK STYLE LP,SMYRNA,GA,315220.0
"T-LIGO USA, LLC",ORLANDO,FL,517911.0
GETMYRX INC.,MIAMI,FL,541511.0
"VIMTREK, LLC",NORCROSS,GA,541519.0
BIZINSURE LLC,OAKLAND,CA,524210.0
"MORRISON USA, LLC",MIAMI,FL,2362.0
"OKINAWA PREFECTURE DC OFFICE, INC.",WASHINGTON,DC,541820.0
LOS COMALES INC,GREELEY,CO,311830.0
KENDALL HEALTHCARE PROPERTIES,MIAMI,FL,623311.0
HONEY SCIENCE CORPORATION,LOS ANGELES,CA,519130.0
"HEART TEST LABORATORIES, INC.",WESTLAKE,TX,339112.0
"EARGO, INC.",MOUNTAIN VIEW,CA,33911.0
WORLD TRADE CENTERS ASSOCIATION (WTCA),NEW YORK,NY,813910.0
PI CHARGING INC.,MENLO PARK,CA,334111.0
"EXYN TECHNOLOGIES, INC.",PHILADELPHIA,PA,333316.0
FMR LLC,DURHAM,NC,523999.0
BANDY CANYON RANCH CORP,ESCONDIDO,CA,721214.0
CARMA TECHOLOGY CORPORATION,SAN FRANCISCO,CA,48531.0
"DIGITAL REASONING SYSTEMS, INC.",FRANKLIN,TN,541512.0
"MEDICUS MANAGEMENT SERVICES, LLC",CHESTERFIELD,MO,621111.0
WC INC.,OXNARD,CA,541511.0
ALPHAEON CORPORATION,IRVINE,CA,541990.0
HENNIGES AUTOMOTIVE NORTH AMERICA INC.,AUBURN HILLS,MI,325212.0
"FUERST GROUP, INC.",MENLO PARK,CA,316210.0
"ROUSH MANAGEMENT, L.L.C.",LIVONIA,MI,541330.0
"SWIFT BEEF COMPANY, A JBS USA SUBSIDIARY",GREELEY,CO,311611.0
"DRS INDUSTRIES, INC.",HOLLAND,OH,326199.0
"SENTE ADVISORY SERVICES, INC.",CHICAGO,IL,523999.0
"MOON RIVER FOODS, INC.",INDIANOLA,MS,311712.0
"BOOKMD, INC.",LOS ANGELES,CA,5181.0
"UFI FILTERS USA, INC.",DULUTH,GA,336390.0
"OMNIA MEDIA, INC.",LOS ANGELES,CA,519130.0
HAWAII ISLAND AIR INC.,HONOLULU,HI,481111.0
INTERNET CORPORATION FOR ASSIGNED NAMES AND NUMBERS,LOS ANGELES,CA,541519.0
"DELAWARE CONSULTING US, INC.",AUBURN,AL,56149.0
"AVGOL AMERICA, INC.",MOCKSVILLE,NC,313230.0
"SNAPRAYS, LLC",PROVO,UT,423620.0
"ALEVO, INC",CONCORD,NC,335911.0
CRMIT SOLUTIONS INC,NORCROSS,GA,541511.0
"PURCH GROUP, INC.",OGDEN,UT,516110.0
AERAS,ROCKVILLE,MD,541710.0
NEW SIGHT DEVICES CORP.,WILMINGTON,DE,5173.0
HOTEL CONNECTIONS INC.,MIAMI,FL,721110.0
CURSELL LLC,HALLANDALE,FL,424410.0
CURSELL LLC,HALLANDALE BEACH,FL,424410.0
"AHOLD USA, INC.",QUINCY,MA,445110.0
"HEALTHCARE PARTNERS, LLC",DENVER,CO,621111.0
"ARTEX, INC.",LANDOVER,MD,485991.0
"WORLDVIZ, INC.",SANTA BARBARA,CA,541519.0
ALTISOURCE ASSET MANAGEMENT CORPORATION,CHRISTIANSTED,VI,523920.0
SIMCRO INC.,LAWRENCE,KS,541711.0
"PEARTRACK SECURITY SYSTEMS, INC.",SANTA MONICA,CA,561621.0
AUTOPODS INC,PITTSBURGH,PA,48599.0
"TELEMUNDO MEDIA, LLC",MIAMI,FL,515120.0
"HYPERLOOP TECHNOLOGIES, INC.",LOS ANGELES,CA,541710.0
SOFTMARKETING CORPORATION,MIAMI,FL,541613.0
CIRCUITRONIX LLC,FORT LAUDERDALE,FL,334412.0
"FRANKE FOODSERVICE SYSTEMS, INC.",SMYRNA,TN,423440.0
"FRANKE FOODSERVICE SOLUTIONS, INC.",SMYRNA,TN,423440.0
LED LINEAR USA INC,NIAGARA FALLS,NY,33512.0
CALIFORNIA GALVANIZING AND STEEL STRUCTURES INC.,CHULA VISTA,CA,3328.0
"TMX FINANCE, LLC",SAVANNAH,GA,52232.0
OPUS DYNAMIC LLC,BEVERLY HILLS,MI,54161.0
"WEEKS COMMUNICATIONS, INC.",INDIANAPOLIS,IN,517212.0
H & L INNOVATIONS LLC,MADISON,WI,53131.0
ZENEDGE INC,LOS ANGELES,CA,541512.0
"CMG WORLDWIDE, INC.",INDIANAPOLIS,IN,541613.0
SYSTEM LOGISTICS CORPORATION,GRAND RAPIDS,MI,333298.0
"AGLYTIX, INC.",MANKATO,MN,115112.0
"PUTZMEISTER AMERICA, INC.",STURTEVANT,WI,333120.0
"EICA MANAGEMENT, LLC",MIAMI SPRINGS,FL,72111.0
CELGENE CORPORATION,SUMMIT,NJ,325412.0
"START INTERNATIONAL, INC.",WASHINGTON,DC,541620.0
"OFF CENTER RESTAURANT GROUP, LLC",MIAMI,FL,5511.0
OMA SHANTI INC.,CHICAGO,IL,512110.0
"PINDROP SECURITY, INC.",ATLANTA,GA,541990.0
"MILLENNIUM ADVISORS, LLC",CHARLOTTE,NC,523120.0
MYCHILD INC.,CHICAGO,IL,611710.0
"KONCERT IT TECHNOLOGY SOLUTIONS, LLC",CINCINNATI,OH,541511.0
SEMPRA LNG AND MIDSTREAM LLC,SAN DIEGO,CA,221210.0
"CHARTA GLOBAL, INC.",ANAHEIM,CA,424130.0
SELUX CORPORATION,HIGHLAND,NY,33512.0
RESONANCE GLOBAL COMPLIANCE LLC,BATON ROUGE,LA,541380.0
"THE MIHALIK GROUP, LLC",CHICAGO,IL,541690.0
HERBSTREITH & FOX INC.,ELMSFORD,NY,311942.0
"KONCERT IT SOLUTIONS, LLC",CINCINNATI,OH,541511.0
EVANESCENT DIAGNOSTIC SYSTEMS LLC,CUPERTINO,CA,541710.0
"PLASCO, LLC",MIAMI,FL,54199.0
"BASK MANAGEMENT, LLC",ELGIN,IL,54161.0
BARRY'S BOOTCAMP HOLDINGS LLC,LOS ANGELES,CA,71394.0
WILD SOUL LLC,KEY BISCAYNE,FL,813312.0
HEALTHJUMP INC,PHOENIXVILLE,PA,54151.0
THE MORGRIDGE INSTITUTE FOR RESEARCH INC.,MADISON,WI,541710.0
WILLOWBRIDGE ASSOCIATES INC.,PLAINSBORO,NJ,5239.0
"ASCENT SOLAR TECHNOLOGIES, INC.",THORNTON,CO,221114.0
"DERMATOLOGIC COSMETIC LABORATORIES, LTD.",EAST HAVEN,CT,325412.0
ALTO USA LLC,MIAMI,FL,561621.0
"VITASOY USA, INC.",WOBURN,MA,311222.0
VARIANTYX INC.,FRAMINGHAM,MA,541711.0
"KAUTEX MACHINES, INC.",NORTH BRANCH,NJ,333220.0
COTTONWOOD MANAGEMENT LLC,PASADENA,CA,523930.0
"THRU RAINBOW, LLC",JACKSONVILLE,FL,4251.0
"HOSPIRA INC., A PFIZER COMPANY",LAKE FOREST,IL,3254.0
IMPERIAL PACIFIC INTERNATIONAL CNMI,SAIPAN,MP,72112.0
KAIZEN ANALYTIX LLC,ATLANTA,GA,541511.0
"LASSONDE PAPPAS AND COMPANY, INC.",CARNEYS POINT,NJ,31199.0
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",LOS ANGELES,CA,611310.0
YALE UNIVERSITY,NEW HAVEN,CT,611310.0
"BROOKS BROTHERS GROUP, INC",NEW YORK,NY,448110.0
AGCO CORPORATION,DULUTH,GA,333111.0
"PGM TECHNOLOGIES, INC.",KNOXVILLE,TN,213114.0
"HSO NORTH AMERICA, LLC",NORTHBROOK,IL,541512.0
"STUDENTS FOR LIBERTY, INCORPORATED",WASHINGTON,DC,541720.0
"CIOX HEALTH, LLC",ALPHARETTA,GA,519190.0
"TRAILRUNNER INTERNATIONAL, LLC",TRUCKEE,CA,541618.0
LUXOTTICA RETAIL NORTH AMERICA INC.,MASON,OH,446130.0
"AXMENTOR, INC.",SAN DIEGO,CA,541512.0
UNUM GROUP,PORTLAND,ME,524114.0
CHOU TEAM REALTY INC.,IRVINE,CA,522291.0
LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE,TORRANCE,CA,5417.0
"CHYY (USA), LLC, F/K/A HRC LEASING COMPANY, LLC",WATERLOO,NE,541990.0
"ALLIED MINERAL PRODUCTS, INC.",COLUMBUS,OH,327125.0
AVURE TECHNOLOGIES INCORPORATED,ERLANGER,KY,333999.0
HEARTLAND TECHNOLOGY PARTNERS LLC,KIRKWOOD,MO,56299.0
"LAICON CONSULTING SERVICES, INC.",ORLANDO,FL,541330.0
"VITCO DISTRIBUTORS, INC",FONTANA,CA,424410.0
CHENMED LLC,MIAMI GARDENS,FL,621111.0
LIFE TECHNOLOGIES CORPORATION,CARLSBAD,CA,541711.0
IT PEOPLE NETWORK LLC,AURORA,IL,541512.0
"CRANE & CO., INC.",BOSTON,MA,322121.0
LAUDERDALE TANKERS CORP.,MIAMI,FL,48832.0
"TANOTA DEVELOPMENT, LLC",TUMON,GU,721110.0
"OILFIELD STEEL SUPPLY, LLC",MAGNOLIA,TX,333132.0
AMERICAN CONSERVATORY THEATRE FOUNDATION,SAN FRANCISCO,CA,711110.0
ACCELETRADE CORPORATION,NEW YORK,NY,541511.0
TRANS AMERICAN INFORMATION SYSTEMS INC,LEWISVILLE,TX,541511.0
THE HENRY M. JACKSON FOUNDATION,BETHESDA,MD,541710.0
PEATIX INC.,NEW YORK,NY,561599.0
HELLO INC.,SAN FRANCISCO,CA,541711.0
"WOOD-MIZER HOLDINGS, INC.",INDIANAPOLIS,IN,333210.0
"L & T GROUP OF COMPANIES, LTD.",SAIPAN,MP,55111.0
EAPEIRON SOLUTIONS INC,MIAMI LAKES,FL,32599.0
STEVE HERMANN HOTELS LLC,PALM SPRINGS,CA,721110.0
"DIEFFENBACHER USA, INC.",ALPHARETTA,GA,423830.0
"FINACCESS ADVISORS, LLC",MIAMI,FL,523930.0
BLACK PEARL EXPLORATION LLC,HOUSTON,TX,21111.0
ASSOCIATION OF UNIVERSTY RESEARCH PARKS,TUCSON,AZ,5417.0
MIDLANDS MANEGEMENT COMPANY,OKLAHOMA CITY,OK,524298.0
"WAL-MART ASSOCIATES, INC.",BENTONVILLE,AR,452112.0
SW TECH CORPORATION,PASADENA,CA,212222.0
MODERN DENTAL PROFESSIONALS LEE INC.,IRVINE,CA,621210.0
"TRACE GENOMICS, INC.",SAN FRANCISCO,CA,541711.0
WOO SPORTS INC.,BOSTON,MA,541511.0
M. MORRIS INC.,NORTH HOLLYWOOD,CA,323115.0
WORLD WILDLIFE FUND US,WASHINGTON,DC,813312.0
ASSOCIATION OF UNIVERSITY RESEARCH PARKS,TUCSON,AZ,5417.0
"STRATEGY ONE, INC.",NEW YORK,NY,54182.0
TWINLAB CONSOLIDATION CORPORATION,AMERICAN FORK,UT,325411.0
MECA FASHION CORPORATION,ELLISVILLE,MO,448150.0
MEMORIAL HOSPITAL,OWOSSO,MI,622110.0
320 LINCOLN LLC,MIAMI BEACH,FL,722410.0
"STRATEGIC GLOBAL MANAGEMENT, INC.",RIVERSIDE,CA,62211.0
"TRUEBLUE, INC.",TACOMA,WA,561320.0
"CIKLUM, INC.",NEW YORK,NY,511210.0
NATIONAL COUNCIL OF YOUNG MEN'S CHRISTIAN ASSOCIATIONS OF THE USA,CHICAGO,IL,624190.0
"LIBERATE MEDICAL, LLC",CRESTWOOD,KY,334510.0
PEATIX INC.,BROOKLYN,NY,561599.0
A & F MANAGEMENT OF FLORIDA,MIAMI LAKES,FL,92111.0
JEWISH FEDERATION OF GREATER TOLEDO,SYLVANIA,OH,813410.0
"ECOINSIGHT, INC.",ALPHARETTA,GA,541511.0
"BECHTEL EQUIPMENT OPERATIONS, INC.",GLENDALE,AZ,541330.0
"DEKALB REGIONAL HEALTH SYSTEM, INC.",DECATUR,GA,622110.0
"MICRO FINANCE ADVISORS, INC.",MIAMI,FL,52399.0
"ELBRUS, INC.",MIAMI,FL,531390.0
"HITMAP, INC.",BERKELEY,CA,531390.0
"CALIFORNIA GIANT, INC.",WATSONVILLE,CA,111333.0
CORK ALLIANCE INC,DORAL,FL,424820.0
"PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST",SAN JUAN,PR,54171.0
UPGRADE 3D LLC,BOULDER,CO,531210.0
"VIA PACIFICA CA, INC",FRESNO,CA,424820.0
"JOSEPH PRINCE MINISTRIES, INC.",FORT MILL,SC,813110.0
"GETMII, INC.",ALLSTON,MA,541511.0
CARTRIDGE WORLD,SPRING GROVE,IL,325992.0
CARTRIDGE WORLD,MCHENRY,IL,325992.0
VICTORY HILL ENTERTAINMENT GROUP LLC,TAMPA,FL,712110.0
"DON IGNACIO CULINARY ARTS SCHOOL, INC.",DORAL,FL,923110.0
INFOCOMM INVESTMENTS (US) LLC,SAN FRANCISCO,CA,5239.0
"CLASSIC SLEEPCARE, LLC",AGOURA HILLS,CA,6216.0
INFRASCALE INC.,EL SEGUNDO,CA,54512.0
"COLLINEAR NETWORKS, INC.",DENVER,CO,517410.0
"RIO TINTO MINERALS, INC.",GREENWOOD VILLAGE,CO,21311.0
ASKLEPION PHARMACEUTICALS LLC,BALTIMORE,MD,325412.0
"ORION HEALTH, INC.",SANTA MONICA,CA,541511.0
STEWART & STEVENSON LLC,HOUSTON,TX,811310.0
BIORASI LLC,MIAMI,FL,5417.0
ALPHA USA,BANNOCKBURN,IL,813110.0
"AUSFILM USA, INC.",LOS ANGELES,CA,512110.0
"OAKTREE CAPITAL MANAGEMENT, L.P.",LOS ANGELES,CA,523920.0
"ARISTOCRAT TECHNOLOGIES, INC.",LAS VEGAS,NV,541512.0
"HAWKWOOD ENERGY, LLC",DENVER,CO,21111.0
BEAM SUNTORY INC.,DEERFIELD,IL,312140.0
STRATOSMEDIA INC,SAN FRANCISCO,CA,5112.0
HARTSHORNE MINING GROUP LLC,EVANSVILLE,IN,212112.0
"BURLEIGH POINT, LTD.",IRVINE,CA,31599.0
"PINCHME GROUP, INC",NEW YORK,NY,541910.0
"SERRAVIEW AMERICA, INC.",NEW YORK,NY,511210.0
SWEET GREEN FIELDS USA LLC,BELLINGHAM,WA,424490.0
SINO GRINDING (AMERICAS) INC,MESA,AZ,21232.0
"SFORZANDO, INC.",SAN FRANCISCO,CA,541511.0
"DTP COMM DEV, LLC",LAS VEGAS,NV,813410.0
POIT LLC,FORT COLLINS,CO,541611.0
DRUGDEV INC.,WAYNE,PA,325411.0
MATILDA MEDIA GROUP LLC,NEW YORK,NY,52393.0
WARNER BROS. ENTERTAINMENT INC.,BURBANK,CA,51212.0
WARNER BROS. STUDIO ENTERPRISES INC.,BURBANK,CA,51212.0
THE COCA-COLA COMPANY,ATLANTA,GA,3121.0
"DTZ AMERICAS, INC.",CHICAGO,IL,5313.0
PRESCO INC.,SAN JUAN CAPISTRANO,CA,4884.0
"HAILE GOLD MINE, INC.",KERSHAW,SC,212221.0
MCLEAREN ROAD PROPERTY OWNER LLC,WASHINGTON,DC,531312.0
MUSIC ICON INC,LOS ANGELES,CA,5112.0
NICHOLAS THE LABEL LLC,LOS ANGELES,CA,42433.0
PARNELL CORPORATE SERVICES US INC,OVERLAND PARK,KS,424210.0
"RODAN & FIELDS, LLC",SAN FRANCISCO,CA,446120.0
BABSON CAPITAL MANAGEMENT LLC,SPRINGFIELD,MA,523930.0
BRYDGE TECHNOLOGIES INC.,SINGAPORE,,334111.0
"SUNSHINE MINTING, INC.",COEUR D'ALENE,ID,331419.0
"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",SKOKIE,IL,541990.0
"JINDILLI, INC.",OAKBROOK TERRACE,IL,812199.0
BATTERY MARKETING ASSOCIATES INC,JACKSONVILLE,FL,541613.0
BLUESPOTPARK INC.,HONOLULU,HI,5112.0
"WEARE8, INC.",NEW YORK,NY,541890.0
"MUSIC ICON, INC.",LOS ANGELES,CA,5112.0
"VENTANA MEDICAL SYSTEMS, INC.",TUCSON,AZ,334510.0
ISATUS INC.,DAVIS,CA,523920.0
"PROPERTY CONNECT, INC.",LOS ANGELES,CA,511210.0
"SUNIZO, LLC",FORT MYERS,FL,5259.0
BLUECATS INC,AUSTIN,TX,511210.0
ENSR MEDICAL INC,CHICAGO,IL,42345.0
NOGGIN IT INC,WALNUT CREEK,CA,5415.0
LIFESKINS INC,SAUSALITO,CA,541519.0
ETHOS RESEARCH &AMP; DEVELOPMENT LLC,NEWPORT,KY,5417.0
MONDO VENTURES INC.,SAUSALITO,CA,541519.0
"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",SAIPAN,MP,72112.0
TWENTIETH CENTURY FOX FILM CORPORATION,LOS ANGELES,CA,512110.0
SECTION.IO INCORPORATED,BOULDER,CO,518210.0
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,SPRINGFIELD,MA,524113.0
SUN BUM LLC,ENCINITAS,CA,325620.0
"OAKRIDGE GLOBAL ENERGY SOLUTIONS, INC",PALM BAY,FL,335911.0
"LOOK@YOU, INC.",SAN ANTONIO,TX,454111.0
MIKE DOLCE MMA INC.,LAS VEGAS,NV,713940.0
ACENDRE INC,ARLINGTON,VA,518210.0
HYDRX SOLUTIONS LLC,HOUSTON,TX,2213.0
"ION AMERICA, LLC",MOORESTOWN,NJ,443130.0
JIVA INFOTECH INC,BETHESDA,MD,541512.0
VERDIGRIS LLC,CLEVELAND,OH,551111.0
"FAME & PARTNERS, INC.",NEW YORK,NY,454111.0
"DEEP SPACE INDUSTRIES, INC.",MOFFETT FIELD,CA,334515.0
"ELDARION, INC.",NASHUA,NH,54151.0
ARRB GROUP INC.,EXTON,PA,5419.0
"GLOBAL POVERTY PROJECT, INC",NEW YORK,NY,6117.0
FUNDTECH CORPORATION,NEW YORK,NY,541512.0
SABBATICAL HOLDINGS INC,CHICAGO,IL,561599.0
OUTRIGGER HOTELS HAWAII,HONOLULU,HI,721110.0
"ALASKA BROADCAST COMMUNICATIONS, INC.",JUNEAU,AK,515112.0
"QUICKFEE, INC.",SANTA MONICA,CA,522291.0
"NITRO CIRCUS LIVE USA, INC.",SAN CLEMENTE,CA,561520.0
BRYDGE TECHNOLOGIES INC.,LEWES,DE,334111.0
