LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
HEADSTRONG SERVICES LLC,FAIRFAX,VA,541611.0
THE SCRIPPS RESEARCH INSTITUTE,LA JOLLA,CA,54171.0
TENDERLOIN NEIGHBORHOOD DEVELOPMENT CORPORATION,SAN FRANCISCO,CA,624190.0
"M.C. DEAN, INC.",DULLES,VA,541330.0
SOUTHERN MEDICAL PARTNERS LLC,JACKSONVILLE,FL,62111.0
UNIVERSITY OF COLORADO,DENVER,CO,611310.0
POPULATION SERVICES INTERNATIONAL,WASHINGTON,DC,813319.0
ERICSSON INC.,PLANO,TX,334220.0
TORO CAPITAL MANAGEMENT LLC,CHICAGO,IL,523110.0
REVISION TECHNOLOGIES INC,EDISON,NJ,541511.0
UBS AG,STAMFORD,CT,523110.0
"MAGNUM SEMICONDUCTOR, INC.",MILPITAS,CA,334400.0
"T-MOBILE USA, INC.",BELLEVUE,WA,517212.0
HARTFORD FIRE INSURANCE COMPANY,HARTFORD,CT,524126.0
BROADCOM CORPORATION,IRVINE,CA,334413.0
"BOSTON VA RESEARCH INSTITUTE, INC.",BOSTON,MA,813212.0
DREAMWORKS ANIMATION LLC,GLENDALE,CA,512110.0
"JOHNSON CONTROLS, INC.",MILWAUKEE,WI,333415.0
FEDERAL HOME LOAN MORTGAGE CORPORATION,MCLEAN,VA,522294.0
1199 NATIONAL BENEFIT FUND FOR HEALTH AND HUMAN SE,NEW YORK,NY,525110.0
"VISUAL GRAPHIC SYSTEMS, INC.",CARLSTADT,NJ,339950.0
RESEARCH FOUNDATION OF THE STATE UNIVERSITY OF NEW,STONY BROOK,NY,541710.0
XPRUDENT CORP,IRVING,TX,541511.0
"CUMMINS FILTRATION, INC.",NASHVILLE,TN,3336.0
"MOTOROLA MOBILITY, INC.",LIBERTYVILLE,IL,334200.0
"DOCEPSILON, LLC",DALLAS,TX,5239.0
AMERICAN CHINESE ART SOCIETY,NEWTON,MA,7111.0
"GABELLI SECURITIES, INC.",RYE,NY,523930.0
ITRON INC.,LIBERTY LAKE,WA,334515.0
"UNIVERSAL TAX SYSTEMS, INC.",RIVERWOODS,IL,511210.0
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,611310.0
"GOLDMAN, SACHS & CO.",NEW YORK,NY,523110.0
"RESPONSYS, INC.",SAN BRUNO,CA,33422.0
"PANTECH WIRELESS, INC.",ATLANTA,GA,423690.0
GLOBAL ATLANTIC PARTNERS,BOSTON,MA,541611.0
"METROWEST SCHOOL OF MATHEMATICS, LLC",FRAMINGHAM,MA,6116.0
"MNCL, INC.",TULSA,OK,541511.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,611310.0
MASSACHUSETTS EYE & EAR INFIRMARY / HARVARD UNIVER,CAMBRIDGE,MA,611310.0
"FUNCTIONAL PATHWAYS OF TN, LLC",KNOXVILLE,TN,621340.0
INDIANA UNIVERSITY,BLOOMINGTON,IN,611310.0
"SURVEYMONKEY.COM, LLC",PALO ALTO,CA,541370.0
"MARC JACOBS INTERNATIONAL, LLC",NEW YORK,NY,448150.0
"NATIONAL INSTITUTES OF HEALTH, HHS",BETHESDA,MD,541712.0
"ACS IT SOLUTIONS, LP",DALLAS,TX,541512.0
BOR USGA OBO THE MEDICAL COLLEGE OF GEORGIA,AUGUSTA,GA,611310.0
"FAITHFUL+GOULD, INC.",EWING,NJ,5413.0
THE UNIVERSITY OF TENNESSEE,KNOXVILLE,TN,611310.0
SANOFI-AVENTIS U.S. INC,BRIDGEWATER,NJ,32541.0
OPUS ONE CORPORATION,ORANGE,CA,5415.0
"A123 SYSTEMS, INC.",WATERTOWN,MA,335912.0
"MARLABS, INC",PISCATAWAY,NJ,541511.0
"TRELLIS TECHNOLOGY SOLUTIONS, LLC",IRVING,TX,541511.0
MICROSTRATEGY INCORPORATED,MCLEAN,VA,5415.0
CITIGROUP GLOBAL MARKETS INC.,NEW YORK,NY,523110.0
SECURA SOLUTIONS INC,EDISON,NJ,541511.0
INTERNATIONAL EXPORT,WELSTON,MO,335110.0
"CHEETAH SOFTWARE SYSTEMS, INC.",WESTLAKE VILLAGE,CA,541511.0
"SAMSUNG INFORMATION SYSTEMS AMERICA, INC.",SAN JOSE,CA,541710.0
SOGETI USA LLC,DAYTON,OH,541511.0
QUALCOMM INCORPORATED,SAN DIEGO,CA,334220.0
"EXPERIAN MARKETING SOLUTIONS, INC.",ALLEN,TX,5191.0
AMAZON CORPORATE LLC,SEATTLE,WA,454111.0
CONTICO CORPORATION,EDISON,NJ,23799.0
"SULLIVAN, COTTER AND ASSOCIATES, INC.",MINNEAPOLIS,MN,541612.0
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,611310.0
"CAPITAL IQ, INC.",NEW YORK,NY,523999.0
THE OHIO STATE UNIVERSITY,COLUMBUS,OH,611310.0
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,611310.0
"FACEBOOK, INC.",PALO ALTO,CA,519130.0
UNIVERSITY OF MARYLAND BALTIMORE,BALTIMORE,MD,611310.0
"ACS RECOVERY SERVICES, INC.",DALLAS,TX,541512.0
MAXIM INTEGRATED PRODUCTS,SUNNYVALE,CA,5415.0
"MOODY'S ANALYTICS, INC.",NEW YORK,NY,541990.0
"TABNER, INC.",CHARLOTTE,NC,541511.0
CORNING INCORPORATED,CORNING,NY,339900.0
"ACS STATE HEALTHCARE, LLC",DALLAS,TX,541512.0
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,611310.0
"RIVERBED TECHNOLOGY, INC.",SAN FRANCISCO,CA,541519.0
ASCENT TECHNOLOGIES INC,NEWARK,DE,541511.0
CONNECTICUT COLLEGE,NEW LONDON,CT,611310.0
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,CHAPEL HILL,NC,611310.0
"SOURCE ALLIES, INC.",DES MOINES,IA,541510.0
CREDIT SUISSE SECURITIES (USA) LLC,NEW YORK,NY,523110.0
TIBCO SOFTWARE INC.,PALO ALTO,CA,541511.0
"AMERICAN HEALTHWAYS SERVICES, INC.",FRANKLIN,TN,541710.0
"SCHWEITZER ENGINEERING LABORATORIES, INC.",PULLMAN,WA,541330.0
"CYBERONICS, INC.",HOUSTON,TX,339113.0
SARAYU CONSULTANTS INC,SCHAUMBURG,IL,541512.0
"AVIARY, INC.",NEW YORK,NY,511210.0
SULLIVAN & CROMWELL LLP,NEW YORK,NY,541110.0
THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTE,HOUSTON,TX,611310.0
FREEMAN HEALTH SYSTEM,JOPLIN,MO,621111.0
BALTIMORE CITY PUBLIC SCHOOL SYSTEM,BALTIMORE,MD,611110.0
THE UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,611310.0
YALE UNIVERSITY,NEW HAVEN,CT,611310.0
TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,611310.0
GEORGE MASON UNIVERSITY,FAIRFAX,VA,611310.0
HORIZON TECHNOLOGIES INC,SUNNYVALE,CA,541511.0
MODUSLINK CORPORATION,WALTHAM,MA,541614.0
STATE UNIVERSITY OF NEW YORK AT STONY BROOK,STONY BROOK,NY,611310.0
"PACIFIC DATA IMAGES, INC.",GLENDALE,CA,512110.0
"KESHAV CONSULTING SOLUTIONS, LLC",MORRISVILLE,NC,541511.0
"ADVANCED MICRO DEVICES, INC.",SUNNYVALE,CA,334413.0
"XENOSOFT TECHNOLOGIES, INC",DALLAS,TX,541511.0
GOOGLE INC.,MOUNTAIN VIEW,CA,541512.0
WILARY WINN LLC,ST. PAUL,MN,523930.0
SUTTER HEALTH,SACRAMENTO,CA,622110.0
SCHLUMBERGER TECHNOLOGY CORPORATION,SUGAR LAND,TX,541330.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,611300.0
CITY OF HOPE BECKMAN RESEARCH INSTITUTE,DUARTE,CA,541710.0
WOODBRIDGE HOLDINGS INC.,TROY,MI,326140.0
WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,611310.0
EMERGYS CORPORATION,DURHAM,NC,541512.0
"MOTOROLA, INC.",SCHAUMBURG,IL,334200.0
UNIVERSITY OF ALASKA,FAIRBANKS,AK,611310.0
"MERCURY INSURANCE SERVICES, LLC",BREA,CA,524100.0
MEDICA HEALTH PLANS,MINNETONKA,MN,524114.0
"CONVERSE, INC.",NORTH ANDOVER,MA,316219.0
CT CORPORATION SYSTEM,RIVERWOODS,IL,511210.0
"INFOSYS SOLUTIONS, INC.",BATON ROUGE,LA,541511.0
"WIKIMEDIA FOUNDATION, INC.",SAN FRANCISCO,CA,511199.0
CDI CORPORATION,PHOENIX,AZ,541519.0
"MISSION PHYSICAL THERAPY, INC.",EDMORE,MI,621340.0
"WILLIAMS-SONOMA, INC.",SAN FRANCISCO,CA,4422.0
AKKEN INC,NASHUA,NH,541511.0
SUMMITWORKS TECHNOLOGIES INC,SOUTH PLAINFIELD,NJ,541511.0
"AEGON USA REALTY ADVISORS, LLC",CEDAR RAPIDS,IA,524100.0
VIRAJ LLC,CUMMING,GA,541511.0
SEPALS CORPORATION,DANBURY,CT,541511.0
"AMERICAN AIRLINES, INC.",FORT WORTH,TX,481111.0
"KLINGSTUBBINS, INC.",PHILADELPHIA,PA,541310.0
HARDIN COUNTY REGIONAL HEALTH CENTER,SAVANNAH,TN,621111.0
"APOLLO GROUP, INC.",PHOENIX,AZ,611310.0
NORTHWESTERN UNIVERSITY,EVANSTON,IL,611310.0
"WAL-MART ASSOCIATES, INC.",BENTONVILLE,AR,452910.0
"TRICOR U.S. MANAGEMENT (FUND IV), INC.",LAKE FOREST,IL,523930.0
"TECHNIP USA, INC.",HOUSTON,TX,541330.0
SOUTHWICK-TOLLAND REGIONAL SCHOOL DISTRICT,SOUTHWICK,MA,611110.0
UNIVERSITY OF MARYLAND COLLEGE PARK,COLLEGE PARK,MD,611310.0
"PERFECT DENTAL, LLC",ATTLEBORO,MA,621210.0
SYMANTEC CORPORATION,MOUNTAIN VIEW,CA,541511.0
AASTRA USA INC.,FRISCO,TX,334290.0
"WALT DISNEY PARKS AND RESORTS U.S., INC.",BURBANK,CA,71311.0
QUEST DIAGNOSTICS INCORPORATED,MADISON,NJ,541380.0
AUSTIN INDEPENDENT SCHOOL DISTRICT,AUSTIN,TX,611110.0
"BMC SOFTWARE, INC.",HOUSTON,TX,541519.0
"TPG-AXON CAPITAL MANAGEMENT, L.P.",NEW YORK,NY,523920.0
UNIVERSITY OF ILLINOIS,URBANA,IL,611310.0
MICROSOFT CORPORATION,REDMOND,WA,51121.0
THE VICTORIA COLLEGE,VICTORIA,TX,611210.0
WEST CORPORATION,OMAHA,NE,540510.0
"NNE PHARMAPLAN, INC.",MORRISVILLE,NC,541330.0
PURDUE UNIVERSITY,WEST LAFAYETTE,IN,611310.0
OAK RIDGE ASSOCIATED UNIVERSITIES,OAK RIDGE,TN,541990.0
"FEDEX GROUND PACKAGE SYSTEM, INC.",MOON TOWNSHIP,PA,484122.0
BANK OF AMERICA N.A.,WILMINGTON,DE,522110.0
TEXAS ENGINEERING EXPERIMENT STATION,COLLEGE STATION,TX,54171.0
"EXPEDIA, INC.",BELLEVUE,WA,541500.0
JACOBS ENGINEERING GROUP INC.,LAKEWOOD,CO,23622.0
IDEO LLC,PALO ALTO,CA,541420.0
THE METHODIST HOSPITAL RESEARCH INSTITUTE,HOUSTON,TX,541710.0
"PROKARMA, INC.",OMAHA,NE,541511.0
THE UNIVERSITY OF GEORGIA,ATHENS,GA,611310.0
"ONEWORLD COMMUNITY HEALTH CENTERS, INC.",OMAHA,NE,621111.0
BARCLAYS SERVICES CORP.,NEW YORK,NY,523110.0
"MEDTRONIC, INC.",MINNEAPOLIS,MN,334510.0
"MITSUI & CO. PRECIOUS METALS, INC.",NEW YORK,NY,52321.0
EVOLVING GOLD CORPORATION,LONGMONT,CO,212221.0
"THE JOHN E. FETZER INSTITUTE, INC.",KALAMAZOO,MI,813319.0
FEDERAL HOME LOAN MORTGAGE CO.,MCLEAN,VA,522294.0
"WORLEYPARSONS GROUP, INC.",BELLAIRE,TX,541330.0
CONSERVATION INTERNATIONAL,ARLINGTON,VA,813312.0
"WESTERN DIGITAL TECHNOLOGIES, INC.",IRVINE,CA,334000.0
THOMAS JEFFERSON UNIVERSITY,PHILADELPHIA,PA,611310.0
"SATMETRIX SYSTEMS, INC.",SAN MATEO,CA,541511.0
"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,541511.0
CUMMINS INC.,NASHVILLE,TN,3336.0
STATE STREET BANK AND TRUST COMPANY,BOSTON,MA,522110.0
SONY PICTURES ENTERTAINMENT INC.,CULVER CITY,CA,512110.0
INTERNATIONAL SOFTWARE SYSTEMS INC,GREENBELT,MD,541511.0
DARTMOUTH COLLEGE,HANOVER,NH,611310.0
"NETAPP, INC.",SUNNYVALE,CA,541511.0
UNIVERSITY OF HAWAII,HONOLULU,HI,611310.0
AFFINITY TRADING GROUP LLC,NEW YORK,NY,523930.0
HARVARD UNIVERSITY,CAMBRIDGE,MA,611310.0
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,NEW ORLEANS,LA,611310.0
SIMPSON THACHER & BARTLETT LLP,NEW YORK,NY,541110.0
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,CA,334413.0
"ICF INCORPORATED, LLC",FAIRFAX,VA,54162.0
"ZASPAR TECHNOLOGIES, INC.",PLEASANTON,CA,541511.0
"WORKDAY, INC.",PLEASANTON,CA,5415.0
"RESPIRONICS, INC. (A PHILIPS OWNED COMPANY)",MURRYSVILLE,PA,33911.0
"REARDEN COMMERCE, INC.",FOSTER CITY,CA,541510.0
EMC CORPORATION,HOPKINTON,MA,541511.0
"LONZA BIOLOGICS, INC.",PORTSMOUTH,NH,325412.0
"CORPTAX, INC.",DEERFIELD,IL,541511.0
"DISNEY WORLDWIDE SERVICES, INC.",BURBANK,CA,71000.0
"MOODY'S INVESTORS SERVICE, INC.",NEW YORK,NY,561450.0
"EF INTERNATIONAL LANGUAGE SCHOOLS, INC.",CAMBRIDGE,MA,611630.0
"VISION PROCESSING TECHNOLOGIES, INC.",OWATONNA,MN,311999.0
UNIVERSITY OF WYOMING,LARAMIE,WY,611310.0
THE UNIVERSITY OF TEXAS AT AUSTIN,AUSTIN,TX,611310.0
WHITE &AMP; CASE LLP,NEW YORK,NY,541110.0
BALTIMORE CITY PUBLIC SCHOOL SYSTEM,BALTIMORE CITY,MD,611110.0
NOVALINK SOLUTIONS LLC,DULUTH,GA,541519.0
MEDICAL UNIVERSITY OF SOUTH CAROLINA,CHARLESTON,SC,611310.0
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,511210.0
EBAY INC.,SAN JOSE,CA,454112.0
SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,LOS ANGELES,CA,541510.0
"ACS STATE & LOCAL SOLUTIONS, INC.",DALLAS,TX,541512.0
TECHNOLOGY CONSULTANTS INC,FARMINGTON,MI,541511.0
"SUNGARD CONSULTING SERVICES, INC.",JERSEY CITY,NJ,541511.0
TANENBAUM CENTER FOR INTERRELIGIOUS UNDERSTANDING,NEW YORK,NY,813311.0
LOUISIANA STATE UNIVERSITY AND A & M COLLEGE,BATON ROUGE,LA,611310.0
MULTIVISION INC.,FAIRFAX,VA,541690.0
BETH ISRAEL DEACONESS MEDICAL CENTER / HARVARD UNI,CAMBRIDGE,MA,611310.0
GENERAL HOSPITAL CORPORATION,BOSTON,MA,622110.0
SRI INTERNATIONAL,MENLO PARK,CA,541700.0
"SMARTPLAY, INC.",SAN JOSE,CA,541512.0
NEW YORK COLLEGE OF HEALTH PROFESSIONS,SYOSSET,NY,611310.0
UNIVERSITY OF UTAH,SALT LAKE CITY,UT,611310.0
"FERGUSON ENTERPRISES, INC.",NEWPORT NEWS,VA,423720.0
UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,SANTA BARBARA,CA,611310.0
"CITYGRID MEDIA, LLC",WEST HOLLYWOOD,CA,518000.0
MINDJET LLC,SAN FRANCISCO,CA,541519.0
"CVS RX SERVICES, INC.",WOONSOCKET,RI,446110.0
"URBAN ZEN, LLC",NEW YORK,NY,4481.0
SEMTECH CORPORATION,CAMARILLO,CA,423690.0
HAMPTON UNIVERSITY,HAMPTON,VA,611310.0
"JEPPESEN DATAPLAN, INC.",SAN JOSE,CA,336411.0
MONTEFIORE MEDICAL CENTER,BRONX,NY,622110.0
VITESSE SEMICONDUCTOR CORPORATION,CAMARILLO,CA,334413.0
SCOPUS CONSULTING GROUP INC.,DOYLESTOWN,PA,541511.0
NORTHSHORE UNIVERSITY HEALTHSYSTEM,EVANSTON,IL,622110.0
SELECTIVE INSURANCE COMPANY OF AMERICA,BRANCHVILLE,NJ,524126.0
"THE GAP, INC.",SAN BRUNO,CA,315000.0
SYNERZY SOFTWARE SOLUTIONS INC,ISELIN,NJ,541511.0
"A2Z DEVELOPMENT CENTER, INC.",LAKE FOREST,CA,541519.0
UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,SHREWSBURY,MA,611310.0
VANTAGEFORCE INC,HOUSTON,TX,541511.0
TEXAS INSTRUMENTS INCORPORATED,DALLAS,TX,334410.0
"CAMO TECHNOLOGIES, INC",WOODBRIDGE,NJ,541511.0
PIRAMAL CRITICAL CARE INC.,ORCHARD PARK,NY,325412.0
"SUNERA TECHNOLOGIES, INC",TROY,MI,5415.0
"SAGARSOFT, INC",GLASTONBURY,CT,541511.0
"ISOBAR NORTH AMERICA, INC.",WATERTOWN,MA,541810.0
COLORADO STATE UNIVERSITY,FORT COLLINS,CO,611310.0
"HCL AMERICA, INC.",SUNNYVALE,CA,541511.0
"FACEBOOK, INC.",PALO ALTO,CA,518112.0
UNIVERSITY OF ROCHESTER,ROCHESTER,NY,611310.0
MAXIM INTEGRATED PRODUCTS,SUNNYVALE,CA,334413.0
FXDIRECT DEALER LLC,NEW YORK,NY,523130.0
"SIEMENS ENERGY, INC.",ORLANDO,FL,22111.0
"SECONDMARKET HOLDINGS, INC.",NEW YORK CITY,NY,523110.0
DEUTSCHE BANK SECURITIES INC.,NEW YORK,NY,523110.0
"ABC, INC.",BURBANK,CA,71000.0
THE HANOVER RESEARCH COUNCIL LLC,CHARLOTTESVILLE,VA,541720.0
"SOFTLABS NA, INC.",WESTBOROUGH,MA,541519.0
"CITIBANK, N.A.",NEW YORK,NY,523110.0
VERIZON DATA SERVICES LLC,IRVING,TX,517919.0
"IDHASOFT, INC.",ATLANTA,GA,541511.0
SOCIETE GENERALE,NEW YORK,NY,522110.0
"PROLINX SERVICES, INC.",SAN JOSE,CA,561310.0
"VOXWARE, INC.",HAMILTON,NJ,334000.0
POPULUS GROUP,TROY,MI,561320.0
"UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",OAK RIDGE,TN,541710.0
"EVERYDAY HEALTH, INC.",NEW YORK,NY,541512.0
"ENTERPRISE QA LABS, INC.",CARY,NC,541519.0
TEXAS A&M UNIVERSITY,COLLEGE STATION,TX,611310.0
MILLIPORE CORPORATION,BILLERICA,MA,541710.0
TEXAS A&M HEALTH SCIENCE CENTER,COLLEGE STATION,TX,611310.0
"GOLDMAN SACHS NEW JERSEY, LLC",JERSEY CITY,NJ,523110.0
"DIKSHA TECHNOLOGIES, LLC",MT. LAUREL,NJ,541511.0
"DYNAMIC URBAN TECHNOLOGIES, INC.",NEW YORK,NY,516110.0
GULFSTREAM AEROSPACE CORPORATION,SAVANNAH,GA,336411.0
"CVS CORPORATION, INC.",WOONSOCKET,RI,446110.0
