LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
HARVARD UNIVERSITY,CAMBRIDGE,MA,611310
"CLOUDCAR, INC.",MOUNTAIN VIEW,CA,541512
UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,611310
"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,541511
"NYSE MARKET (DE), INC.",ATLANTA,GA,523110
"NOMURA SECURITIES INTERNATIONAL, INC.",NEW YORK,NY,523110
"ROCKWELL COLLINS, INC.",CEDAR RAPIDS,IA,336400
"PLOW & HEARTH, LLC",MADISON,VA,423220
ERICSSON INC.,PLANO,TX,334220
OOYALA INC.,SANTA CLARA,CA,511210
AARCG INC.,ORLANDO,FL,541511
WOLFSDORF ROSENTHAL LLP,SANTA MONICA,CA,541110
"UNIVERSITY OF MARYLAND, BALTIMORE",BALTIMORE,MD,611310
"FLUID, INC.",SAN FRANCISCO,CA,541810
TEXAS A&M ENGINEERING EXPERIMENT STATION,COLLEGE STATION,TX,54171
"AVIDXCHANGE, INC.",CHARLOTTE,NC,54121
UNIVERSITY OF DELAWARE,NEWARK,DE,611310
"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",NEW YORK,NY,541110
BANNER MEDICAL GROUP,PHOENIX,AZ,622110
SCIENTIFIC TECHNOLOGIES CORPORATION,SCOTTSDALE,AZ,541690
"ADVANCED MICRO DEVICES, INC.",SUNNYVALE,CA,334413
UNIVERSITY OF CONNECTICUT,STORRS,CT,611310
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,SAN ANTONIO,TX,611310
THE NEW MEDIA CONSORTIUM,AUSTIN,TX,541720
"OCCUPATIONAL HEALTH CENTERS OF GEORGIA, P.C.",ADDISON,TX,621340
DELL MARKETING L.P.,ROUND ROCK,TX,42343
LSU HEALTH SCIENCES CENTER/NEW ORLEANS,NEW ORLEANS,LA,611300
"J.B. HUNT TRANSPORT SERVICES, INC.",LOWELL,AR,484121
LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,CA,541710
LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,522291
"ALPHADETAIL, INC.",SAN MATEO,CA,541910
ARKSTEK INC,AURORA,CO,541519
"FRONTIER TECHNOLOGIES, LLC",NAPERVILLE,IL,541511
DEUTSCHE BANK SECURITIES INC.,NEW YORK,NY,523110
DEUTSCHE BANK NEW YORK BRANCH,NEW YORK,NY,523110
"HOME DEPOT USA, INC.",ATLANTA,GA,444110
"BERENSON & COMPANY, LLC",NEW YORK,NY,523110
KAIZEN TECHNOLOGIES INC.,EDISON,NJ,541511
"MAVERICK FAMILY DENTAL, P.C.",BOSTON,MA,621210
"LIBSYS, INC.",NAPERVILLE,IL,541511
"MARKETO, INC.",SAN MATEO,CA,519190
MIZUHO TRUST & BANKING CO. (USA),NEW YORK,NY,522110
"CIBER, INC.",GREENWOOD VILLAGE,CO,5415
"MARUTHI TECHNOLOGIES, LLC",DALLAS,TX,541511
WILSON SPORTING GOODS CO.,CHICAGO,IL,33992
DEUTSCHE BANK TRUST COMPANY AMERICAS,NEW YORK,NY,523110
DB GLOBAL TECHNOLOGY INC.,CARY,NC,523110
TAMARES MANAGEMENT LLC,NEW YORK,NY,52399
BMW TECHNOLOGY CORPORATION,CHICAGO,IL,541420
"HULU, LLC",SANTA MONICA,CA,516110
"SG AMERICAS SECURITIES, LLC",NEW YORK,NY,523110
ECHOSTAR DATA NETWORKS,ENGLEWOOD,CO,334220
"ANSYS, INC.",CANONSBURG,PA,511210
HOWARD HUGHES MEDICAL INSTITUTE,CHEVY CHASE,MD,541710
APPNEXUS INC.,NEW YORK,NY,5418
"AC INVESTMENT MANAGEMENT, LLC",NEW YORK,NY,523920
ADVENT GLOBAL SOLUTIONS INC.,HOUSTON,TX,541511
CERNER CORPORATION,NORTH KANSAS CITY,MO,541512
"MICHAEL PAGE INTERNATIONAL, INC.",STAMFORD,CT,541612
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,RIVERSIDE,CA,611310
KINGSMEN SOFTWARE LLC,CHARLOTTE,NC,541511
C-VISION INC,TROY,MI,541511
UNIVERSITY OF MARYLAND COLLEGE PARK,COLLEGE PARK,MD,611310
BUTTE- GLENN COMMUNITY COLLEGE DISTRICT,OROVILLE,CA,611210
HIAWATHA LEADERSHIP ACADEMY,MINNEAPOLIS,MN,61111
"ARGHA SERVICES, INC",ATLANTA,GA,541511
"L'OREAL USA, INC.",NEW YORK,NY,424210
STATE UNIVERSITY OF NEW YORK AT BUFFALO,BUFFALO,NY,611310
MORGAN STANLEY SERVICES GROUP INC.,NEW YORK,NY,523110
BATTELLE MEMORIAL INSTITUTE,RICHLAND,WA,5417
AMERICAN ELECTRIC POWER,COLUMBUS,OH,221121
LIFE TECHNOLOGIES CORPORATION,CARLSBAD,CA,541711
SOFTPATH SYSTEM LLC,NORCROSS,GA,541511
BENJAMIN MOORE & CO.,MONTVALE,NJ,325510
"UCHICAGO ARGONNE, LLC",LEMONT,IL,541710
DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS,TX,611110
"KPIT INFOSYSTEMS, INC.",EDISON,NJ,541511
L&T TECHNOLOGY SERVICES LIMITED,EDISON,NJ,541330
"PEGASYS SYSTEMS AND TECHNOLOGIES, INC.",NORTHVILLE,MI,541511
PROPELSYS TECHNOLOGIES LLC,PLANO,TX,541511
THE UNIVERSITY OF IOWA,IOWA CITY,IA,611310
CLOUDWICK TECHNOLOGIES INC.,NEWARK,CA,541511
TATA CONSULTANCY SERVICES LIMITED,ROCKVILLE,MD,541511
"HEALTH MANAGEMENT SYSTEMS, INC.",IRVING,TX,52429
"BLACKROCK INVESTMENT MANAGEMENT, LLC",NEW YORK,NY,523920
"UNIVERSITY OF CALIFORNIA, BERKELEY",BERKELEY,CA,611310
SDILOGIC INC.,LEWISVILLE,TX,541511
"PAGNY, PC",NEW YORK,NY,62111
"FLEXERA GLOBAL, INC.",SUGAR LAND,TX,541519
"GARDEN VIEW, INC.",MONROVIA,CA,541320
AMFAL TECH LLC,WINTER  SPRINGS,FL,541511
"FRED MEYER STORES, INC.",PORTLAND,OR,452111
MASTERCARD INTERNATIONAL INCORPORATED,PURCHASE,NY,522210
"THE FINANCIAL RISK GROUP, INC.",CARY,NC,541618
"CIGNITI, INC.",IRVING,TX,541511
"FIRST DATA TECHNOLOGIES, INC.",ATLANTA,GA,522320
WEBSTER UNIVERSITY,ST. LOUIS,MO,611310
"GLOBANT, LLC",SAN FRANCISCO,CA,541511
"OKTA, INC.",SAN FRANCISCO,CA,541990
WICHITA STATE UNIVERSITY,WICHITA,KS,611310
"NATURAL SYSTEMS ANALYSTS, INC.",WINTER PARK,FL,541360
CATHOLIC HIGH SCHOOL INC.,GREENBAY,WI,611110
KPMG LLP,DALLAS,TX,54121
DELOITTE CONSULTING LLP,PHILADELPHIA,PA,54161
AIRLINE TARIFF PUBLISHING COMPANY (ATPCO),DULLES,VA,541511
"GOLDMAN, SACHS & CO.",JERSEY CITY,NJ,523110
FIDELITY TECHNOLOGY GROUP LLC,BOSTON,MA,523999
VIDYATECH SOFTWARE LLC,NEWCASTLE,WA,541511
EMC CORPORATION,HOPKINTON,MA,541511
"PREMIER IT SOLUTIONS, INC",RICHARDSON,TX,541511
"S. C. JOHNSON & SON, INC.",RACINE,WI,32518
"SLALOM, LLC",SEATTLE,WA,541611
XEBRIUM INC.,SAN JOSE,CA,541519
EASTERNCCTV USA LLC,PLAINVIEW,NY,561621
"ADARA NETWORKS, INC.",SAN JOSE,CA,541511
BANK OF THE WEST,SAN RAMON,CA,522190
GOOGLE INC.,MOUNTAIN VIEW,CA,541512
"BRILLIO, LLC",JERSEY CITY,NJ,541519
"PEARL CONSTRUCTION ENVIRONMENTAL SERVICE, INC.",TAMUNING,GU,236220
"CLUTCHPOINT, LLC",HERNDON,VA,541511
"TECH PROFY, INC.",DUBLIN,CA,541511
SWISS RE MANAGEMENT (US) CORPORATION,ARMONK,NY,524130
HELEN OF TROY NEVADA CORP.,EL PASO,TX,334611
ADVANSOFT INTERNATIONAL INC,ARLINGTON HEIGHTS,IL,541511
"4-SERV SOLUTIONS, INC.",WIXOM,MI,54151
"BOSS TECHNOLOGIES, INC",ALPHARETTA,GA,541511
AMERISOURCEBERGEN CORPORATION,CHESTERBROOK,PA,424210
INPATIENT SERVICES OF INDIANA,GREENWOOD VILLAGE,CO,621111
SYMPHONY COMMUNICATION SERVICES,PALO ALTO,CA,541511
UNIVERSITY OF UTAH,SALT LAKE CITY,UT,611310
GENOME INTERNATIONAL CORPORATION,MADISON,WI,541511
"ILLUMINA, INC.",SAN DIEGO,CA,33911
"NOVA CONSULTANTS, INC.",NOVI,MI,54162
SQA CONCEPTS INC,ASHBURN,VA,541511
VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,621111
"NEWT GLOBAL CONSULTING, LLC",IRVING,TX,54151
THE UNIVERSITY OF ARIZONA,TUCSON,AZ,611310
KCURA LLC,CHICAGO,IL,541512
"UNFORESEEN PRODUCTIONS, INC.",BURBANK,CA,512191
NEW YORK UNIVERSITY HOSPITALS CENTER,NEW YORK,NY,611310
"APPLIED MATERIALS, INC.",SANTA CLARA,CA,33441
"TAVANT TECHNOLOGIES, INC",SANTA CLARA,CA,541511
ANIMOTO INC.,SAN FRANCISCO,CA,511210
WIPRO LIMITED,EAST BRUNSWICK,NJ,541511
"TECPORT OPTICS, INC.",ORLANDO,FL,333295
"COMPUNNEL SOFTWARE GROUP, INC.",PLAINSBORO,NJ,541511
CAPGEMINI AMERICA INC,CHICAGO,IL,5416
AQUILA FUNDAMENTAL STRATEGY PARTNERS LLC,NEW YORK,NY,52393
"PAYPAL, INC.",SAN JOSE,CA,522320
POLYCARBON INDUSTRIES INC.,NEWBURYPORT,MA,541711
"LEIDOS, INC.",RESTON,VA,541511
CHOICE HOTELS INTERNATIONAL SERVICES CORP,ROCKVILLE,MD,721110
ASAP SOLUTIONS GROUP,NORCROSS,GA,541510
MOON CAPITAL MANAGMENT LP,NEW YORK,NY,523930
"ONCORRE, INC.",BRIDGEWATER,NJ,541511
"HAWK IMPORTERS, INC",LONG BEACH,CA,339932
"VARUNAVI IT CONSULTANTS, INC.",CARY,NC,541511
GENZYME THERAPEUTIC PRODUCTS LIMITED PARTNERSHIP,CAMBRIDGE,MA,325414
INFOSYS LIMITED,PLANO,TX,541511
MICROSOFT CORPORATION,REDMOND,WA,51121
ERNST & YOUNG U.S. LLP,SECAUCUS,NJ,541211
NEO PRISM SOLUTIONS LLC,SCHAUMBURG,IL,541511
"MARLABS, INC.",PISCATAWAY,NJ,541511
"PERSISTENT SYSTEMS, INC.",SANTA CLARA,CA,541512
"TECH MAHINDRA (AMERICAS),INC.",PLANO,TX,541511
"PACIFIC INVESTMENT MANAGEMENT COMPANY, LLC",NEWPORT BEACH,CA,523920
"OLIVER WYMAN, INC.",NEW YORK,NY,541611
COLLABORATE SOLUTIONS INC,SHREWSBURY,MA,541511
SYNTEL INC,TROY,MI,541511
SYNTEL CONSULTING INC.,TROY,MI,541511
"ITRACE FOUNDATION, INC.",PLANTATION,FL,561310
"A2Z DEVELOPMENT CENTER, INC.",SEATTLE,WA,541519
"NTT DATA, INC.",BOSTON,MA,541511
DELOITTE TAX LLP,PHILADELPHIA,PA,541213
TEXAS A&M HEALTH SCIENCE CENTER,COLLEGE STATION,TX,611310
"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",MOON TOWNSHIP,PA,541511
"VEROTECH SOLUTIONS,LLC",TAMARAC,FL,5416
NATSOFT CORPORATION,SOMERSET,NJ,541511
AMAZON CORPORATE LLC,SEATTLE,WA,454111
CIGNA HEALTH AND LIFE INSURANCE COMPANY,PHILADELPHIA,PA,524114
UNITED STATES INSTITUTE OF PEACE,WASHINGTON,DC,541720
"TEVA PHARMACEUTICALS USA, INC.",NORTH WALES,PA,32541
GIC ASSET MANAGEMENT PTE LTD,NEW YORK,NY,52399
"CANBERRA INDUSTRIES, INC.",MERIDEN,CT,541710
BENALI BUSINESS SOLUTIONS LLC,HOUSTON,TX,541511
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,518112
TECHNO ROCKET SYSTEMS,MCKINNEY,TX,541511
TECH MAHINDRA (AMERICAS) INC.,PLANO,TX,541511
ZENSAR TECHNOLOGIES INC.,OAK BROOK,IL,541511
"IT CATS, LLC",SAYREVILLE,NJ,541511
"QUESTPAY, INC",METUCHEN,NJ,541511
"NORDSTROM, INC.",SEATTLE,WA,452111
"WOODLANDS IN LA, INC.",CHATSWORTH,CA,722511
"CASTLIGHT HEALTH, INC.",SAN FRANCISCO,CA,518210
PURESOFTWARE CORP,NEW YORK,NY,541511
"WESTERN DIGITAL TECHNOLOGIES, INC.",IRVINE,CA,334112
ICERTIS INC.,BELLEVUE,WA,541512
"APEX TECHNOLOGY GROUP, INC.",EDISON,NJ,541511
"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,CA,541511
MEMORIAL SLOAN-KETTERING CANCER CENTER,NEW YORK,NY,622310
"ITFACE, INC.",IRVING,TX,541511
THE JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,611310
NOVELIS INC.,ALTANTA,GA,331315
"IKON TECH SERVICES, LLC",HOUSTON,TX,541511
NORTH POINT IT CORP.,SOUTHLAKE,TX,541511
"AWAKE NETWORKS, INC",MOUNTAIN VIEW,CA,541519
"ZSCALER, INC.",SAN JOSE,CA,541511
THE SIGNAL LP,ATLANTA,GA,524298
"PLEXXI, INC.",NASHUA,NH,334210
"RELIABLE SOFTWARE RESOURCES, INC.",NORTHVILLE,MI,54151
"SAIPSIT, INC.",HOUSTON,TX,541511
SBP CONSULTING INC.,MOLINE,IL,541511
"DANTA TECHNOLOGIES, INC.",SAN MARCOS,CA,541519
HONEYWELL INTERNATIONAL INC.,ROCKY MOUNT,NC,334512
E-BUSINESS INTERNATIONAL INC.,PRINCETON,NJ,541511
"AMERICAN TECHNOLOGY CONSULTING, LLC",CLIVE,IA,541511
"QUALCOMM TECHNOLOGIES, INC.",SAN DIEGO,CA,334220
"QUALCOMM ATHEROS, INC.",SAN JOSE,CA,334413
VALIANTICA INC,SAN JOSE,CA,541511
TRANSUNION LLC,CHICAGO,IL,561450
HALLMARK GLOBAL TECHNOLOGIES INC,HAUPPAUGE,NY,541511
APTIVA CORP,NORTH BRUNSWICK,NJ,541511
"GOVERNMENT SYSTEMS TECHNOLOGIES, INC.",DOVER,NJ,541511
AKHSAYA INC,HERNDON,VA,541511
"BAYSTATE MEDICAL PRACTICES, INC.",SPRINGFIELD,MA,621111
"BECTON, DICKINSON AND COMPANY",FRANKLIN LAKES,NJ,541710
"NEOAGE SERVICES, LLC",HOUSTON,TX,541511
JEAN MARTIN INC,NEW YORK,NY,54151
MKIT SOLUTIONS INC,CARY,NC,541511
"OFFICE DEPOT, INC.",BOCA RATON,FL,453210
INTERGRO RESOURCES INC,SANTA ANA,CA,621340
VYZER SOLUTIONS INC,RICHARDSON,TX,541511
XORIANT CORPORATION,SUNNYVALE,CA,541511
UST GLOBAL INC.,ALISO VIEJO,CA,541511
CYBERTHINK INC,BRIDGEWATER,NJ,541519
"HEALTH SERVICES OF CENTRAL GEORGIA, INC.",MACON,GA,622110
THE UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,611310
"ADECCO USA, INC.",JACKSONVILLE,FL,541612
"GOLDEN STAR TECHNOLOGIES, INC.",CERRITOS,CA,423990
"CITIBANK, N.A.",NEW YORK,NY,523110
STARTAPP INC.,NEW YORK,NY,541990
"HEALTHCORE, INC.",WILMINGTON,DE,524114
THE OHIO STATE UNIVERSITY,COLUMBUS,OH,611310
"FACEBOOK, INC.",MENLO PARK,CA,518112
"OAKLEY, INC.",FOOTHILL RANCH,CA,315999
KELLY WEARSTLER FASHION LLLP,LOS ANGELES,CA,54141
"VIRGIN PULSE, INC.",FRAMINGHAM,MA,525120
ACCENTURE LLP,CHICAGO,IL,5416
NYU HOSPITALS CENTER,NEW YORK,NY,611310
INTEL CORPORATION,SANTA CLARA,CA,3344
"FIRST TENNESSEE BANK, N.A.",MEMPHIS,TN,522110
SUREIT SOLUTIONS INC.,CHANDLER,AZ,541511
JPMORGAN CHASE & CO.,CHICAGO,IL,551112
MYTHRI CONSULTING LLC,PLANO,TX,541511
OMOHUNDRO INSTITUTE FOR EARLY AMERICAN HISTORY AND CULTURE,WILLIAMSBURG,VA,541720
CONFIMINDS LLC,HERNDON,VA,541511
E-DATA EXPERTS INC,MECHANICSBURG,PA,541512
SAGARSOFT INC,GLASTONBURY,CT,541511
"AMERICA'S COLLECTIBLES NETWORK, INC.",KNOXVILLE,TN,45411
"INITECH GLOBAL, LLC",GRAND RAPIDS,MO,541511
"TRW AUTOMOTIVE, INC.",LIVONIA,MI,336111
ECOM CONSULTING INC,PLANO,TX,541511
CIMAREX ENERGY CO.,DENVER,CO,211111
"SILVERXIS, INC",IRVING,TX,541511
INCYTE CORPORATION,WILMINGTON,DE,541910
HITACHI CONSULTING CORPORATION,DALLAS,TX,541512
"PROFICIENT BUSINESS SYSTEMS, INC.",DULUTH,GA,541511
"SCD DENTAL, P.C.",EAST SYRACUSE,NY,621210
UNIVERSITY PEDIATRICIANS,DETROIT,MI,622110
BROKEN HILL PROPRIETARY (USA) INC.,HOUSTON,TX,541690
INTEGRAL PARTNERS LLC,BOULDER,CO,541511
"REFLEXIS SYSTEMS, INC.",DEDHAM,MA,541519
"ARCHROCK SERVICES, L.P.",HOUSTON,TX,213112
"T. ROWE PRICE ASSOCIATES, INC.",OWINGS MILLS,MD,523930
CURE FIRST,SEATTLE,WA,621511
NATIONAL INSTRUMENTS CORPORATION,AUSTIN,TX,541512
"HORIZON ADVANCED SYSTEMS, INC.",IRVING,TX,541511
FOCUS CORE INC,HOFFMAN ESTATE,IL,541511
"PSIKICK, INC.",SANTA CLARA,CA,334515
"EVEREST CONSULTING GROUP, INC.,",EDISON,NJ,541511
COOLSOFT LLC,LOUISVILLE,KY,5415
"AMERICAN UNIT, INC",PLANO,TX,541511
"VINTECH SOLUTIONS, INC",OLIVETTE,MO,541511
"USPG POWER SERVICES, LLC",STAMFORD,CT,221122
"APEX SYSTEMS, LLC",GLEN ALLEN,VA,541512
THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,62211
DELOITTE & TOUCHE LLP,PHILADELPHIA,PA,54161
DELOITTE & TOUCHE LLP,PHILADELPHIA,PA,54121
"GRUBHUB HOLDINGS, INC.",CHICAGO,IL,541890
"CAPGEMINI AMERICA, INC. (LEGACY CAPGEMINI FINANCIAL SERVICES, INC.)",CHICAGO,IL,541511
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,NY,622110
INFOLOGITECH INC,PRINCETON,NJ,541511
"KROLL BOND RATING AGENCY, INC.",NEW YORK,NY,561450
"GE OIL AND GAS COMPRESSION SYSTEMS, LLC",ERIE,PA,213112
"INC RESEARCH, LLC",RALEIGH,NC,511210
"ROHR, INC. D/B/A UTC AEROSPACE SYSTEMS",CHULA VISTA,CA,541330
WETHERILL ASSOCIATES INC.,MIRAMAR,FL,3363
"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.",ATLANTA,GA,517910
"XYLO TECHNOLOGIES, INC.",ROCHESTER,MN,541511
"UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",OAK RIDGE,TN,541710
QUALITY MATRIX INC,WESTBOROUGH,MA,541511
"YANG I KIM, CPA",WATERTOWN,MA,541211
UNIVERSITY OF NEBRASKA MEDICAL CENTER,OMAHA,NE,611310
"RAYMOND JUNGLES, INC.",MIAMI,FL,541320
ASTIR IT SOLUTIONS INC.,SOUTH PLAINFIELD,NJ,541511
S9 TECHNOLOGIES INC,ALPHARETTA,GA,541511
"ALIXPARTNERS, LLP",SOUTHFIELD,MI,541611
"EXPERIS US, INC.",MILWAUKEE,WI,541690
"GUNJAN CUTTING EDGE SOLUTIONS, INC",BLOOMINGTON,IL,541511
WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,611310
"ANTHEM, INC.",THOUSAND OAKS,CA,524114
WELLS COLLEGE,AURORA,NY,611310
"CAPITAL ONE SERVICES, LLC",RICHMOND,VA,522210
"COGNILYTICS, INC.",SAN JOSE,CA,541511
BANK OF AMERICA N.A.,NEW YORK,NY,522110
8K MILES SOFTWARE SERVICES INC,SAN RAMON,CA,541511
WEBILENT TECHNOLOGY INC,SOUTH WINDSOR,CT,541511
BAYER HEALTHCARE LLC,WHIPPANY,NJ,325411
UNIVERSITY OF DETROIT MERCY,DETROIT,MI,611310
HILLSOFT BUSINESS SOLUTIONS LLC,SUGAR LAND,TX,541511
ANAGH TECHNOLOGIES INC.,PISCATAWAY,NJ,541511
JAVITCH BLOCK LLC,CLEVELAND,OH,541110
VENTURESOFT GLOBAL INC,PLEASANTON,CA,541511
"INTERPRO, INC.",KEEGO HARBOR,MI,5613
SIRI INFOSOLUTIONS INC.,EDISON,NJ,541511
KANSAS STATE UNIVERSITY,MANHATTAN,KS,611310
BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,611310
"PROKARMA, INC.",OMAHA,NE,541511
SAINT LOUIS UNIVERSITY (GME),ST. LOUIS,MO,611310
JPMORGAN CHASE &AMP; CO.,CHICAGO,IL,551112
"SAMSUNG AUSTIN SEMICONDUCTOR, L.L.C.",AUSTIN,TX,334413
"G.A.S. UNLIMITED, INC.",SUGAR LAND,TX,561320
CINERGY TECHNOLOGY INC.,EDISON,NJ,541511
UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,611310
SYNECHRON US SYSTEMS INTEGRATION LLC,NEW YORK,NY,541511
"F5 NETWORKS, INC.",SEATTLE,WA,334210
IBM INDIA PRIVATE LIMITED,DURHAM,NC,54151
SYRAINFOTEK LLC,ALPHARETTA,GA,541511
"MORLOGIC, INC.",ANN ARBOR,MI,541512
IBM CORPORATION,DURHAM,NC,54151
"SMART WORKS, LLC",EDISON,NJ,54151
"VTEKH, INC.",BUFFALO GROVE,IL,541511
UNIVERSIDAD DEL TURABO,GURABO,PR,6113
"THE BROAD INSTITUTE, INC.",CAMBRIDGE,MA,541712
"GATEWAY SOLUTIONS, INC.",OVERLAND PARK,KS,541511
GLOBUS IT INCORPORATED,IRVING,TX,541511
"RANDSTAD TECHNOLOGIES, LP",WOBURN,MA,541511
"SGN GAMES, INC.",CULVER CITY,CA,541519
"TSR CONSULTING SERVICES, INC.",EDISON,NJ,54151
AMDOCS INC.,CHESTERFIELD,MO,541511
"HDR ENGINEERING, INC.",OMAHA,NE,541330
NEW HORIZON SCHOOL PASADENA,PASADENA,CA,6111
BLUE SHIELD OF CALIFORNIA,EL DORADO HILLS,CA,524114
TEJ SOLUTIONS INC.,ALPHARETTA,GA,541511
"SYSINTELLI, INC",SAN DIEGO,CA,541519
COMMUNITY REHABILITATION SERVICES INC,DALTON,GA,621340
"KRIDDHA TECHNOLOGIES, INC.",PLEASANTON,CA,541511
"ONLY IT CONSULTING, LLC",HOFFMAN ESTATES,IL,541519
"VIRTUA MEDICAL GROUP, PA",MARLTON,NJ,541330
COOPERATIEVE RABOBANK U.A.,NEW YORK,NY,522110
MADIBA INC.,IRVINE,CA,541512
"CELER SYSTEMS, INC",FOLSOM,CA,541511
"INVENSENSE, INC.",SAN JOSE,CA,334413
"KODIAK NETWORKS, INC.",SAN RAMON,CA,541519
"DICE IT SOLUTIONS, LLC",NORTH BRUNSWICK,NJ,541512
"GALLOP SOLUTIONS, INC.",KING OF PRUSSIA,PA,541511
"FUSION PLUS SOLUTIONS, INC",EDISON,NJ,541511
"KAPLAN, INC.",NEW YORK,NY,611691
R2 TECHNOLOGIES LLC,FARMINGTON HILLS,MI,54151
ADOBE SYSTEMS INCORPORATED,SAN JOSE,CA,541512
"USACS MANAGEMENT GROUP, LTD.",CANTON,OH,6211
QUICKEN LOANS INC.,DETROIT,MI,522291
"T-MOBILE USA, INC.",BELLEVUE,WA,517212
"STANLEY BLACK & DECKER, INC.",NEW BRITAIN,CT,3399
"QA INFOTECH, INC.",FARMINGTON HILLS,MI,54151
EASTERN ACCOUNTING & TAX INC,FLUSHING,NY,541211
