original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
252,253,2016,97 LEMON INC,166.0,,SOUTH SAN FRANCISCO,CA,94080.0,0,1,0,0,,Original,
255,256,2016,99 CENTS ONLY STORES LLC,1605.0,,CITY OF COMMERCE,CA,90023.0,1,0,0,0,,Original,
287,288,2016,360FLY INC,8037.0,,FORT LAUDERDALE,FL,33304.0,1,0,0,0,,Original,
311,312,2016,1075 FIRST GLOBAL ASSOCIATES LLC,8506.0,,KING OF PRUSSIA,PA,19406.0,0,0,22,0,,Original,
312,313,2016,1075 FIRST GLOBAL ASSOCIATES LLC,8506.0,,WILKES BARRE,PA,18701.0,0,0,1,0,,Original,
323,324,2016,5247 BROADWAY DRUGS INC DRUG MART,5762.0,,BRONX,NY,10463.0,0,0,1,0,,Original,
345,346,2016,A C COY COMPANY LP,5073.0,,CANONSBURG,PA,15317.0,0,0,1,0,,Original,
346,347,2016,A C PRINTING LLC,2172.0,,EULESS,TX,76040.0,0,0,1,0,,Original,
369,370,2016,A HUNTS MILLS ASSOCIATES LLC,5233.0,,CLINTON,NJ,8809.0,0,0,1,0,,Original,
373,374,2016,A MEDIUM CORP,8864.0,,SAN FRANCISCO,CA,94102.0,1,0,4,0,,Original,
374,375,2016,A MEDIUM CORP,8864.0,,SAN FRANCISCO,CA,94103.0,1,0,0,0,,Original,
406,407,2016,A2Z DEVELOPMENT CTR INC D/B/A LAB1,4484.0,,SEATTLE,WA,98109.0,4,0,41,0,,Original,
407,408,2016,A2Z DEVELOPMENT CTR INC D/B/A LAB1,4484.0,,SEATTLE,WA,98121.0,10,0,20,0,,Original,
425,426,2016,A100 US LLC,9115.0,,SEATTLE,WA,98109.0,0,0,2,0,,Original,
430,431,2016,A-BEST INSUR & FINANCIAL SVCS INC,6809.0,,PHILADELPHIA,PA,19107.0,1,0,0,0,,Original,
443,444,2016,A&E REAL ESTATE MGT LLC,2743.0,,NEW YORK,NY,10018.0,0,0,1,0,,Original,
510,511,2016,AAVID THERMALLOY LLC,8289.0,,LACONIA,NH,3246.0,0,0,1,0,,Original,
525,526,2016,AB WIN-WIN II LLC,6841.0,,NEW YORK,NY,10016.0,0,0,1,0,,Original,
547,548,2016,ABBOTT LABORATORIES,8440.0,,NORTH CHICAGO,IL,60064.0,1,0,1,0,,Original,
551,552,2016,ABBVIE INC,5147.0,,NORTH CHICAGO,IL,60064.0,5,0,1,0,,Original,
562,563,2016,ABC INC PART OF THE WALT DISNEY CO,4013.0,,BURBANK,CA,91521.0,2,0,2,0,,Original,
575,576,2016,ABEL CINE TECH INC,9706.0,,NEW YORK,NY,10014.0,0,0,1,0,,Original,
604,605,2016,ABM CONTROLS INC,6428.0,,FLORAL PARK,NY,11001.0,2,0,0,0,,Original,
607,608,2016,ABM SYSTEMS INC,238.0,,FLORAL PARK,NY,11001.0,0,0,1,0,,Original,
618,619,2016,ABOUT INC DBA ABOUT.COM,4015.0,,SAN FRANCISCO,CA,94111.0,1,0,6,0,,Original,
638,639,2016,ABSL CONSTRUCTION,9497.0,,HAYWARD,CA,94544.0,0,1,0,0,,Original,
661,662,2016,ABVITRO INC,9157.0,,BOSTON,MA,2210.0,0,0,1,0,,Original,
672,673,2016,ACACIA COMMUNICATIONS INC,1921.0,,BOSTON,MA,2210.0,2,0,3,0,,Original,
682,683,2016,ACADEMY CHARTER SCHOOL,3508.0,,HEMPSTEAD,NY,11550.0,0,0,1,0,,Original,
685,686,2016,ACADEMY INVESTMENT MANAGEMENT LLC,4369.0,,NEW YORK,NY,10017.0,0,0,1,0,,Original,
690,691,2016,ACADEMY OF HOPE ADULT PUBLIC CHART,21.0,,ENOLA,PA,17025.0,1,0,0,0,,Original,
695,696,2016,ACADIA TECHNOLOGIES INC,1942.0,,DULUTH,GA,30097.0,1,0,0,0,,Original,
738,739,2016,ACCENTURE LLP,,,CHICAGO,IL,60601.0,2,0,0,0,,Original,
741,742,2016,ACCENTURE LLP,2094.0,,CHICAGO,IL,60601.0,1,0,0,0,,Original,
742,743,2016,ACCENTURE LLP,2104.0,,CHICAGO,IL,60601.0,1,0,0,0,,Original,
743,744,2016,ACCENTURE LLP,2904.0,,CHICAGO,IL,60601.0,"1,033",16,"2,208",17,,Original,
744,745,2016,ACCENTURE LLP,2904.0,,CHICAGO,IL,60606.0,0,0,5,1,,Original,
745,746,2016,ACCENTURE LLP,2904.0,,WALNUT CREEK,CA,94597.0,0,0,1,0,,Original,
752,753,2016,ACCENTURE LLP,3904.0,,CHICAGO,IL,60601.0,1,0,0,0,,Original,
754,755,2016,ACCENTURE LLP,4290.0,,CHICAGO,IL,60601.0,2,0,0,0,,Original,
755,756,2016,ACCENTURE LLP,4904.0,,CHICAGO,IL,60601.0,0,0,1,0,,Original,
757,758,2016,ACCENTURE LLP,5904.0,,CHICAGO,IL,60601.0,0,0,1,0,,Original,
761,762,2016,ACCESS 2 COMMUNBICATIONS INC,1654.0,,STEUBENVILLE,OH,43952.0,1,0,0,0,,Original,
762,763,2016,ACCESS BIO INC,5083.0,,SOMERSET,NJ,8873.0,2,0,0,0,,Original,
783,784,2016,ACCESS THERAPIES INC,5072.0,,INDIANAPOLIS,IN,46278.0,0,0,1,0,,Original,
816,817,2016,ACCORDION HEALTH INC,8609.0,,AUSTIN,TX,78756.0,1,0,0,0,,Original,
820,821,2016,ACCOUNTING SOLNS OF NEW YORK INC,7543.0,,HICKSVILLE,NY,11801.0,1,0,0,0,,Original,
822,823,2016,ACCREDO HEALTH GROUP INC,8535.0,,SAINT LOUIS,MO,63121.0,0,0,1,0,,Original,
835,836,2016,ACCUITY INC,9625.0,,ALPHARETTA,GA,30005.0,1,0,15,0,,Original,
839,840,2016,ACCUMED CORP,7530.0,,MOCKSVILLE,NC,27028.0,0,0,1,0,,Original,
845,846,2016,ACCURATUS SVCS INC DBA ACCURATUS L,7094.0,,SAINT PAUL,MN,55121.0,0,0,2,0,,Original,
875,876,2016,ACE WORLD COMPANIES LTD,6841.0,,FORT WORTH,TX,76135.0,1,0,0,0,,Original,
891,892,2016,ACHATES POWER INC,133.0,,SAN DIEGO,CA,92121.0,0,0,1,0,,Original,
899,900,2016,ACI GIFT CARDS INC,9870.0,,SEATTLE,WA,98109.0,0,0,1,0,,Original,
916,917,2016,ACME INTERNATIONAL INC,7234.0,,ALPHARETTA,GA,30004.0,1,0,0,0,,Original,
920,921,2016,ACMESOFT GLOBAL INC,5033.0,,PEACHTREE CORNERS,GA,30092.0,9,0,7,1,,Original,
929,930,2016,ACORDA THERAPEUTICS INC,1168.0,,ARDSLEY,NY,10502.0,0,0,2,0,,Original,
933,934,2016,ACOTEL INTERACTIVE INC,7217.0,,NEW YORK,NY,10005.0,0,0,1,0,,Original,
997,998,2016,ACTIVE WORLD SOLUTIONS INC,3660.0,,BROOKLYN,NY,11208.0,1,0,0,0,,Original,
1013,"1,014",2016,ACTUATE CORPORATION,3197.0,,SAN MATEO,CA,94404.0,0,0,1,0,,Original,
1021,"1,022",2016,ACUITY BRANDS LIGHTING INC,3371.0,,CONYERS,GA,30012.0,0,0,1,0,,Original,
1024,"1,025",2016,ACUMATICA INC,4552.0,,KIRKLAND,WA,98033.0,0,0,1,0,,Original,
1033,"1,034",2016,ACUPUNCTURE & ORIENTAL MED INST IN,7128.0,,SAINT GEORGE,UT,84790.0,0,0,0,1,,Original,
1047,"1,048",2016,AD BUILDERS LLC,1718.0,,SUGAR LAND,TX,77478.0,0,0,1,0,,Original,
1058,"1,059",2016,ADALISOFT INC,4882.0,,IRVING,TX,75038.0,1,0,0,0,,Original,
1062,"1,063",2016,ADAM INFORMATION TECHNOLOGIES LLC,7124.0,,MADISON,WI,53719.0,0,0,1,0,,Original,
1071,"1,072",2016,ADAP TV,9700.0,,SAN MATEO,CA,94403.0,4,0,10,1,,Original,
1072,"1,073",2016,ADAP TV,9700.0,,SUNNYVALE,CA,94089.0,1,0,1,0,,Original,
1086,"1,087",2016,ADARA INC,2833.0,,MOUNTAIN VIEW,CA,94041.0,0,0,1,0,,Original,
1096,"1,097",2016,ADC CONSTRUCTION LLC,3007.0,,MASPETH,NY,11378.0,0,0,1,0,,Original,
1105,"1,106",2016,ADDAPP CORP,1956.0,,SAN FRANCISCO,CA,94107.0,0,1,0,0,,Original,
1145,"1,146",2016,ADEPTMAX CORPORATION,5745.0,,HOUSTON,TX,77074.0,0,1,0,0,,Original,
1148,"1,149",2016,ADERAS INC,4340.0,,RESTON,VA,20190.0,0,0,1,0,,Original,
1151,"1,152",2016,ADEX MEDICAL STAFFING LLC,1539.0,,NEW YORK,NY,10022.0,1,0,0,0,,Original,
1154,"1,155",2016,ADFIN SOLUTIONS INC,5541.0,,NEW YORK,NY,10016.0,1,0,0,0,,Original,
1175,"1,176",2016,ADIR INTL LLC DBA CURACAO,2792.0,,LOS ANGELES,CA,90015.0,2,0,1,0,,Original,
1187,"1,188",2016,ADK AMERICA INC,257.0,,NEW YORK,NY,10011.0,0,0,0,1,,Original,
1197,"1,198",2016,ADMERA HEALTH LLC,5762.0,,SOUTH PLAINFIELD,NJ,7080.0,1,0,0,0,,Original,
1200,"1,201",2016,ADMOBILIZE LLC,2464.0,,MIAMI BEACH,FL,33139.0,1,0,0,0,,Original,
1208,"1,209",2016,ADOBE SYSTEMS INCORPORATED,9522.0,,SAN JOSE,CA,95110.0,1,0,1,0,,Original,
1231,"1,232",2016,ADROIT ASSOCIATES INC,1735.0,,ISELIN,NJ,8830.0,0,1,0,0,,Original,
1253,"1,254",2016,ADTRAN INC,8200.0,,HUNTSVILLE,AL,35806.0,0,0,2,0,,Original,
1260,"1,261",2016,ADVAITAA TECHNOLOGIES INC,6875.0,,BEDFORD,TX,76021.0,4,0,18,0,,Original,
1271,"1,272",2016,ADVANCE MATERIALS PRODUCTS INC,2662.0,,HUDSON,OH,44236.0,0,0,1,0,,Original,
1277,"1,278",2016,ADVANCE STEEL ERECTION INC,7786.0,,DES PLAINES,IL,60017.0,1,0,0,0,,Original,
1278,"1,279",2016,ADVANCE TECHNICAL SALES INC,9993.0,,POMPANO BEACH,FL,33064.0,1,0,0,0,,Original,
1289,"1,290",2016,ADVANCED APPLIED RESEARCH LLC,9946.0,,LAFAYETTE,LA,70508.0,3,0,1,0,,Original,
1293,"1,294",2016,ADVANCED BIONICS LLC,2085.0,,VALENCIA,CA,91355.0,0,0,1,0,,Original,
1295,"1,296",2016,ADVANCED BIOSCIENCE LABORATORIES I,2262.0,,ROCKVILLE,MD,20850.0,0,0,1,0,,Original,
1310,"1,311",2016,ADVANCED CLINICAL HOLDINGS LLC,5509.0,,DEERFIELD,IL,60015.0,0,0,1,0,,Original,
1312,"1,313",2016,ADVANCED COMFORT & ENGERGY SOLN D,2266.0,,HASBROUCK HEIGHTS,NJ,7604.0,1,0,0,0,,Original,
1330,"1,331",2016,ADVANCED ENERGY MATERIALS LLC,7472.0,,LOUISVILLE,KY,40299.0,1,0,1,0,,Original,
1339,"1,340",2016,ADVANCED INFRASTRUCTURE DESIGN INC,6643.0,,TRENTON,NJ,8691.0,0,0,1,0,,Original,
1347,"1,348",2016,ADVANCED MECHATRONICS SOLUTIONS IN,5428.0,,SAN DIEGO,CA,92154.0,0,0,1,0,,Original,
1350,"1,351",2016,ADVANCED MEDICAL PHYSICS,7427.0,,HOUSTON,TX,77065.0,1,0,1,0,,Original,
1354,"1,355",2016,ADVANCED MICROGRID SOLUTIONS INC,5592.0,,SAN FRANCISCO,CA,94107.0,0,0,1,0,,Original,
1359,"1,360",2016,ADVANCED NETWORK INFORMATION INC,877.0,,SUNNYVALE,CA,94085.0,0,1,0,0,,Original,
1396,"1,397",2016,ADVANCED VISUAL SYSTEMS INC,2871.0,,LEXINGTON,MA,2420.0,1,0,0,0,,Original,
1408,"1,409",2016,ADVANLINK INTL CORP,5006.0,,FREMONT,CA,94538.0,1,0,0,0,,Original,
1420,"1,421",2016,ADVANTAGE IT INC,2147.0,,PORTLAND,OR,97229.0,0,1,1,0,,Original,
1435,"1,436",2016,ADVANTECH CORP,4624.0,,IRVINE,CA,92618.0,0,0,1,0,,Original,
1444,"1,445",2016,ADVANTMED LLC,3942.0,,SANTA ANA,CA,92705.0,0,0,2,0,,Original,
1468,"1,469",2016,ADVERTEX COMMUNICATIONS INC MACYS,3046.0,,GREENVILLE,SC,29601.0,1,0,1,0,,Original,
1518,"1,519",2016,AEGIS CONSTRUCTION CONSULTANTS COR,1239.0,,SILVER SPRING,MD,20910.0,0,0,1,0,,Original,
1528,"1,529",2016,AEGON USA REALTY ADVISORS LLC,5796.0,,CEDAR RAPIDS,IA,52499.0,1,0,0,0,,Original,
1549,"1,550",2016,AERIS COMMUNICATIONS INC,8878.0,,SANTA CLARA,CA,95054.0,1,0,8,1,,Original,
1575,"1,576",2016,AES SERVICES INC,5292.0,,ARLINGTON,VA,22203.0,1,0,3,0,,Original,
1604,"1,605",2016,AFFILIATES RISK MGT SVCS INC,7849.0,,NEW YORK,NY,10016.0,0,0,1,0,,Original,
1636,"1,637",2016,AFL TELECOMMUNICATIONS LLC,8212.0,,GREENVILLE,SC,29601.0,2,0,0,0,,Original,
1677,"1,678",2016,AGC NETWORKS INC,9460.0,,CORAL GABLES,FL,33114.0,0,0,1,0,,Original,
1683,"1,684",2016,AGE OF LEARNING INC,5531.0,,GLENDALE,CA,91203.0,2,0,1,0,,Original,
1688,"1,689",2016,AGENCYPORT SOFTWARE CORPORATION,8115.0,,BOSTON,MA,2210.0,0,0,1,0,,Original,
1718,"1,719",2016,AGILE FINANCIAL TECHNOLOGIES INC,7997.0,,UNIONDALE,NY,11556.0,1,0,0,0,,Original,
1744,"1,745",2016,AGILITY TECHNOLOGIES LLC,5984.0,,ATLANTA,GA,30328.0,0,3,0,0,,Original,
1747,"1,748",2016,AGILTRON INC,9587.0,,WOBURN,MA,1801.0,0,0,1,0,,Original,
1752,"1,753",2016,AGISTIX INC,714.0,,SAN MATEO,CA,94402.0,0,0,2,0,,Original,
1811,"1,812",2016,AHU TECHNOLOGIES INC,3870.0,,NEWARK,DE,19713.0,0,1,3,0,,Original,
1818,"1,819",2016,AI-SHREVEPORT LLC DBA ARLINGTON IN,122.0,,ARLINGTON,TX,76011.0,1,0,0,0,,Original,
1820,"1,821",2016,AIA RECYCLING CORPORATION,8415.0,,GREENVILLE,AL,36037.0,0,0,1,0,,Original,
1824,"1,825",2016,AIC MARIANAS INC,6100.0,,SAIPAN,MP,96950.0,2,1,0,0,,Original,
1825,"1,826",2016,AID FOR AIDS INTERNATIONAL INC,4568.0,,NEW YORK,NY,10013.0,0,0,1,0,,Original,
1831,"1,832",2016,AIG EMPLOYEE SERVICES INC,7731.0,,NEW YORK,NY,10038.0,0,0,1,0,,Original,
1833,"1,834",2016,AIG GLOBAL ASSET MGT HOLDINGS CORP,953.0,,NEW YORK,NY,10038.0,1,0,0,0,,Original,
1843,"1,844",2016,AIKYA INFORMATION SYSTEMS INC,608.0,,IRVING,TX,75038.0,0,1,0,0,,Original,
1868,"1,869",2016,AIR CONCIERGE INC,2037.0,,ENCINITAS,CA,92023.0,1,0,0,0,,Original,
1878,"1,879",2016,AIR PRODUCTS AND CHEMICALS INC,4455.0,,ALLENTOWN,PA,18195.0,0,0,8,1,,Original,
1893,"1,894",2016,AIRBUS DS COMMUNICATIONS INC,952.0,,TEMECULA,CA,92590.0,0,0,1,0,,Original,
1904,"1,905",2016,AIRGAS INC,2648.0,,RADNOR,PA,19087.0,0,0,1,0,,Original,
1905,"1,906",2016,AIRGAS INC,2648.0,,WAYNE,PA,19087.0,0,0,2,0,,Original,
1906,"1,907",2016,AIRHOP COMMUNICATIONS INC,5848.0,,SAN DIEGO,CA,92121.0,0,0,1,0,,Original,
1910,"1,911",2016,AIRLINE TRAINING & LEASING CORP,1490.0,,PEMBROKE PINES,FL,33028.0,1,0,0,0,,Original,
1913,"1,914",2016,AIRMAP INC,5005.0,,SANTA MONICA,CA,90401.0,0,0,1,0,,Original,
1915,"1,916",2016,AIRPORT COMMISSION OF FORSYTH COUN,6679.0,,WINSTON SALEM,NC,27105.0,1,0,0,0,,Original,
1918,"1,919",2016,AIRSPAN NETWORKS INC,97.0,,BOCA RATON,FL,33431.0,1,0,1,0,,Original,
1926,"1,927",2016,AIRWAVE COMMUNICATIONS ENTERPRISES,2303.0,,COMMERCE,CA,90040.0,0,0,1,0,,Original,
1932,"1,933",2016,AISIN TECHNICAL CENTER OF AMERICA,7250.0,,NORTHVILLE,MI,48168.0,0,0,1,0,,Original,
2011,"2,012",2016,AKQA INC,2739.0,,NEW YORK,NY,10011.0,0,0,1,0,,Original,
2026,"2,027",2016,AKSHAR DONUT CORPORATION,2859.0,,GLENDORA,NJ,8029.0,0,0,1,0,,Original,
2030,"2,031",2016,AKSHAYA INC,7316.0,,HERNDON,VA,20170.0,0,0,1,0,,Original,
2054,"2,055",2016,AL COPELAND INVESTMENTS INC DBA CO,6523.0,,METAIRIE,LA,70002.0,0,0,1,0,,Original,
2072,"2,073",2016,ALACRITI INC,1729.0,,PISCATAWAY,NJ,8854.0,0,0,5,0,,Original,
2104,"2,105",2016,ALBANY MOLECULAR RESEARCH INC,2171.0,,RENSSELAER,NY,12144.0,0,0,1,0,,Original,
2105,"2,106",2016,ALBANY MOLECULAR RESEARCH INC,2717.0,,BALLSTON SPA,NY,12020.0,0,0,1,0,,Original,
2106,"2,107",2016,ALBANY MOLECULAR RESEARCH INC,2717.0,,RENSSELAER,NY,12144.0,7,1,6,1,,Original,
2109,"2,110",2016,ALBEA AMERICAS INC,3797.0,,AUGUSTA,NJ,7822.0,0,0,1,0,,Original,
2112,"2,113",2016,ALBEMARLE CORPORATION,2118.0,,BATON ROUGE,LA,70801.0,1,0,0,0,,Original,
2113,"2,114",2016,ALBEMARLE CORPORATION,2118.0,,CHARLOTTE,NC,28209.0,0,0,1,0,,Original,
2114,"2,115",2016,ALBERICI CONSTRUCTORS INC,4621.0,,ST LOUIS,MO,63114.0,2,0,0,0,,Original,
2117,"2,118",2016,ALBERT EINSTEIN COLLEGE OF MEDICIN,9056.0,,BRONX,NY,10461.0,1,0,0,0,,Original,
2182,"2,183",2016,ALERE INC,5120.0,,WALTHAM,MA,2453.0,0,0,1,0,,Original,
2193,"2,194",2016,ALEX TONG CPA & ASSOCS LLC DBA ALE,4810.0,,PLANO,TX,75074.0,1,0,0,0,,Original,
2194,"2,195",2016,ALEXA INTERNET,2766.0,,SAN FRANCISCO,CA,94111.0,0,0,1,0,,Original,
2216,"2,217",2016,ALFA GL INC,3787.0,,MIAMI,FL,33132.0,0,1,0,0,,Original,
2226,"2,227",2016,ALFREDHOUSE ELDERCARE INC,3271.0,,ROCKVILLE,MD,20853.0,0,0,1,0,,Original,
2233,"2,234",2016,ALICAT SCIENTIFIC INC,5584.0,,TUCSON,AZ,85743.0,1,0,0,0,,Original,
2256,"2,257",2016,ALIPHCOM D/B/A JAWBONE,5230.0,,SAN FRANCISCO,CA,94103.0,0,0,0,1,,Original,
2257,"2,258",2016,ALIPHCOM DBA JAWBONE,5230.0,,SAN FRANCISCO,CA,94103.0,0,0,6,1,,Original,
2278,"2,279",2016,ALL AMERICAN DOORS INC,3652.0,,MIAMI,FL,33166.0,1,0,0,0,,Original,
2281,"2,282",2016,ALL AMERICANLOOK INC,9941.0,,PHILADELPHIA,PA,19134.0,0,0,1,0,,Original,
2294,"2,295",2016,ALL NATURAL JUICE INC,8027.0,,CITY OF INDUSTRY,CA,91748.0,1,0,0,0,,Original,
2326,"2,327",2016,ALLEGHENY SINGER RESEARCH INST,493.0,,PITTSBURGH,PA,15212.0,0,0,1,0,,Original,
2331,"2,332",2016,ALLEGIANCE TECHNOLOGIES LLC,3182.0,,POWELL,OH,43065.0,0,2,0,0,,Original,
2343,"2,344",2016,ALLEGRO MICROSYSTEMS LLC,6180.0,,MANCHESTER,NH,3103.0,1,0,1,0,,Original,
2344,"2,345",2016,ALLEGRO MICROSYSTEMS LLC,6180.0,,WORCESTER,MA,1615.0,0,0,2,0,,Original,
2366,"2,367",2016,ALLIANCE ARCHITECTURE PC,9137.0,,DURHAM,NC,27701.0,1,0,0,0,,Original,
2368,"2,369",2016,ALLIANCE FIBER OPTIC PRODUCTS INC,4122.0,,SUNNYVALE,CA,94089.0,0,0,2,0,,Original,
2401,"2,402",2016,ALLIANT ASSET MGMT CO LLC,8065.0,,WOODLAND HILLS,CA,91367.0,1,0,0,0,,Original,
2409,"2,410",2016,ALLIED AIR ENTERPRISES,793.0,,ADDISON,TX,75001.0,0,0,1,0,,Original,
2417,"2,418",2016,ALLIED HEATING & AIR CONDITIONING,2119.0,,SAN RAFAEL,CA,94901.0,1,0,0,0,,Original,
2422,"2,423",2016,ALLIED IT CONSULTANCY LLC,50.0,,JERSEY CITY,NJ,7306.0,0,8,0,0,,Original,
2438,"2,439",2016,ALLSCRIPTS HEALTHCARE LLC,6083.0,,ATLANTA,GA,30328.0,0,0,3,0,,Original,
2441,"2,442",2016,ALLSCRIPTS MANAGED SERVICES LLC,7232.0,,ATLANTA,GA,30328.0,0,0,1,0,,Original,
2442,"2,443",2016,ALLSCRIPTS MANAGED SERVICES LLC,7232.0,,RALEIGH,NC,27615.0,0,0,2,0,,Original,
2445,"2,446",2016,ALLSCRIPTS SOFTWARE LLC,2871.0,,ATLANTA,GA,30328.0,0,0,1,0,,Original,
2455,"2,456",2016,ALLTECH CONSULTING SERVICES INC,2933.0,,PRINCETON,NJ,8540.0,6,0,53,2,,Original,
2457,"2,458",2016,ALLTECH CONSULTING SERVICES INC,9333.0,,PRINCETON,NJ,8540.0,0,0,1,0,,Original,
2458,"2,459",2016,ALLTEK CIRCUITS INC,808.0,,GARLAND,TX,75042.0,0,0,1,0,,Original,
2476,"2,477",2016,ALMA REALTY CORP,9673.0,,LONG ISLAND CITY,NY,11101.0,0,0,1,0,,Original,
2477,"2,478",2016,ALMAC CLINICAL TECHNOLOGIES LLC,387.0,,SOUDERTON,PA,18964.0,0,0,2,0,,Original,
2489,"2,490",2016,ALNYLAM PHARMACEUTICALS INC,6884.0,,CAMBRIDGE,MA,2142.0,1,0,3,0,,Original,
2508,"2,509",2016,ALPHA CAPITAL III MGMT INC D B A A,9870.0,,CHICAGO,IL,60603.0,0,0,1,0,,Original,
2528,"2,529",2016,ALPHA STATS INC,3615.0,,SOUTH PLAINFIELD,NJ,7080.0,0,0,2,0,,Original,
2549,"2,550",2016,ALPINE ANALYTICS INC,8902.0,,SAN FRANCISCO,CA,94103.0,0,0,1,0,,Original,
2579,"2,580",2016,ALSTON INTERNATIONAL INC,5848.0,,IRVINE,CA,92614.0,0,1,0,0,,Original,
2583,"2,584",2016,ALTA TELECOM INC,4297.0,,DULUTH,GA,30096.0,0,0,1,0,,Original,
2584,"2,585",2016,ALTA TELECOM INC,4297.0,,PEACHTREE CORNERS,GA,30092.0,0,0,2,0,,Original,
2598,"2,599",2016,ALTARICA INC,3717.0,,BROOKLYN,NY,11232.0,1,0,0,0,,Original,
2602,"2,603",2016,ALTECH STAR INC,7961.0,,PRINCETON JUNCTION,NJ,8550.0,0,0,4,0,,Original,
2609,"2,610",2016,ALTERA CORP AN INTEL CO,6691.0,,CHANDLER,AZ,85248.0,0,0,1,0,,Original,
2610,"2,611",2016,ALTERA CORP AN INTEL CO,6691.0,,SANTA CLARA,CA,95054.0,1,0,1,0,,Original,
2668,"2,669",2016,ALUMA SYSTEMS CONCRETE CONSTRUCTIO,5268.0,,KENNESAW,GA,30152.0,1,0,0,0,,Original,
2672,"2,673",2016,ALVAREZ & MARSAL CORP PERFORMANCE,4074.0,,NEW YORK,NY,10022.0,0,0,1,0,,Original,
2673,"2,674",2016,ALVAREZ & MARSAL EXEC COMPENSATION,6050.0,,NEW YORK,NY,10022.0,1,0,0,0,,Original,
2675,"2,676",2016,ALVAREZ & MARSAL GLOBAL FORENSIC &,4092.0,,NEW YORK,NY,10022.0,0,0,2,0,,Original,
2678,"2,679",2016,ALVAREZ & MARSAL HOLDINGS LLC,9465.0,,NEW YORK,NY,10022.0,0,0,1,0,,Original,
2679,"2,680",2016,ALVAREZ & MARSAL NORTH AMERICA LLC,4741.0,,NEW YORK,NY,10022.0,0,0,1,0,,Original,
2680,"2,681",2016,ALVAREZ & MARSAL PRIVATE EQUITY PE,554.0,,NEW YORK,NY,10022.0,1,0,0,0,,Original,
2682,"2,683",2016,ALVAREZ & MARSAL TAXAND LLC,7630.0,,NEW YORK,NY,10022.0,0,0,1,0,,Original,
2683,"2,684",2016,ALVAREZ & MARSAL TRANSACTION ADVIS,2573.0,,NEW YORK,NY,10022.0,0,0,1,0,,Original,
2699,"2,700",2016,AMADEUS NORTH AMERICA INC,4614.0,,WALTHAM,MA,2451.0,1,0,0,0,,Original,
2712,"2,713",2016,AMARAM TECHNOLOGY CORPORATION,9595.0,,VIENNA,VA,22182.0,1,0,1,0,,Original,
2725,"2,726",2016,AMAZON CAPITAL SVCS INC,8644.0,,SEATTLE,WA,98109.0,0,0,1,0,,Original,
