LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
JACOBS ENGINEERING GROUP INC.,LAKEWOOD,CO,23622.0
BARCLAYS SERVICES CORP.,NEW YORK,NY,523110.0
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,611310.0
"HAYSTACK TV, INC.",REDWOOD CITY,CA,5415.0
"VIRTUALXL, INC.",SANTA CLARA,CA,541511.0
KIP INFORMATION TECHNOLOGIES INC,ARLINGTON HEIGHTS,IL,541511.0
UNITED METHODIST HOMES & SERVICES,CHICAGO,IL,623110.0
VAN ANDEL RESEARCH INSTITUTE,GRAND RAPIDS,MI,541710.0
"COMPUTER AID, INC.",ALLENTOWN,PA,541511.0
MARSHALL UNIVERSITY,HUNTINGTON,WV,611310.0
"AGR SUBSEA, INC",HOUSTON,TX,213111.0
TEXAS TECH UNIVERSITY,LUBBOCK,TX,611310.0
L PERRIGO COMPANY,ALLEGAN,MI,325410.0
NORTHWESTERN UNIVERSITY,EVANSTON,IL,611310.0
JPMORGAN CHASE & CO,CHICAGO,IL,551112.0
TELETECH SERVICES CORPORATION,ENGLEWOOD,CO,561422.0
RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE PARK,NC,541710.0
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,611310.0
"VARIAN MEDICAL SYSTEMS, INC.",PALO ALTO,CA,33911.0
MARY HITCHCOCK MEMORIAL HOSPITAL/DHMC,LEBANON,NH,622110.0
HARMONY SCHOOL OF POLITICAL SCIENCE AND COMMUNICATION,AUSTIN,TX,611110.0
WEBILENT TECHNOLOGY INC,WINDSOR,CT,541511.0
CHILDREN'S NATIONAL MEDICAL CENTER,WASHINGTON,DC,622110.0
"JOHNSON CONTROLS, INC.",MILWAUKEE,WI,333415.0
"REALPAGE, INC.",CARROLLTON,TX,541511.0
"CORINTHIAN COLLEGES, INC.",SANTA ANA,CA,611310.0
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,622110.0
"ATTENSITY AMERICAS, INC.",PALO ALTO,CA,541511.0
INTONE NETWORKS INC.,ISELIN,NJ,541519.0
TEXAS A&M UNIVERSITY,COLLEGE STATION,TX,611310.0
INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,INDIANAPOLIS,IN,611310.0
"XENOSOFT TECHNOLOGIES, INC",DALLAS,TX,541511.0
"HALOZYME, INC.",SAN DIEGO,CA,325411.0
GENERAL HOSPITAL CORPORATION,BOSTON,MA,622110.0
THE BROOKINGS INSTITUTION,WASHINGTON,DC,54172.0
NEXTEER AUTOMOTIVE,SAGINAW,MI,336330.0
"CROSSBAR, INC.",SANTA CLARA,CA,541712.0
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,SAN ANTONIO,TX,611310.0
R&F INC.,SYLVANIA,OH,621999.0
THE UNIVERSITY OF IOWA,IOWA CITY,IA,611310.0
NORC,CHICAGO,IL,54172.0
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,MEMPHIS,TN,622310.0
UNIVERSITY OF COLORADO,BOULDER,CO,611310.0
CUMMINS EMISSION SOLUTIONS INC.,NASHVILLE,TN,3336.0
"MINDWAVE SOLUTIONS, INC",SOUTH PLAINFIELD,NJ,541511.0
"LIVE NATION WORLDWIDE, INC.",HOLLYWOOD,CA,711310.0
"SIDEL, INC.",NORCROSS,GA,333993.0
AMAZON CORPORATE LLC,SEATTLE,WA,454111.0
"PERRIGO NEW YORK, INC.",ALLEGAN,MI,32541.0
CALLAWAY GOLF COMPANY,CARLSBAD,CA,339920.0
"COMPUGROUP MEDICAL, INC.",BOSTON,MA,51120.0
NEW YORK UNIVERSITY HOSPITALS CENTER,NEW YORK,NY,611310.0
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,611310.0
HBI INCORPORATED,NEW YORK,NY,523999.0
"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,541511.0
QUALCOMM INCORPORATED,SAN DIEGO,CA,334220.0
"BURO HAPPOLD, INC.",NEW YORK,NY,541330.0
CHACE RESTAURANT GROUP INC,MASPETH,NY,541611.0
INTEL MASSACHUSETTS,HUDSON,MA,334400.0
CYGTEC INC,RALEIGH,NC,541511.0
BATTELLE,RICHLAND,WA,541700.0
VALUE CONSULTING LLC,STERLING,VA,541512.0
PDM LLP,TORRANCE,CA,541211.0
OREGON STATE UNIVERSITY,CORVALLIS,OR,611310.0
MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,MI,621111.0
"APEX REHAB SOLUTIONS, INC",PITTSBURGH,PA,621340.0
GOOGLE INC.,MOUNTAIN VIEW,CA,541512.0
WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,611310.0
SEARS HOLDINGS MANAGEMENT CORPORATION,HOFFMAN ESTATES,IL,452111.0
"APTIMUS, INC.",PHOENIX,AZ,611310.0
TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,611310.0
"APP PHARMACEUTICALS, LLC",SCHAUMBURG,IL,325412.0
W.M. RICE UNIVERSITY,HOUSTON,TX,611310.0
UNIVERSITY OF SAN DIEGO,SAN DIEGO,CA,611310.0
THE DONNA KARAN COMPANY LLC,NEW YORK,NY,541490.0
"SOFTWARE AG USA, INC.",RESTON,VA,541511.0
DISH NETWORK LLC,ENGLEWOOD,CO,334220.0
SPANSION LLC,SUNNYVALE,CA,334413.0
ALLIANCE OF PROFESSIONALS AND CONSULTANTS INC,RALEIGH,NC,541511.0
"YOUSENDIT, INC.",CAMPBELL,CA,541519.0
"BRANDWIZARD TECHNOLOGIES, INC.",NEW YORK,NY,541613.0
"PROKARMA, INC.",OMAHA,NE,541511.0
"AMAZON FULFILLMENT SERVICES, INC.",SEATTLE,WA,454111.0
"LORD, ABBETT & CO. LLC",JERSEY CITY,NJ,523930.0
"SPI MANAGEMENT SERVICES, LLC",BEDFORD,MA,541511.0
"CRESTLINE HOTELS & RESORTS, LLC",FAIRFAX,VA,541611.0
TEXAS TRANSPORTATION INSTITUTE,COLLEGE STATION,TX,54171.0
DYNAMIC ITSOLUTIONS INC,OLATHE,KS,541511.0
"ACS IT SOLUTIONS, LP",DALLAS,TX,541512.0
THE UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,611310.0
VIMEO LLC,NEW YORK,NY,541512.0
"PENTAIR FILTRATION SOLUTIONS, LLC",HANOVER PARK,IL,333319.0
"MEDICAL SCIENCE & COMPUTING, INC.",ROCKVILLE,MD,5416.0
"NUANCE COMMUNICATIONS, INC.",BURLINGTON,MA,511210.0
"BREMBO NORTH AMERICA, INC.",PLYMOUTH,MI,336340.0
MASSACHUSETTS EYE & EAR INFIRMARY,CAMBRIDGE,MA,622110.0
"CIRRUS LOGIC, INC.",AUSTIN,TX,334413.0
HOWARD HUGHES MEDICAL INSTITUTE,CHEVY CHASE,MD,541710.0
"QUALCOMM ATHEROS, INC.",SAN JOSE,CA,334413.0
"WATSON PHARMACEUTICALS, INC.",PARSIPPANY,NJ,325412.0
"COMPENDIA BIOSCIENCE, INC.",CARLSBAD,CA,541710.0
UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,611310.0
"PEARSON EDUCATION, INC.",UPPER SADDLE RIVER,NJ,511130.0
"SARFINO AND RHOADES, LLP",ROCKVILLE,MD,541211.0
SCOPUS CONSULTING GROUP INC.,DOYLESTOWN,PA,541511.0
"GARDNER DENVER, INC.",WAYNE,PA,333912.0
FX DIRECT DEALER LLC,NEW YORK,NY,523130.0
"LENDINGTREE, LLC",CHARLOTTE,NC,522310.0
COGENT HEALTHCARE OF MICHIGAN PC,BRENTWOOD,TN,621111.0
BARCLAYS BANK DELAWARE,WILMINGTON,DE,523110.0
TEXAS INSTRUMENTS INCORPORATED,DALLAS,TX,334410.0
UHCP D/B/A UPMC MEP,PITTSBURGH,PA,622110.0
JETBLUE AIRWAYS,FOREST HILLS,NY,541511.0
UNIVERSITY OF ROCHESTER,ROCHESTER,NY,611310.0
"THE WINE GROUP, INC.",TRACY,CA,312130.0
"CORN PRODUCTS INTERNATIONAL, INC.",BRIDGEWATER,NJ,325190.0
"MAXIM INTEGRATED PRODUCTS, INC.",SUNNYVALE,CA,334413.0
"MARCHON EYEWEAR, INC.",MELVILLE,NY,339115.0
THE UNIVERSITY OF TENNESSEE,KNOXVILLE,TN,611310.0
"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC",RICHARDSON,TX,423690.0
THE UNIV. OF ALA. AT BIRMINGHAM (UAB),BIRMINGHAM,AL,61131.0
"CHARTIS GLOBAL SERVICES, INC.",NEW YORK,NY,524298.0
UNIVERSITY OF MARYLAND COLLEGE PARK,COLLEGE PARK,MD,611310.0
KA-SAPSOLUTIONS INC,CHELMSFORD,MA,541511.0
SANTA MONICA MALIBU UNIFIED SCHOOL DISTRICT,SANTA MONICA,CA,611110.0
SAINT LOUIS UNIVERSITY,SAINT LOUIS,MO,611310.0
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,LUBBOCK,TX,611310.0
"APOLLO GROUP, INC.",PHOENIX,AZ,611310.0
"THE MACKNIGHT SMOKEHOUSE, INC",MIAMI,FL,31171.0
"ALPHABET MANAGEMENT, LLC",NEW YORK,NY,523999.0
YAHOO! INC.,SUNNYVALE,CA,518112.0
SKIDMORE COLLEGE,SARATOGA SPRINGS,NY,61131.0
"AFFILIATED COMPUTER SERVICES, LLC",DALLAS,TX,541512.0
THE UNIVERSITY OF ALABAMA,TUSCALOOSA,AL,61131.0
YOUNG & RUBICAM INC.,MIAMI,FL,541800.0
"KIPP, INC.",HOUSTON,TX,611110.0
UNIVERSITY OF MIAMI-MILLER SCHOOL OF MEDICINE,MIAMI,FL,611310.0
"LATTICE ENGINES, INC.",SAN MATEO,CA,541512.0
"ROCKWELL COLLINS, INC.",CEDAR RAPIDS,IA,336400.0
HUMAN RIGHTS WATCH,NEW YORK,NY,81331.0
PERRIGO PHARMACEUTICALS COMPANY,ALLEGAN,MI,325410.0
"KESSLER CORE PT, OT & SPEECH THERAPY AT NEW YORK, LLC",MECHANICSBURG,PA,621340.0
"SG AMERICAS SECURITIES, LLC",NEW YORK,NY,523110.0
"WORLDQUANT, LLC",OLD GREENWICH,CT,523920.0
