original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
90,91,2013,3F CHIMICA AMERICAS INC,7724.0,,CHARLOTTE,NC,28216.0,1,0,0,0,,Original,
92,93,2013,3G CAPITAL INC,3698.0,,NEW YORK,NY,10016.0,5,0,1,0,,Original,
93,94,2013,3H CO LLC,6947.0,,LEXINGTON,KY,40511.0,2,0,0,0,,Original,
94,95,2013,3H GROUP INC,9367.0,,CHATTANOOGA,TN,37402.0,0,0,1,0,,Original,
95,96,2013,3I CORPORATION,2161.0,,NEW YORK,NY,10017.0,1,0,0,0,,Original,
107,108,2013,3PS INC,2669.0,,CEDAR PARK,TX,78613.0,1,0,0,0,,Original,
113,114,2013,3S NETWORK INC,9275.0,,BELLEVUE,WA,98008.0,0,0,2,0,,Original,
117,118,2013,3SG CORP,1723.0,,DUBLIN,OH,43017.0,2,0,0,0,,Original,
118,119,2013,3SG CORPORATION,1723.0,,DUBLIN,OH,43017.0,1,0,0,0,,Original,
121,122,2013,3VR SECURITY INC,1017.0,,SAN FRANCISCO,CA,94107.0,2,0,1,0,,Original,
126,127,2013,4 INNO LLC,5442.0,,COVINGTON,KY,41011.0,2,0,0,0,,Original,
138,139,2013,4K LOOR LLC,8348.0,,CANTON,GA,30114.0,1,0,0,0,,Original,
142,143,2013,4TH AVE PHARMACY LLC DBA 4TH AVE P,165.0,,NEWARK,NJ,7107.0,1,0,0,0,,Original,
143,144,2013,4TH DIMENSION SECURITIES INC / DBA,4498.0,,FORT MYERS,FL,33912.0,2,0,0,0,,Original,
148,149,2013,5 11 INC D/B/A 5 11 TACTICAL,3499.0,,MODESTO,CA,95356.0,0,0,1,0,,Original,
152,153,2013,5 POINTS ELECTRICAL COMPANY,5158.0,,DULUTH,GA,30096.0,0,0,1,0,,Original,
154,155,2013,5 STAR HOLDINGS LLC DBA EVERTON AM,90.0,,WESTON,CT,6883.0,0,0,0,1,,Original,
155,156,2013,5 STAR HOLDINGS LLC DBA EVERTON AM,90.0,,WILTON,CT,6897.0,0,0,1,0,,Original,
157,158,2013,5 WEST 36 RESTAURANT CORP,7881.0,,NEW YORK,NY,10001.0,2,0,0,0,,Original,
158,159,2013,5:15 CAPITAL MANAGEMENT LLC,8768.0,,NEW YORK,NY,10018.0,0,0,1,0,,Original,
160,161,2013,5G STUDIO COLLABORATIVE LLC,8420.0,,DALLAS,TX,75202.0,1,0,0,0,,Original,
163,164,2013,5TH AVENUE APARTMENT COMPLEX LLC,7220.0,,DALTON,GA,30720.0,1,0,0,0,,Original,
165,166,2013,6 ST MARKS RESTAURANT LLC,4589.0,,NEW YORK,NY,10003.0,0,1,0,0,,Original,
167,168,2013,6W4 SMART HOMES INC D B A BANG AND,4172.0,,CINCINNATI,OH,45202.0,0,0,1,0,,Original,
168,169,2013,7 - ELEVEN INC,5131.0,,DALLAS,TX,75201.0,0,0,1,0,,Original,
170,171,2013,7 ELEVEN STORE NO 33454,7558.0,,LAWRENCE,MA,1840.0,0,0,1,0,,Original,
171,172,2013,7 HILLS DENTAL PC,8344.0,,HARTFORD,CT,6114.0,0,0,1,0,,Original,
178,179,2013,8 RIVERS CAPITAL LLC,5055.0,,DURHAM,NC,27701.0,1,0,0,0,,Original,
180,181,2013,8TH AVE PHYSICAL THERAPY PC,8583.0,,BROOKLYN,NY,11220.0,2,0,0,0,,Original,
181,182,2013,8TRACKS INC,7696.0,,SAN FRANCISCO,CA,94114.0,1,0,0,0,,Original,
183,184,2013,8X8 INC,2404.0,,SAN JOSE,CA,95131.0,0,0,1,0,,Original,
188,189,2013,10GEN INC,3205.0,,NEW YORK,NY,10012.0,2,0,0,0,,Original,
189,190,2013,10GEN INC,3205.0,,NEW YORK,NY,10036.0,0,0,3,0,,Original,
192,193,2013,11 EAST 1ST ST LLC D/B/A L APICIO,4091.0,,NEW YORK,NY,10003.0,0,0,1,0,,Original,
194,195,2013,12K APPAREL INC,3080.0,,LOS ANGELES,CA,90079.0,1,0,0,0,,Original,
197,198,2013,14 W ADMIN SVCS LLC DBA AGORA INC,5681.0,,BALTIMORE,MD,21201.0,1,0,2,0,,Original,
198,199,2013,14 W ADMINISTRATIVE SERVICES LLC,5681.0,,BALTIMORE,MD,21201.0,0,0,2,0,,Original,
199,200,2013,15 JOHN CORP T/A LES HALLES,2234.0,,NEW YORK,NY,10016.0,0,0,1,0,,Original,
200,201,2013,15 VELLANO DRIVE LLC,3763.0,,WAPPINGERS FALLS,NY,12590.0,0,0,1,0,,Original,
205,206,2013,21ST CENTURY MEDIA NEWSPAPER,5574.0,,FAIRLESS HILLS,PA,19030.0,1,0,0,0,,Original,
211,212,2013,22ND CENTURY TECHNOLOGIES INC,2121.0,,SOMERSET,NJ,8873.0,1,0,0,0,,Original,
220,221,2013,24/7 MEDIA INC,5672.0,,NEW YORK,NY,10001.0,4,0,2,0,,Original,
221,222,2013,24/7 REAL MEDIA INC,5672.0,,NEW YORK,NY,10001.0,0,0,3,0,,Original,
225,226,2013,28 STREET HOSPITALITY INC,6139.0,,ORANGEBURG,NY,10962.0,1,0,1,0,,Original,
226,227,2013,30 SECOND SOFTWARE INC DBA DIGBY,4403.0,,AUSTIN,TX,78704.0,3,0,0,0,,Original,
227,228,2013,33 UNIVERSAL INC,7761.0,,NEW YORK,NY,10282.0,1,0,0,0,,Original,
228,229,2013,33ACROSS INC,3623.0,,NEW YORK,NY,10001.0,0,0,1,0,,Original,
230,231,2013,38 STUDIOS LLC,3235.0,,PROVIDENCE,RI,2903.0,0,1,0,0,,Original,
233,234,2013,43 FOOD CORP,8177.0,,NEW YORK,NY,10001.0,0,0,0,1,,Original,
236,237,2013,57 BUILDERS LTD,7801.0,,HONOLULU,HI,96817.0,0,0,1,0,,Original,
237,238,2013,57 ST COLLECTION INC DBA SEIGO NEC,1002.0,,NEW YORK,NY,10128.0,1,0,0,0,,Original,
238,239,2013,57 STARS LLC,3783.0,,WASHINGTON,DC,20001.0,1,0,0,0,,Original,
239,240,2013,60 THOMPSON,4975.0,,NEW YORK,NY,10012.0,0,0,0,1,,Original,
241,242,2013,75 BURNSIDE DRUG & SURGICAL INC,9979.0,,BRONX,NY,10453.0,1,0,0,0,,Original,
246,247,2013,99DESIGNS INC,7936.0,,SAN FRANCISCO,CA,94111.0,0,0,2,0,,Original,
248,249,2013,99RUNS INC,1987.0,,WHITE PLAINS,NY,10607.0,0,0,1,1,,Original,
250,251,2013,012 GLOBAL INC,3065.0,,BOCA RATON,FL,33433.0,0,0,2,0,,Original,
251,252,2013,101 3RD AVE CORP,1987.0,,NEW YORK,NY,10022.0,1,0,0,0,,Original,
252,253,2013,101 AVE MEAT & PRODUCE INC,231.0,,SOUTH RICHMOND HILL,NY,11419.0,0,0,1,0,,Original,
253,254,2013,101 TECH USA INC,3634.0,,CITY OF INDUSTRY,CA,91748.0,0,1,0,0,,Original,
256,257,2013,119 7TH AVENUE CAFETERIA LLC,210.0,,NEW YORK,NY,10010.0,1,0,0,0,,Original,
258,259,2013,123 PLAZA LLC,3144.0,,LONG ISLAND CITY,NY,11101.0,1,0,0,0,,Original,
259,260,2013,130 WEST 44TH HOTEL ASSOCIATES LLC,159.0,,NEW YORK,NY,10019.0,0,0,2,0,,Original,
262,263,2013,162 BEARDSLEY PARKWAY ASSOCIATION,3903.0,,TRUMBULL,CT,6611.0,0,1,0,0,,Original,
263,264,2013,207 FINE JEWELRY INC DBA B&D WEDDI,4430.0,,NEW YORK,NY,10036.0,1,0,0,0,,Original,
264,265,2013,212 LAFAYETTE ASSOCS LLC CAFE SELE,2895.0,,NEW YORK,NY,10012.0,1,0,0,0,,Original,
266,267,2013,250 PK GROUP INC DBA DEVON & BLAKE,1838.0,,NEW YORK,NY,10177.0,0,0,1,0,,Original,
268,269,2013,301 UN ST LLC DBA CAREONE AT WELLI,8628.0,,HACKENSACK,NJ,7601.0,0,0,1,0,,Original,
269,270,2013,303 GALLERY INC,2998.0,,NEW YORK,NY,10011.0,1,0,0,0,,Original,
271,272,2013,312 MILLBURY AVE OPERATING CO DBA,1977.0,,MILLBURY,MA,1527.0,0,0,1,0,,Original,
281,282,2013,360I LLC,2651.0,,ATLANTA,GA,30309.0,0,0,4,0,,Original,
282,283,2013,360I LLC,2651.0,,NEW YORK,NY,10013.0,1,0,2,0,,Original,
286,287,2013,451 RESEARCH LLC,6503.0,,NEW YORK,NY,10018.0,1,0,1,0,,Original,
287,288,2013,454 LIFE SCIENCES CORP A ROCHE CO,5846.0,,BRANFORD,CT,6405.0,3,0,3,0,,Original,
293,294,2013,629 EUCLID LTD,8901.0,,CLEVELAND,OH,44114.0,0,0,1,0,,Original,
295,296,2013,641 SHAMROCK INC,3473.0,,CLEWISTON,FL,33440.0,0,1,0,0,,Original,
297,298,2013,786 ABAAD INC,7929.0,,ORLANDO,FL,32819.0,0,0,0,1,,Original,
298,299,2013,800 SOFTWARE SYSTEMS CORPORATION,9357.0,,MIAMI,FL,33129.0,1,0,0,0,,Original,
301,302,2013,888 HOLDINGS LLC DBA CHO SAIGON NE,1605.0,,ARLINGTON,TX,76010.0,1,0,0,0,,Original,
302,303,2013,911 EQUIPMENT INC,957.0,,WESTON,FL,33326.0,1,0,0,0,,Original,
308,309,2013,1010DATA SERVICES LLC,8507.0,,NEW YORK,NY,10017.0,4,0,0,0,,Original,
312,313,2013,1220 COLLINS AVENUE INC,9702.0,,MIAMI,FL,33134.0,0,0,1,0,,Original,
313,314,2013,1366 TECHNOLOGIES INC,1719.0,,BEDFORD,MA,1730.0,1,0,0,0,,Original,
319,320,2013,2000 CONCRETE LLC,3232.0,,ATLANTA,GA,30350.0,0,0,1,0,,Original,
320,321,2013,2020 COMPANY LLC,2835.0,,FALLS CHURCH,VA,22042.0,0,0,2,0,,Original,
321,322,2013,2020 COMPANY LLC AN ACENTIA CO,2835.0,,FALLS CHURCH,VA,22042.0,0,0,3,0,,Original,
322,323,2013,2080 MEDIA INC D/B/A PLAYON SPORTS,5473.0,,ATLANTA,GA,30341.0,0,0,1,0,,Original,
324,325,2013,2257 EAST 16 CORP,1359.0,,BROOKLYN,NY,11204.0,0,0,1,0,,Original,
325,326,2013,2600HZ INC,7748.0,,SAN FRANCISCO,CA,94105.0,1,0,0,0,,Original,
326,327,2013,2601 COLLINS LLC,7792.0,,MIAMI BEACH,FL,33140.0,1,0,0,0,,Original,
327,328,2013,3201 HOTEL LLC,363.0,,MIAMI,FL,33131.0,1,0,0,0,,Original,
328,329,2013,3201 HOTEL LLC,363.0,,MIAMI BEACH,FL,33140.0,1,0,0,0,,Original,
330,331,2013,5247 BROADWAY DRUGS INC,5762.0,,BRONX,NY,10463.0,1,0,1,0,,Original,
332,333,2013,6261 LRTP INC T/A LINCOLNIA,2377.0,,ALEXANDRIA,VA,22312.0,1,1,0,0,,Original,
333,334,2013,6555 SUGARLOAF PKWY OPS LLC DBA LU,568.0,,DULUTH,GA,30096.0,0,0,1,0,,Original,
335,336,2013,9876 BOWERY REALTY CORP DBA SOHOTE,1836.0,,NEW YORK,NY,10013.0,0,0,1,0,,Original,
338,339,2013,8031843 CANADA INC DBA NEXA TECHS,8247.0,,PLANO,TX,75074.0,0,0,1,0,,Original,
341,342,2013,@MIRE INC,7581.0,,CARLSBAD,CA,92010.0,1,0,0,0,,Original,
343,344,2013,A & A COMPUTERS INC,59.0,,SANTA CLARA,CA,95054.0,1,0,0,0,,Original,
345,346,2013,A & A CONTROL SYS CONSULTING LLC,7567.0,,VOORHEES,NJ,8043.0,0,0,1,0,,Original,
346,347,2013,A & B ENVIRONMENTAL SERVICES INC,1001.0,,HOUSTON,TX,77029.0,1,0,1,0,,Original,
347,348,2013,A & D GEM CORP,8802.0,,NEW YORK,NY,10036.0,0,0,1,0,,Original,
351,352,2013,A & J RX LLC DBA THE MEDICINE SHOP,8965.0,,MIAMI,FL,33134.0,1,0,0,0,,Original,
352,353,2013,A & J SHELL MARINE INC,9222.0,,SAN FRANCISCO,CA,94124.0,0,1,0,0,,Original,
355,356,2013,A & W RESTAURANTS INC,7375.0,,LEXINGTON,KY,40511.0,1,0,0,0,,Original,
356,357,2013,A & Z PHARMACEUTICAL INC,2018.0,,DEER PARK,NY,11729.0,1,0,1,0,,Original,
358,359,2013,A & Z PHARMACY LLC,4084.0,,SHREVEPORT,LA,71103.0,0,1,0,0,,Original,
359,360,2013,A & Z PHARMACY LLC DBA RITE CARE P,4084.0,,SHREVEPORT,LA,71103.0,1,0,0,0,,Original,
362,363,2013,A B XPRESS ENTERPRISE LLC,2641.0,,HOSCHTON,GA,30548.0,1,0,0,0,,Original,
367,368,2013,A C COY COMPANY LP,5073.0,,CANONSBURG,PA,15317.0,1,0,0,0,,Original,
368,369,2013,A C MEDICAL PC,1875.0,,BRONX,NY,10461.0,0,0,1,0,,Original,
369,370,2013,A C PRINTING LLC,2172.0,,EULESS,TX,76040.0,0,0,1,0,,Original,
370,371,2013,A CAREER COUNSELING CTR INC DBA PH,4855.0,,MIAMI,FL,33133.0,0,0,1,0,,Original,
371,372,2013,A CARING DOCTOR MN P A DBA BANFIEL,8368.0,,PORTLAND,OR,97213.0,0,0,3,0,,Original,
373,374,2013,A CARING DOCTOR NJ P C DBA BANFIEL,576.0,,PORTLAND,OR,97213.0,0,0,1,0,,Original,
375,376,2013,A CARING DOCTOR NJ PA DBA BANFIELD,576.0,,PORTLAND,OR,97213.0,0,0,1,0,,Original,
376,377,2013,A CARING DR (MN) PA (DBA BANFIELD,8368.0,,PORTLAND,OR,97213.0,0,0,1,0,,Original,
378,379,2013,A CARING DR TX PC DBA BANFIELD PET,1410.0,,PORTLAND,OR,97213.0,0,0,1,0,,Original,
379,380,2013,A CLEAN FUTURE LLC,8321.0,,NEW YORK,NY,10013.0,0,0,0,1,,Original,
381,382,2013,A D MIRACLE INC,6316.0,,HIALEAH,FL,33016.0,1,0,1,0,,Original,
383,384,2013,A E COLE II INC,4860.0,,COLUMBUS,OH,43232.0,1,0,0,0,,Original,
385,386,2013,A F ESANI INC,5690.0,,KATY,TX,77494.0,0,0,1,0,,Original,
386,387,2013,A F PAREDES & CO CPAS LLP,6093.0,,NEW ROCHELLE,NY,10801.0,0,0,1,0,,Original,
387,388,2013,A FAMILY DENTAL CARE P C,4806.0,,FORT WASHINGTON,PA,19034.0,0,0,1,0,,Original,
391,392,2013,A H PHYSICAL THERAPY PC,2122.0,,BROOKLYN,NY,11236.0,0,0,1,0,,Original,
393,394,2013,A HUNTS MILLS ASSOCIATES LLC,5233.0,,CLINTON,NJ,8809.0,1,0,0,0,,Original,
399,400,2013,A K SUDA INC,2529.0,,METAIRIE,LA,70002.0,1,0,1,0,,Original,
401,402,2013,A L HELMCAMP INC,794.0,,BUFFALO,TX,75831.0,0,0,2,0,,Original,
407,408,2013,A M CASTLE & CO,9160.0,,OAK BROOK,IL,60523.0,1,0,0,0,,Original,
411,412,2013,A M PLAYER INC DBA MONTEREY CLUB,5156.0,,ARCADIA,CA,91006.0,1,0,0,0,,Original,
413,414,2013,A MODO MIO INC T/A ET VOILA,2966.0,,WASHINGTON,DC,20016.0,0,0,1,0,,Original,
416,417,2013,A O SMITH CORP,9790.0,,MILWAUKEE,WI,53224.0,1,0,0,0,,Original,
417,418,2013,A O TEXTILE INC,7442.0,,NEW YORK,NY,10018.0,1,0,2,0,,Original,
420,421,2013,A ONE GEMS INC,8727.0,,NEW YORK,NY,10036.0,0,0,1,0,,Original,
424,425,2013,A PLUS FAMILY DENTAL CARE PC,4806.0,,FORT WASHINGTON,PA,19034.0,1,0,0,0,,Original,
427,428,2013,A PLUS REALTY LLC,1997.0,,DULUTH,GA,30096.0,1,0,0,0,,Original,
428,429,2013,A R DESIGN GROUP INC,6256.0,,FALLS CHURCH,VA,22046.0,0,0,1,0,,Original,
429,430,2013,A R T ADVISORS LLC,6796.0,,NEW YORK,NY,10022.0,0,0,1,0,,Original,
430,431,2013,A R T FURNITURE INC,,,PASADENA,CA,91101.0,0,0,1,0,,Original,
441,442,2013,A TO Z DAYCARE CTR & AFTER SCH PRO,7576.0,,BROOKLYN,NY,11229.0,1,0,0,0,,Original,
443,444,2013,A W MOBILE INC,4876.0,,BETHPAGE,NY,11714.0,0,0,1,0,,Original,
448,449,2013,A1 SURVEILLANCE SYSTEMS LLC,5305.0,,ADDISON,TX,75001.0,0,0,1,0,,Original,
450,451,2013,A2D TECHS INC DBA TGS GEOLOGICAL P,2547.0,,HOUSTON,TX,77067.0,1,0,0,0,,Original,
452,453,2013,A2Z DEVELOPMENT CTR INC D/B/A LAB,4484.0,,CUPERTINO,CA,95014.0,55,2,113,0,,Original,
453,454,2013,A2Z DEVELOPMENT CTR INC D/B/A LAB,4484.0,,SEATTLE,WA,98109.0,15,0,6,0,,Original,
461,462,2013,A2Z SIGNS LLC,424.0,,EDISON,NJ,8837.0,0,0,1,0,,Original,
463,464,2013,A4 SCIENTIFIC INC,5891.0,,SPRING,TX,77380.0,0,0,3,0,,Original,
464,465,2013,A9 COM INC,7176.0,,PALO ALTO,CA,94301.0,0,0,1,0,,Original,
468,469,2013,A24 FILMS LLC,5148.0,,CHICAGO,IL,60603.0,1,0,0,0,,Original,
469,470,2013,A76 PRODUCTIONS LLC,9008.0,,NEW YORK,NY,10001.0,1,0,0,0,,Original,
472,473,2013,A-1 FAMILY DENTAL CARE PC,6415.0,,FORT WASHINGTON,PA,19034.0,1,0,1,1,,Original,
474,475,2013,A-MAX INSURANCE SERVICES INC,5276.0,,BEDFORD,TX,76021.0,1,0,0,1,,Original,
476,477,2013,A-TECH NA INC DBA ATECH MACHINERY,5628.0,,BELTSVILLE,MD,20705.0,0,0,1,0,,Original,
477,478,2013,A-Z INSURANCE AGENCY CORPORATION,5728.0,,BAYTOWN,TX,77521.0,0,0,1,0,,Original,
478,479,2013,A-Z PEDIATRIC THERAPY,4125.0,,NORTH RICHLAND HILLS,TX,76180.0,1,0,0,0,,Original,
480,481,2013,A&A RESTAURANT GROUP INC,4932.0,,WASHINGTON,DC,20009.0,1,0,0,0,,Original,
485,486,2013,A&D PHYSICAL THERAPY P C,4291.0,,FLUSHING,NY,11354.0,0,1,0,0,,Original,
487,488,2013,A&E MUNDO LLC,9529.0,,MIAMI,FL,33131.0,0,0,1,0,,Original,
488,489,2013,A&E REAL ESTATE MANAGEMENT LLC,2743.0,,NEW YORK,NY,10018.0,1,0,0,0,,Original,
489,490,2013,A&E TELEVISION NETWORKS LLC,1639.0,,NEW YORK,NY,10017.0,1,0,2,0,,Original,
490,491,2013,A&F ENGINEERS INC,2658.0,,WASHINGTON,DC,20005.0,2,0,0,0,,Original,
491,492,2013,A&G SYNC INC,373.0,,LOS ANGELES,CA,90027.0,1,0,0,0,,Original,
492,493,2013,A&I ENTERPRISES INC,4338.0,,MIAMI,FL,33178.0,0,1,0,0,,Original,
493,494,2013,A&J CONSULTING ENGINEERING SVCS PC,6624.0,,CLIFTON,NJ,7012.0,3,0,1,0,,Original,
495,496,2013,A&K GLOBAL HEALTH US CORP,1501.0,,RALEIGH,NC,27605.0,1,0,0,0,,Original,
497,498,2013,A&M LOGOS INTERNATIONAL INC,4487.0,,NEW YORK,NY,10007.0,0,0,1,0,,Original,
501,502,2013,A&V ERICSSON CORP DBA TRIBECA COMM,9427.0,,NEW YORK,NY,10013.0,1,0,0,0,,Original,
504,505,2013,AA MARBLE & GRANITE LLC DBA ANDREW,8160.0,,NORCROSS,GA,30093.0,0,0,1,0,,Original,
507,508,2013,AA TECHNOLOGY INC,2144.0,,RONKONKOMA,NY,11779.0,1,0,0,0,,Original,
508,509,2013,AA WIRELESS INC,4349.0,,LOS ANGELES,CA,90012.0,0,0,1,0,,Original,
512,513,2013,AAA CAPITAL MGT ADVISORS LTD,6915.0,,HOUSTON,TX,77056.0,1,0,0,0,,Original,
513,514,2013,AAA JEWELERS INC,4221.0,,WESTMONT,IL,60559.0,1,0,0,0,,Original,
517,518,2013,AAA PERFUME MERCHANTS LLC,1561.0,,RIDGEFIELD,NJ,7657.0,1,0,0,0,,Original,
519,520,2013,AAA TECH CONSULTANTS INC,3226.0,,WOODSTOCK,MD,21163.0,3,2,0,0,,Original,
522,523,2013,AADESH RX LLC,8432.0,,GAINESVILLE,FL,32607.0,0,0,1,0,,Original,
524,525,2013,AAE EXPRESS DOWNTOWN CORP,1038.0,,NEW YORK,NY,10018.0,1,0,0,0,,Original,
526,527,2013,AAE EXPRESS NJ CORP,3602.0,,METUCHEN,NJ,8840.0,0,0,1,1,,Original,
531,532,2013,AAKO INC,9858.0,,MIAMI,FL,33180.0,0,0,2,0,,Original,
536,537,2013,AARC ENVIRONMENTAL INC,323.0,,HOUSTON,TX,77042.0,0,0,1,0,,Original,
537,538,2013,AARDVARK TRADING LLC,1628.0,,CHICAGO,IL,60661.0,1,0,0,0,,Original,
546,547,2013,AAROHI DENTAL PC,510.0,,NEW BEDFORD,MA,2740.0,0,0,1,0,,Original,
551,552,2013,AARP,5500.0,,WASHINGTON,DC,20049.0,0,0,2,0,,Original,
552,553,2013,AASHIRWAD INDIAN CUISINE INC,7432.0,,ORLANDO,FL,32819.0,0,0,1,0,,Original,
553,554,2013,AASOFTECH INC,8686.0,,VIENNA,VA,22182.0,0,0,1,0,,Original,
554,555,2013,AASTRA USA INC,2472.0,,FRISCO,TX,75034.0,0,0,0,1,,Original,
555,556,2013,AATI CORP,6684.0,,HIALEAH,FL,33014.0,0,0,0,1,,Original,
558,559,2013,AAVAS INC,1801.0,,PARLIN,NJ,8859.0,0,0,1,0,,Original,
561,562,2013,AAXY LLC DBA AUSTIN FIRST MORTGAGE,2652.0,,AUSTIN,TX,78729.0,3,1,1,0,,Original,
564,565,2013,AB CONSULTING ENGINEERS INC,4460.0,,ORLANDO,FL,32807.0,1,0,0,0,,Original,
574,575,2013,ABACUS HOME HEALTH INC,626.0,,HOUSTON,TX,77058.0,1,0,0,0,,Original,
576,577,2013,ABACUS TECH SVCS INC A DIV OF PARA,9829.0,,DALLAS,TX,75244.0,1,1,1,0,,Original,
578,579,2013,ABAGNAL HOLDINGS INC DBA PAN AM IN,4785.0,,MIAMI,FL,33122.0,1,0,0,0,,Original,
580,581,2013,ABALINE SUPPLY COMPANY,7969.0,,NEW YORK,NY,10007.0,1,0,0,0,,Original,
588,589,2013,ABBEVILLE GENERAL HOSPITAL,4846.0,,ABBEVILLE,LA,70510.0,0,0,1,0,,Original,
589,590,2013,ABBEYSIDE CONSTRUCTION INC,4424.0,,SAN FRANCISCO,CA,94124.0,1,0,0,0,,Original,
590,591,2013,ABBONDANZA LLC DBA HERITAGE PUBLIC,6478.0,,SANTA ROSA,CA,95401.0,0,1,0,0,,Original,
591,592,2013,ABBOTT LABORATORIES,3500.0,,NORTH CHICAGO,IL,60064.0,1,0,0,0,,Original,
592,593,2013,ABBOTT LABORATORIES,8440.0,,ABBOTT PARK,IL,60064.0,0,0,1,0,,Original,
593,594,2013,ABBOTT LABORATORIES,8440.0,,NORTH CHICAGO,IL,60064.0,5,0,13,0,,Original,
597,598,2013,ABBVIE INC,5147.0,,NORTH CHICAGO,IL,60064.0,3,0,8,0,,Original,
600,601,2013,ABBVIE INC,5417.0,,NORTH CHICAGO,IL,60064.0,0,0,1,0,,Original,
602,603,2013,ABC CARPET & HOME,6837.0,,NEW YORK,NY,10003.0,1,0,0,0,,Original,
