LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
"UK INTERNATIONAL SOCCER CAMPS, INC.",PALM SPRINGS,CA,611620.0
ASCENT TECHNOLOGIES INC,NEWARK,DE,541511.0
IMG WORLDWIDE INC,CLEVELAND,OH,711410.0
"TERRA INFOTECH, INC.",JERSEY CITY,NJ,541519.0
ALPHA NET CONSULTING LLC,SANTA CLARA,CA,541511.0
"SGA, INC.",NEW CANAAN,CT,541611.0
"ALLIED BUSINESS CONSULTING, INC.",EDISON,NJ,541511.0
SYMPHONY CORPORATION,MADISON,WI,541511.0
"MILLENNIUM FINANCIAL SERVICES, INC.",CHARLESTON,SC,52239.0
OBJECTSOFT GROUP INC,PORT JEFFERSON,NY,541511.0
"THOMPSON GLOBAL PARTNERS, LLC",TAMPA,FL,541330.0
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,611310.0
"ORACLE FINANCIAL SERVICES SOFTWARE INC.,",EDISON,NJ,541511.0
"PA GOVERNMENT SERVICES, INC.",ARLINGTON,VA,541611.0
TUFTS UNIVERSITY,MEDFORD,MA,611310.0
"DIVERSE LYNX, LLC",PRINCETON,NJ,541511.0
"PARAM HEALTHCARE & IT SERVICES, INC",ISELIN,NJ,541511.0
WEATHERFORD INTERNATIONAL INC,HOUSTON,TX,333132.0
NEURO DIAGNOSTIC DEVICES,PHILADELPHIA,PA,541710.0
"EVEREST BUSINESS SOLUTIONS, INC.",HERNDON,VA,541511.0
"DIASPARK, INC",EDISON,NJ,541511.0
"U.S. TECH SOLUTIONS, INC.",JERSEY CITY,NJ,541519.0
UCSF MEDICAL CENTER,SAN FRANCISCO,CA,622110.0
"ORIONSOFT, INC.",SOUTH PLAINFIELD,NJ,541511.0
CATERPILLAR INC.,PEORIA,IL,333200.0
ADVAITAA TECHNOLOGIES INC.,BEDFORD,TX,541511.0
CAPGEMINI FINANCIAL SERVICES USA INC,ROSEMONT,IL,541511.0
NEW JERSEY INSTITUTE OF TECHNOLOGY,NEWARK,NJ,611310.0
"EQUITY ADMINISTRATION SOLUTIONS, INC.",PLEASANTON,CA,541511.0
"BAPTIST HEALTH CENTER, INC.",BIRMINGHAM,AL,62149.0
"BLIZZARD ENTERTAINMENT, INC.",IRVINE,CA,511210.0
"SGS U.S. TESTING COMPANY, INC.",FAIRFIELD,NJ,541380.0
"MARKITSERV, LLC",NEW YORK,NY,523930.0
DISCOVER FINANCIAL SERVICES LLC,RIVERWOODS,IL,522210.0
EAGLE CREEK SOFTWARE SERVICES,MINNETONKA,MN,541511.0
"CIGNITI, INC.",IRVING,TX,541511.0
"KOCH SUPPLY & TRADING, LP",WICHITA,KS,425120.0
GENERAL HOSPITAL CORPORATION,BOSTON,MA,622110.0
"FUJITSU AMERICA, INC.",SUNNYVALE,CA,541510.0
"SAPPHIRE TECHNOLOGIES, LP",WOBURN,MA,541512.0
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,622110.0
"EPCILON SOFTWARE, INC.",PLANO,TX,541511.0
EMORY & HENRY COLLEGE,EMORY,VA,61130.0
POPULUS GROUP,TROY,MI,561320.0
CITY OF HOPE BECKMAN RESEARCH INSTITUTE,DUARTE,CA,541710.0
EAST BATON ROUGE PARISH SCHOOL SYSTEM,BATON ROUGE,LA,611110.0
CAPGEMINI FINANCIAL SERVICES USA INC.,ROSEMONT,IL,541511.0
PACIFIC ASIA MUSEUM,PASADENA,CA,712110.0
JSMN INTERNATIONAL INC,JERSEY CITY,NJ,541511.0
"EVEREST IT SOLUTIONS, INC.",TALLAHASSEE,FL,541511.0
"MAXISIT, INC",METUCHEN,NJ,541512.0
ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY,CHICAGO,IL,61131.0
B. BRAUN MEDICAL INC.,BETHLEHEM,PA,339112.0
INFORMATION CONTROL CORPORATION,COLUMBUS,OH,541512.0
"INFOYUGA TECHNOLOGIES, INC.",PITTSBURGH,PA,541511.0
OPENWAVE COMPUTING LLC,NEW YORK,NY,541510.0
"ARIADNE GENOMICS, INC.",ROCKVILLE,MD,541710.0
NOVELIS CORPORATION,GREENSBORO,GA,331315.0
"IPSEN, INC.",CHERRY VALLEY,IL,333200.0
XONOMIC INC.,PALO ALTO,CA,541511.0
L.C. PEGASUS CORPORATION,BASKING RIDGE,NJ,551110.0
VITRAG LTD,SAN ANTONIO,TX,721110.0
PAX INTERNATIONAL CO.INC,"ROCHESTER,",MI,541690.0
ENZYME DEVELOPMENT CORPORATION,NEW YORK,NY,311999.0
Q-CHEM INC.,PITTSBURGH,PA,541511.0
EVO DESIGN LLC,WATERTOWN,CT,541330.0
PACIFIC INVESTMENT MANAGEMENT COMPANY (PIMCO),NEWPORT BEACH,CA,523920.0
"INFOTECH ENTERPRISES AMERICA, INC.",EAST HARTFORD,CT,541512.0
"ACCLAIM SYSTEMS, INC.",FEASTERVILLE,PA,541511.0
EBAY INC.,SAN JOSE,CA,454110.0
"INVENTIV CLINICAL SOLUTIONS, LLC",HUNT VALLEY,MD,541990.0
"RENT-A-CENTER, INC.",PLANO,TX,532310.0
TEKFORCE CORPORATION,SAN RAMON,CA,541511.0
COMPANION CORPORATION,SALT LAKE CITY,UT,511210.0
ML SYSTEMATIC SOLUTIONS,MILPITAS,CA,42311.0
LITTLE ANGELS HEAD START PROGRAM,BRONX,NY,8211.0
YAHOO! INC.,SUNNYVALE,CA,519130.0
"E* PRO, INC.",WOODBRIDGE,NJ,541511.0
"MUSTANG ENGINEERING, LP",HOUSTON,TX,211111.0
KANSAS STATE UNIVERSITY,MANHATTAN,KS,611310.0
"EATEAM, INC.",EDISON,NJ,541511.0
"OCTAGON RESEARCH SOLUTIONS, INC.",WAYNE,PA,54161.0
"DR. DINESH PATEL, M.D. P.A.",SOUTH ORANGE,NJ,62111.0
"COMMAND NUTRITIONALS, LLC",FAIRFIELD,NJ,3119.0
AMSOL INC,NEWARK,DE,541511.0
"CUSTOM METAL OF PECONIC, INC.",BRIDGEHAMPTON,NY,236220.0
SAN JUAN UNIFIED SCHOOL DISTRICT,CARMICHAEL,CA,611710.0
"APPLICATION DEVELOPMENT RESOURCES, INC.",ALPHARETTA,GA,541519.0
LOGIC PLANET INC,EDISON,NJ,541511.0
DUKE UNIVERSITY AND MEDICAL CENTER,DURHAM,NC,611300.0
"ISTOR NETWORKS, INC.",IRVINE,CA,334112.0
"TRIBECA INSIGHTS, INC.",NEW YORK,NY,523930.0
"INFOMET, INC.",CHESHIRE,CT,541511.0
"INTERNET WAVE TWO, LLC",IRVING,TX,541511.0
EXANTAGE INC,PRINCETON,NJ,5415.0
TOTAL HOME INC,LENEXA,KS,236118.0
"TYLER TECHNOLOGIES, INC.",DALLAS,TX,541511.0
DGN TECHNOLOGIES INC,FREMONT,CA,541511.0
INTERNATIONAL CHRISTIAN MONTESSORI ACADEMY,COSTA MESA,CA,611110.0
"SYNERGY PHYSICAL THERAPY & REHAB, INC",GARDEN CITY,MI,621340.0
GLOBAL CYNEX INC,STERLING,VA,541511.0
"WIZARD SYSTEMS, INC.",ISELIN,NJ,541511.0
"DVTRACK, INC",MIAMI,FL,561620.0
"VMD SYSTEMS INTEGRATORS, INC.",VIENNA,VA,541511.0
"MAINE BUSINESS OFFICES, INC.",WINDHAM,ME,541511.0
MYCON,MARLBOROUGH,MA,541511.0
TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,611310.0
"MORETHANDECOR, LLC",MIAMI,FL,712110.0
NORTHWEST STUDENT EXCHANGE,SEATTLE,WA,611699.0
"ASPIRE SYSTEMS, INC.",DANBURY,CT,541511.0
"MACROSOFT, INC.",PARSIPPANY,NJ,541511.0
FRESCO INTERNATIONAL CORP.,ELMSFORD,NY,421610.0
CSC COVANSYS CORPORATION,FALLS CHURCH,VA,541411.0
SHISEIDO TRAVEL RETAIL AMERICAS INC,MIAMI,FL,424210.0
ENVINTA CORPORATION,NORWELL,MA,541690.0
"WOOD MACKENZIE, INC.",BOSTON,MA,541611.0
"FUTUREWEI TECHNOLOGIES, INC.",PLANO,TX,517212.0
"BIF NEW YORK, INC.",CARLSTADT,NJ,423210.0
EAST MONTGOMERY MONTESSORI SCHOOL,MONTGOMERY,AL,611110.0
ADVANCED MEDICAL PHYSICS,HOUSTON,TX,621399.0
VIRGO INC,FAIRLESS HILLS,PA,541511.0
HAWAI`I PACIFIC UNIVERSITY,HONOLULU,HI,611310.0
CORAL GABLES EXECUTIVE PHYSICIANS,CORAL GABLES,FL,62111.0
"CODE X, INC.",RICHMOND,VA,541511.0
"CLINICAL RESEARCH INSTITUTE OF SOUTH TEXAS, INC",EDINBURG,TX,541710.0
OORJA PROTONICS,FREMONT,CA,31000.0
"5 STAR HEALTHCARE, INC.",DES PLAINES,IL,621610.0
SABER SOFTWARE INC.,HERNDON,VA,541511.0
"AMDOCS, INC.",CHESTERFIELD,MO,541511.0
"KOSMAZ TECHNOLOGIES, LLC",WALNUT CREEK,CA,541511.0
"HATTIESBURG CLINIC, P.A.",HATTIESBURG,MS,621111.0
"VMWARE, INC.",PALO ALTO,CA,541511.0
"INFOSOFT, INC.",OVERLAND PARK,KS,561300.0
"PRIME SOLUTIONS, INC.",CHANTILLY,VA,541511.0
FORISK CONSULTING,ATHENS,GA,541910.0
SAHASRA TECHNOLOGIES CORPORATION,QUINCY,MA,541511.0
VITELLI FOODS LLC.,FAIR LAWN,NJ,4244.0
"FILM ROMAN, LLC",BURBANK,CA,541430.0
SPURGETECH LLC,ASHBURN,VA,541511.0
M3 SOLUTIONS INC,GREAT FALLS,VA,541511.0
NOUS INFOSYSTEMS PVT. LTD.,EDISON,NJ,541511.0
EFACEC POWER TRANSFORMERS INC,NORCROSS,GA,22111.0
"CONSULTA INTERNATIONAL, INC.",SAN ANTONIO,TX,541611.0
TMG INDUSTRIAL MANAGEMENT CONSULTANTS OF NORTH AME,IRVING,TX,541330.0
VENTURE PETROLEUM COMPANY INC.,EL CAJON,CA,447110.0
"KINGSTONE GEM IMPORTERS, INC.",NEW YORK,NY,423940.0
WIRELESS 4U,FARMERS BRANCH,TX,517212.0
"TECHNO SOFT, INC.",NEWARK,DE,541511.0
NINE DIME TECHNOLOGIES INC.,HACKENSACK,NJ,5416.0
MONSANTO COMPANY,ST. LOUIS,MO,541710.0
CATALYST BUSINESS PARTNERS LLC,SAN JOSE,CA,541511.0
"TETRASOFT, INC.",BALLWIN,MO,5415.0
OPENLOGIX CORPORATION,WIXOM,MI,541510.0
THE HECHT GROUP CORP,NEW YORK,NY,541512.0
MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,611310.0
ADVENT GLOBAL SOLUTIONS INC.,HOUSTON,TX,541511.0
"MANAGEMENT HEALTH SYSTEMS, INC.",COLUMBUS,GA,561310.0
"INTERPRO, INC.",KEEGO HARBOR,MI,5613.0
"SOFTNICE, INC.",ALLENTOWN,PA,541511.0
"SENTINEL CAPITAL PARTNERS, LLC.",NEW YORK,NY,523999.0
"N2 SERVICES, INC.",WIXOM,MI,541511.0
NEW YORK UNIVERSITY,NEW YORK,NY,611310.0
EMORY UNIVERSITY,ATLANTA,GA,611310.0
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",PITTSBURGH,PA,541511.0
"WESTON TAN & SPA, INC.",WESTON,FL,812112.0
AMERICAN FIRST NATIONAL BANK,HOUSTON,TX,522110.0
"TEXPERTS, INC.",ROSWELL,GA,541511.0
THE SHIPLEYSCHOOL,BRYN MAWR,PA,611110.0
CACHE NEXT GENERATION,HILLIARD,OH,518210.0
"NORA ON 9TH, INC.",NEW YORK,NY,722110.0
ATLAS SYSTEMS INC.,PRINCETON,NJ,5415.0
THOMSON REUTERS HOLDINGS INC.,STAMFORD,CT,514100.0
"IGBANUGO PARTNERS INT'L LAW FIRM, PLLC",MINNEAPOLIS,MN,541110.0
"KUEHNE + NAGEL, INC.",JERSEY CITY,NJ,488510.0
VISIUM ASSET MANAGEMENT LP,NEW YORK,NY,523920.0
"TRUESCOPE TECHNOLOGIES, INC.",ST. PAUL,MN,541511.0
"INTERNATIONAL RESOURCE MANAGEMENT, INC.",MIAMI,FL,55111.0
CIGNA CORPORATION,HARTFORD,CT,5241.0
"PARTNERS IN COMPUTING SERVICES INTERNATIONAL, LLC",WASHINGTON,DC,541500.0
"NICENET SYSTEMS, INC.",EDISON,NJ,541511.0
"AAC, INC.",VIENNA,VA,541510.0
WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,611310.0
DYSART UNIFIED SCHOOL DISTRICT,SURPRISE,AZ,611110.0
ABEAM CONSULTING (USA) LTD.,IRVING,TX,541512.0
"NETTLINX, INC.",UNION CITY,NJ,541511.0
THE UNIVERSITY OF IOWA,IOWA CITY,IA,611310.0
HARVARD UNIVERSITY,CAMBRIDGE,MA,611310.0
BEAUFORT JASPER HAMPTON COMPREHENSIVE HEALTH SERVI,RIDGELAND,SC,62111.0
"LOGICATECH, INC.",RICHMOND,VA,541511.0
"ROYAL TIRES, LLC",MIAMI,FL,4413.0
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MS,611310.0
"MARITIME TELECOMMUNICATIONS NETWORK, INC.",MIRAMAR,FL,517410.0
JYP ENTERTAINMENT INC,NEW YORK,NY,711410.0
UNIVERSITY OF ILLINOIS AT SPRINGFIELD,SPRINGFIELD,IL,611310.0
"AMERICAN PROFESSIONAL COMPUTER CONSULTANTS GROUP,",RALEIGH,NC,541512.0
"INTERNATIONAL SOLUTIONS GROUP, INC.",HERNDON,VA,541511.0
BISHOP SEABURY ACADEMY,LAWRENCE,KS,611110.0
"REXNORD INDUSTRIES, LLC",GRAFTON,WI,333922.0
"KANSAS CITY REPERTORY THEATRE, INC.",KANSAS CITY,MO,71111.0
"TECHNOWIZ, INC.",SAN JOSE,CA,541510.0
NOVARTIS VACCINES AND DIAGNOSTICS INC,HOLLY SPRINGS,NC,541710.0
SCARSDALE UNION FREE SCHOOL DISTRICT,SCARSDALE,NY,611110.0
SYSTEL INC OF DELAWARE,ATLANTA,GA,541511.0
NIPRO MEDICAL CORPORATION,MIAMI,FL,33911.0
IBM INDIA PRIVATE LIMITED,RTP,NC,541510.0
PDT AMERICA LTD.,NEW YORK,NY,928120.0
UNIVERSAL SOFTWARE CORPORATION,NASHUA,NH,541511.0
EMERALD EQUIPMENT SYSTEMS INC.,LIVERPOOL,NY,423800.0
CGI TECHNOLOGIES AND SOLUTIONS INC.,CHICAGO,IL,541512.0
CENTERS FOR DISEASE CONTROL AND PREVENTION/DHHS,ATLANTA,GA,541700.0
"GRACE AND NAEEM UDDIN, INC.",SUNRISE,FL,236220.0
IBM INDIA PRIVATE LTD,DURHAM,NC,541510.0
WOODCREST PRESCHOOLS INC.,SHERMAN OAKS,CA,611110.0
SOFTWARE GALERIA INC,FAIRFIELD,NJ,542511.0
PA SYSTEM OF HIGHER EDUCATION,HARRISBURG,PA,611310.0
ILLINOIS STATE UNIVERSITY,NORMAL,IL,611310.0
"STAPLES, INC.",FRAMINGHAM,MA,453210.0
"POSTEL INDUSTRIES, INC.",HOUSTON,TX,23812.0
"UNIDYM, LLC.",SUNNYVALE,CA,335991.0
ULAB INC.,RICHMOND,VA,541511.0
"PROFESSIONAL AVIATION MANAGEMENT, INC.",MIAMI,FL,55111.0
"QUALITY CARE REHABILITATION PROFESSIONALS, INC.",CLINTON TOWNSHIP,MI,6214.0
RVC ENTERPRISES LLC,NEW YORK,NY,541490.0
"AMERICAN UNIT, INC",FRISCO,TX,541511.0
"GARMIN INTERNATIONAL, INC.",OLATHE,KS,334511.0
A&T INFOSOURCE CORP.,DALLAS,TX,541512.0
"GENCO I, INC.",PITTSBURGH,PA,561499.0
"SAYAGLE,INC.",CAMBRIDGE,MA,541910.0
ABBOTT LABORATORIES,ABBOTT PARK,IL,325400.0
"KOFI SHAW-TAYLOR, MD",BALTIMORE,MD,62111.0
"DIGITAL MARS, INC.",VIENNA,VA,541512.0
AZCAR USA INC,CANNONSBURG,PA,514330.0
WGBH EDUCATIONAL FOUNDATION,BOSTON,MA,512199.0
HAN NAM CHAIN CORP.,FLUSHING,NY,445110.0
AUBURN UNIVERSITY,AUBURN,AL,611310.0
NATIONAL ASSOCIATION OF INSURANCE COMMISSIONERS,KANSAS CITY,MO,926150.0
"SHIV MANGAL, LLC",LEWISVILLE,TX,72110.0
IBM INDIA PRIVATE LIMITED,RESEARCH TRIANGLE PARK,NC,541510.0
UNIVERSITY OF DELAWARE,NEWARK,DE,611310.0
"BORGWARNER TURBO & EMISSION SYSTEMS, INC.",ARDEN,NC,3363.0
UNITED CONSULTANCY SERVICES INC,PISCATAWAY,NJ,541511.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,DALLAS,TX,622110.0
"SANDCHERRY, INC",BOULDER,CO,541512.0
"INFOWAVE SYSTEMS, INC",NEWINGTON,CT,541511.0
DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS,TX,611110.0
"QUALITY SOFTWARE SERVICES,  INC.",GAITHERSBURG,MD,541511.0
"PACKET ONE, LLC",SOUTHGATE,MI,541511.0
NOVRTIS PHARMACEUTICALS CORPORATION,EAST HANOVER,NJ,54171.0
SUNRISE ACADEMY,WASHINGTON,DC,61169.0
"TRIGEN INT'L, INC.",COMPTON,CA,325132.0
AMDOCS INC.,CHESTERFIELD,MO,541511.0
"PLAYDOM, INC.",MOUNTAIN VIEW,CA,511210.0
"COMPUTER AID, INC.",ALLENTOWN,PA,541511.0
DELOITTE CONSULTING LLP,PHILADELPHIA,PA,541610.0
GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GA,611310.0
"ADVANCED MEDICAL AUTOMATION SYSTEMS, INC.",HOUSTON,TX,541511.0
MERITCARE MEDICAL GROUP,FARGO,ND,622110.0
HARRAH'S OPERATING COMPANY,LAS VEGAS,NV,721120.0
KOREA MEDIA COMPANY,DULUTH,GA,511110.0
ERNST & YOUNG LLP,SECAUCUS,NJ,541211.0
LELAND STANFORD JR. UNIVERSITY,STANFORD,CA,611310.0
"SQA LABS, INC.",PHOENIX,AZ,541511.0
AVANT HEALTHCARE PROFESSIONALS,WINTER PARK,FL,561320.0
"CALI AMERICA LOGISTICS, INC.",LONG BEACH,CA,541614.0
RAZORFISH LLC,SEATTLE,WA,541810.0
JAMES HARDIE BUILDING PRODUCTS INC.,MISSION VIEJO,CA,327420.0
"RACKSPACE, LTD.",SAN ANTONIO,TX,541513.0
US ITEK INCORPORATED,KENMORE,NY,541511.0
HOTTA LIESENBERG SAITO LLP,TORRANCE,CA,541211.0
INOVANT LLC,FOSTER CITY,CA,522320.0
"ISR INFO WAY, INC.",MADISON,WI,541511.0
"C&M ASSOCIATES, INC.",DALLAS,TX,541990.0
TRINITY MOTHER FRANCES HEALTH SYSTEM,TYLER,TX,622000.0
"JIREH SOLUTIONS, LLC",ALPHARETTA,GA,541511.0
IK SOLUTIONS INC,NEWARK,DE,541511.0
STW TRUCK INC,NAPLES,FL,445000.0
SOBAYA RESTAURANT INC,NEW YORK,NY,722110.0
TAURUS ENTERTAINMENT COMPANY,HOLLYWOOD,CA,512110.0
"LOWE'S COMPANIES, INC.",MOORESVILLE,NC,444110.0
TEXAS AGRILIFE RESEARCH,COLLEGE STATION,TX,54171.0
BIAS CORPORATION,ATLANTA,GA,541511.0
"SCRIPPS NETWORK INTERACTIVE, INC.",KNOXVILLE,TN,515120.0
"HEALTHLOGIX, LLC",PARSIPPANY,NJ,541820.0
UNIVERSITY OF MARYLAND COLLEGE PARK,COLLEGE PARK,MD,611310.0
THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,MEMPHIS,TN,611310.0
INFOZONE INC.,ISELIN,NJ,541511.0
VANDERBILT UNIVERSITY,NASHVILLE,TN,611310.0
MASTER LOCK COMPANY LLC,OAK CREEK,WI,339990.0
"DOMTAR INDUSTRIES, INC.",COVINGTON,KY,3221.0
"WALMART ASSOCIATES, INC.",BENTONVILLE,AR,452190.0
"SIEMENS ENERGY, INC.",ORLANDO,FL,22111.0
"CITIBANK, N.A.",NEW YORK,NY,523110.0
ADVANCED BIONICS LLC,VALENCIA,CA,541710.0
"METROPOLITAN HOME HEALTH CARE, INC.",GLENVIEW,IL,621610.0
"CARESOFT GLOBAL, INC.",BURR RIDGE,IL,541330.0
"SHRIA HOTEL MANAGEMENT, LLC",EL PASO,TX,721110.0
ABBEVILLE COUNTY MEMORIAL HOSPITAL,ABBEVILLE,SC,622110.0
"TRICORP, INC.",FAIRFAX,VA,541511.0
IT CENTRAL INC.,STERLING,VA,541690.0
INTERACTIVE COMMUNICATIONS & SYSTEMS (USA) INC.,GREAT NECK,NY,541500.0
YANMAR AMERICA CORPORATION,ADAIRSVILLE,GA,333111.0
DELOITTE SERVICES LP,PHILADELPHIA,PA,541611.0
VAPOR BUS INTERNATIONAL,BUFFALO GROVE,IL,541330.0
LANCESOFT INC.,HERNDON,VA,541511.0
CONSORTIUM HEALTH PLANS,COLUMBIA,MD,541613.0
"SPECTRA GROUP LIMITED, INC.",MILLBURY,OH,541710.0
MICROPOWER USA CORP,NEW YORK,NY,541519.0
TATA CONSULTANCY SERVICES LIMITED,ROCKVILLE,MD,541500.0
"NAGARRO, INC.",SAN JOSE,CA,54151.0
"BRAVER, STERN SECURITIES CORP",NEW YORK,NY,523120.0
MANAGED HEALTH NETWORK SERVICES,RANCHO CORDOVA,CA,524114.0
"INTERIOR CONTRACT SERVICES, INC.",ORLANDO,FL,423210.0
HEALTHTRIO LLC,CENTENNIAL,CO,541511.0
"CAMBRIDGE CM, INC.",PALO ALTO,CA,236220.0
"ORACLE USA, INC.",REDWOOD SHORES,CA,54151.0
SUNRISE TELECOM INCORPORATED,SAN JOSE,CA,334119.0
METROPOLITAN CONSORTIUM OF COMMUNITY DEVELOPMENT,MINNEAPOLIS,MN,522320.0
"DVR SOFTEK, INC",EDISON,NJ,541511.0
"INDU, LLC",DULUTH,GA,541511.0
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",LOS ANGELES,CA,611310.0
"KRASDALE FOODS, INC.",WHITE PLAINS,NY,424410.0
"CHANGER, INC.",NEW YORK,NY,522310.0
PARAS AND ASSOCIATES,EMERYVILLE,CA,541519.0
"PACIFIC COAST COMPANIES, INC.",RANCHO CORDOVA,CA,423390.0
NEUBERGER BERMAN GROUP LLC,NEW YORK,NY,523930.0
NEW CUSTOMER SERVICES COMPANIES,STERLING,VA,524128.0
"EQUANUM CAPITAL MANAGEMENT, LLC",PALO ALTO,CA,5239.0
"NCS PEARSON, INC.",BLOOMINGTON,MN,3341.0
"NEXIUS, INC.",HERNDON,VA,541330.0
YOUNG LEARNERS SCHOOL,HOUSTON,TX,611110.0
UNIVERSITY OF CINCINNATI,CINCINNATI,OH,611310.0
"T-FORCE, INC.",IRVINE,CA,517212.0
"EASTERN PRECISION MACHINING, INC.",BELLPORT,NY,33641.0
"UPSTREAM, LLC",FARGO,ND,518210.0
YES FINANCIAL RESEARCH INC,TROY,NY,541512.0
"ADVANCED ALTERNATIVE MEDIA, INC.",NEW YORK,NY,7114.0
"CONSULTING BAY, INC.",MORRISVILLE,NC,541690.0
SHERATON DENVER DOWNTOWN HOTEL,DENVER,CO,721110.0
STUJANSAR CORPORATION,IRVINE,CA,541512.0
"WOLFRAM RESEARCH, INC",CHAMPAIGN,IL,541720.0
AZUSA PACIFIC UNIVERSITY,AZUSA,CA,611310.0
DATA CONSULTANTS CORP.,AURORA,IL,54151.0
FROST & SULLIVAN,SAN ANTONIO,TX,541613.0
"QUANTITATIVE BROKERS, LLC",GREAT NECK,NY,52312.0
UNIVERSITY OF OREGON,EUGENE,OR,611310.0
"PLANT AUTOMATION SERVICES, INC.",HOUSTON,TX,541330.0
"VEDICSOFT SOLUTIONS, INC.",ISELIN,NJ,541511.0
INFORMATICA CORPORATION,REDWOOD CITY,CA,541510.0
"DRIVESTREAM, INC.",STERLING,VA,541511.0
"COMPETITIVE COMPUTER INFORMATION TECHNOLOGIES, INC",SOMERSET,NJ,541511.0
ASCENDANT TECHNOLOGY LLC,AUSTIN,TX,541519.0
INTUIT INC.,TUCSON,AZ,541512.0
"IFUTURISTICS, INC",PINEVILLE,NC,541519.0
RADIATION TECHNOLOGY INC.,ENGLEWOOD,NJ,541511.0
"EDGEWATER TECHNOLOGY - RANZAL, INC.",WHITE PLAINS,NY,541519.0
THM CONSULTANTS INC,DULUTH,GA,541511.0
"CHARTER GLOBAL, INC.",NORCROSS,GA,541511.0
"LUCASARTS, A DIVISION OF",SAN FRANCISCO,CA,512191.0
"MARUTHI CONSULTING, INC",SANTA CLARA,CA,541511.0
"YK AMERICA GROUP, INC.",EL MONTE,CA,531390.0
KAKIMOTO & NAGASHIMA LLP,TORRANCE,CA,541211.0
DIASPARK INC.,EDISON,NJ,541519.0
MOURANT FUND SERVICES LLC,NEW YORK,NY,523920.0
"ORACLE USA, INC.",REDWOOD SHORES,CA,541500.0
QUALCOMM INCORPORATED,SAN DIEGO,CA,334220.0
GOVERNORS AMERICA CORPORATION,AGAWAM,MA,333618.0
"QUEZADA MARKET, INC.",SAN RAFAEL,CA,44511.0
