year,naics_2digit,initial_approvals,initial_denials,continuing_approvals,continuing_denials,total_approvals,total_denials,total_applications,denial_rate,total_employment,AVG_WAGE,inflation_rate,pre_period_employment,h1b_dependency_current,h1b_dependency_preperiod,real_wage,avg_preperiod_dependency,post_treatment,high_dependency_median,high_dependency_top25,high_dependency_top10,did_median,did_top25,did_top10,did_continuous,triple_int_median,triple_int_top25,log_wage,log_real_wage,naics_factor,year_factor,industry_category,unemployment_total,unemployment_rate,offshoring_value,union_total_employed,union_members,union_pct,represented,represented_pct,h1b_unemployment_ratio,offshoring_per_employee,union_h1b_ratio,log_unemployment,log_offshoring,log_union,high_unemployment,high_union,high_offshoring,did_unemployment,did_union,did_offshoring
2012,53,319,67,362,17,681,84,765,0.109803921568627,9618790,54007.2502433333,2.0693,10042336,7.07989258524201e-5,6.78129072757574e-5,52912.335289194,7.53211205042333e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8968735802993,10.8763917719341,53,2012,Real Estate and Rental and Leasing,164,6.6,96.5,NA,NA,NA,NA,NA,0.0010727109977639409,1.0032446908602849e-5,NA,5.10594547390058,4.579852378003801,NA,TRUE,FALSE,FALSE,0,0,0
2012,54,51660,4305,54546,2485,106206,6790,112996,0.0600906226769089,38823410,57784.63074,2.0693,41218136,0.00273561750500536,0.00257668129388481,56613.1351346585,0.00309263863848671,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,10.9644781151494,10.9439963067842,54,2012,Professional Services,487,5.4,1107.1,NA,NA,NA,NA,NA,0.05065958342602518,2.8516299830437353e-5,NA,6.1903154058531475,7.01040211594228,NA,TRUE,FALSE,TRUE,0,0,0
2012,55-56,1444,156,2009,65,3453,221,3674,0.1023441966838194,49426710,110282.977915,2.0693,53373652,1.7273138863802172e-4,1.5895166437861048e-4,108047.1580729955,1.638231115043059e-4,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.61080486799223,11.590323059627034,55-56,2012,Management of Companies and Enterprises and Administrative and Support and Waste Management and Remediation Services,871,13.7,881.9,NA,NA,NA,NA,NA,0.0012608130557519835,1.7842579447428322e-5,NA,6.77078942390898,6.783211943907537,NA,TRUE,FALSE,FALSE,0,0,0
2012,61,11243,365,11352,281,22595,646,23241,0.0277957058646358,0,52559.00469,2.0693,51184228,Inf,4.4144457937316e-4,51493.4507143676,4.6196261864103e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.8696917163354,10.8492099079702,61,2012,Educational Services,295,6.5,71.3,NA,NA,NA,NA,NA,Inf,NA,NA,5.69035945432406,4.280824129164719,NA,TRUE,FALSE,FALSE,0,0,0
2012,62,5961,570,7207,233,13168,803,13971,0.057476200701453,88574070,49349.057715,2.0693,92019372,1.4866653412223e-4,1.4310030283623e-4,48348.5805379286,1.4845569691564e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8066739507584,10.7861921423932,62,2012,Healthcare,938,5.3,34.1,NA,NA,NA,NA,NA,0.0028050289457024528,3.8498851864885517e-7,NA,6.844815479208263,3.55820113047182,NA,TRUE,FALSE,FALSE,0,0,0
2012,71,419,70,289,12,708,82,790,0.10379746835443,9610080,45756.2334233333,2.0693,10534054,7.36726437240897e-5,6.72105914778869e-5,44828.5953007744,5.27052547860491e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7310833111129,10.7106015027477,71,2012,"Arts, Entertainment, and Recreation",243,9.7,68.7,NA,NA,NA,NA,NA,7.595117909699969e-4,7.1487438189900606e-6,NA,5.497168225293202,4.244200317766478,NA,TRUE,FALSE,FALSE,0,0,0
2012,72,391,183,573,51,964,234,1198,0.195325542570952,57796870,38896.653265,2.0693,62316340,1.66791039030314e-5,1.54694579302956e-5,38108.0827094925,1.34218408847503e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.5686634915866,10.5481816832214,72,2012,Accommodation and Food Services,1160,10.6,1042.4,NA,NA,NA,NA,NA,1.5735003682105093e-4,1.8035578743277968e-5,NA,7.057036981697891,6.950239890588293,NA,TRUE,FALSE,FALSE,0,0,0
2012,81,730,115,585,22,1315,137,1452,0.0943526170798898,19010620,45644.7937233333,2.0693,19571198,6.91718628850611e-5,6.71905725955049e-5,44719.4148713995,6.09467034159074e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7286448318375,10.7081630234724,81,2012,Other Services,470,7.2,46.9,NA,NA,NA,NA,NA,9.607203178480706e-4,2.4670421059386806e-6,NA,6.154858094016418,3.8691155044168695,NA,TRUE,FALSE,FALSE,0,0,0
2013,11,123,17,197,7,320,24,344,0.0697674418604651,2010140,42942.421575,1.4648,2028730,1.5919289203737e-4,1.5773414895032e-4,42322.4818607044,1.303278405702e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.6676154642302,10.6530737099143,11,2013,"Agriculture, Forestry, Fishing and Hunting",141,10.1,56.2,NA,NA,NA,NA,NA,0.0015761672478947525,2.79582516640632e-5,NA,4.955827057601261,4.046553898385752,NA,TRUE,FALSE,TRUE,0,0,0
2013,21,675,10,869,12,1544,22,1566,0.0140485312899106,4020950,68053.4962966667,1.4648,3852506,3.8398885835436e-4,4.0077809093613e-4,67071.039707038,3.5675479804574e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.128049385109,11.1135076307932,21,2013,"Mining, Quarrying, and Oil and Gas Extraction",64,5.8,241.7,NA,NA,NA,NA,NA,0.006620497557833793,6.011017296907447e-5,NA,4.174387269895637,5.491826112732555,NA,TRUE,FALSE,TRUE,0,0,0
2013,22,240,9,627,9,867,18,885,0.0203389830508475,2710870,69904.14397,1.4648,2741150,3.1982352528892e-4,3.1629060795651e-4,68894.9704429516,2.88054283786e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1548802107279,11.140338456412,22,2013,Utilities,37,4.1,31.7,NA,NA,NA,NA,NA,0.0078005737875346355,1.1693662920021985e-5,NA,3.6375861597263857,3.487375077903208,NA,FALSE,FALSE,FALSE,0,0,0
2013,23,486,30,722,16,1208,46,1254,0.036682615629984,28931050,53357.2394233333,1.4648,30492796,4.17544472115599e-5,3.9615914526172e-5,52586.9458406594,3.91895843201784e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8847649443062,10.8702231899903,23,2013,Construction,935,11.3,70.1,NA,NA,NA,NA,NA,3.695083824031849e-4,2.423002276101282e-6,NA,6.841615476477592,4.264087336809195,NA,TRUE,FALSE,FALSE,0,0,0
2013,31-33,10505,366,16865,311,27370,677,28047,0.0241380539808179,59786740,55106.9755790476,1.4648,60255010,4.5779381849553e-4,4.542360875884e-4,54311.4218714743,4.4704000547008e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9170315856589,10.902489831343,31-33,2013,Manufacturing,1019,6.6,4887.2,NA,NA,NA,NA,NA,0.006936269977204999,8.174387832485932e-5,NA,6.927557906278317,8.494579416544651,NA,TRUE,FALSE,TRUE,0,0,0
2013,42,1378,176,2105,66,3483,242,3725,0.0649664429530201,28437180,54795.2919066667,1.4648,28696212,1.2248049912122e-4,1.2137490481322e-4,54004.2378309194,1.1718619865228e-4,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9113595551334,10.8968178008175,42,2013,Wholesale Trade,199,5.4,849.5,NA,NA,NA,NA,NA,0.0022681573911337034,2.987286362431155e-5,NA,5.298317366548036,6.745824411835916,NA,TRUE,FALSE,TRUE,0,0,0
2013,44-45,2212,180,4278,74,6490,254,6744,0.0376631079478055,75699550,42715.0814408333,1.4648,77136482,8.57336668447831e-5,8.41365827391506e-5,42098.4237300358,8.33535550662007e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6623073321936,10.6477655778778,44-45,2013,Retail Trade,1264,7.7,1389.9,NA,NA,NA,NA,NA,0.001113424244737443,1.8360743227667802e-5,NA,7.142827401161621,7.237706298613085,NA,TRUE,FALSE,TRUE,0,0,0
2013,48-49,413,64,828,18,1241,82,1323,0.0619803476946334,24363600,58218.82638,1.4648,25403244,5.09366431890197e-5,4.88520285047059e-5,57378.3483336093,4.63405382399193e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9719640587316,10.9574223044158,48-49,2013,Transportation and Warehousing,369,7.1,305.4,NA,NA,NA,NA,NA,7.174175097045028e-4,1.2535093335960201e-5,NA,5.91350300563827,5.724891437866436,NA,TRUE,FALSE,FALSE,0,0,0
2013,51,4012,168,7291,150,11303,318,11621,0.0273642543670941,13413910,64946.175515,1.4648,13556686,8.4263275957569e-4,8.3375833887426e-4,64008.5778664128,9.5933475187077e-4,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.0813141368393,11.0667723825234,51,2013,Information Technology,175,6.2,479.7,NA,NA,NA,NA,NA,0.013590850960898225,3.5761385010038084e-5,NA,5.170483995038151,6.175243374899915,NA,TRUE,FALSE,TRUE,0,0,0
2013,52,3890,139,9434,120,13324,259,13583,0.0190679525877936,27849320,71700.281638,1.4648,28095322,4.7843178935787e-4,4.7424265149906e-4,70665.1781090585,5.433431231007e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,11.1802499545856,11.1657082002697,52,2013,Finance and Insurance,274,4,680.5,NA,NA,NA,NA,NA,0.01196079473394675,2.4435066996249818e-5,NA,5.616771097666572,6.524296251136588,NA,FALSE,FALSE,TRUE,0,0,0
2013,53,250,51,463,13,713,64,777,0.0823680823680824,9755750,55121.8907133333,1.4648,10042336,7.30851036568178e-5,7.09994168687445e-5,54326.1216829219,7.53211205042333e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9173022068651,10.9027604525492,53,2013,Real Estate and Rental and Leasing,150,6,93,NA,NA,NA,NA,NA,0.0012180850609469634,9.532839607411014e-6,NA,5.017279836814924,4.543294782270004,NA,TRUE,FALSE,FALSE,0,0,0
2013,54,56240,6712,67050,2686,123290,9398,132688,0.0708278065838659,40071390,58191.90058,1.4648,41218136,0.00307675875481235,0.00299115903737132,57351.8112488272,0.00309263863848671,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,10.971501458743,10.9569597044272,54,2013,Professional Services,444,4.9,1126.5,NA,NA,NA,NA,NA,0.0627909949961704,2.8112326525234088e-5,NA,6.09807428216624,7.027758071376834,NA,FALSE,FALSE,TRUE,0,0,0
2013,55-56,1373,173,2560,99,3933,272,4205,0.1073481116584564,51599560,112523.36299500002,1.4648,53373652,1.931285976672854e-4,1.8790963484250508e-4,110898.9156781465,1.638231115043059e-4,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.630916150132627,11.616374395816775,55-56,2013,Management of Companies and Enterprises and Administrative and Support and Waste Management and Remediation Services,840,13.1,876.1,NA,NA,NA,NA,NA,0.0014742641043304229,1.6978826951237568e-5,NA,6.734591659972948,6.776621010957336,NA,TRUE,FALSE,FALSE,0,0,0
2013,61,12083,457,14756,354,26839,811,27650,0.0293309222423146,63520900,52987.06717,1.4648,51184228,4.2252235091127e-4,5.2436074643931e-4,52222.1175915194,4.6196261864103e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.8778031470972,10.8632613927814,61,2013,Educational Services,274,6,56.2,NA,NA,NA,NA,NA,0.0070420391818545,8.847481695001174e-7,NA,5.616771097666572,4.046553898385752,NA,TRUE,FALSE,FALSE,0,0,0
2013,62,5985,437,9836,284,15821,721,16542,0.0435860234554467,90250450,50390.4784325,1.4648,92019372,1.7530106498083e-4,1.7193118857624e-4,49663.0145947166,1.4845569691564e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8275575162218,10.8130157619059,62,2013,Healthcare,825,4.6,44.8,NA,NA,NA,NA,NA,0.0038108927169745654,4.963964168599713e-7,NA,6.716594773520978,3.824284091120139,NA,FALSE,FALSE,FALSE,0,0,0
2013,71,270,54,339,10,609,64,673,0.0950965824665676,9838610,46964.4051466667,1.4648,10534054,6.18989877635154e-5,5.78125002966569e-5,46286.4019311788,5.27052547860491e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7571452564625,10.7426035021466,71,2013,"Arts, Entertainment, and Recreation",246,9.3,72.7,NA,NA,NA,NA,NA,6.65580513586187e-4,7.389255189503396e-6,NA,5.5093883366279774,4.300002799195291,NA,TRUE,FALSE,FALSE,0,0,0
2013,72,316,106,602,42,918,148,1066,0.138836772983114,59875050,40666.025125,1.4648,62316340,1.53319287416044e-5,1.47312887759454e-5,40078.948684667,1.34218408847503e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6131482593081,10.5986065049922,72,2013,Accommodation and Food Services,1133,10.1,1073.6,NA,NA,NA,NA,NA,1.5180127466935052e-4,1.7930673961858902e-5,NA,7.033506484287697,6.979703778294721,NA,TRUE,FALSE,FALSE,0,0,0
2013,81,539,86,672,35,1211,121,1332,0.0908408408408408,19209520,46568.76942,1.4648,19571198,6.30416585109883e-5,6.18766413788262e-5,45896.4778129952,6.09467034159074e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7486854113198,10.734143657004,81,2013,Other Services,445,6.9,61.7,NA,NA,NA,NA,NA,9.136472247969318e-4,3.2119490752501885e-6,NA,6.100318952020064,4.138361447638875,NA,TRUE,FALSE,FALSE,0,0,0
2014,11,95,10,204,14,299,24,323,0.0743034055727554,2038860,44479.0387,1.6222,2028730,1.4665057924526e-4,1.4738284542546e-4,43769.0176949525,1.303278405702e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.7027733167305,10.6866814875057,11,2014,"Agriculture, Forestry, Fishing and Hunting",146,9.4,76.2,NA,NA,NA,NA,NA,0.0015601125451623404,3.7373826550130954e-5,NA,4.990432586778736,4.3463994570307305,NA,TRUE,FALSE,TRUE,0,0,0
2014,21,480,18,1128,21,1608,39,1647,0.0236794171220401,4091590,68981.8200333333,1.6222,3852506,3.9300125379131e-4,4.1739065429099e-4,67880.6599673431,3.5675479804574e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1415982710853,11.1255064418605,21,2014,"Mining, Quarrying, and Oil and Gas Extraction",52,4.7,270.1,NA,NA,NA,NA,NA,0.008361728804070425,6.601345687128965e-5,NA,3.970291913552122,5.60248775650462,NA,FALSE,FALSE,TRUE,0,0,0
2014,22,219,7,643,8,862,15,877,0.0171037628278221,2730440,71696.62264,1.6222,2741150,3.157000336942e-4,3.1446655600751e-4,70552.1260511975,2.88054283786e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,11.1801989214337,11.1641070922089,22,2014,Utilities,20,2.1,33.8,NA,NA,NA,NA,NA,0.015033334937819047,1.2378957237661328e-5,NA,3.044522437723423,3.5496173867804286,NA,FALSE,FALSE,FALSE,0,0,0
2014,23,500,48,716,21,1216,69,1285,0.0536964980544747,30168500,54104.3490633333,1.6222,30492796,4.03069426719923e-5,3.98782715760142e-5,53240.6787722893,3.91895843201784e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.8986698509443,10.8825780217195,23,2014,Construction,762,8.9,77.3,NA,NA,NA,NA,NA,4.528869963145202e-4,2.562275220842932e-6,NA,6.637258031284457,4.360547602996758,NA,TRUE,FALSE,FALSE,0,0,0
2014,31-33,9709,289,19075,309,28784,598,29382,0.0203525968279899,60292010,55819.2568604762,1.6222,60255010,4.7740985911731e-4,4.7770301589859e-4,54928.2114149036,4.4704000547008e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.9298741938608,10.913782364636,31-33,2014,Manufacturing,754,4.9,5439.2,NA,NA,NA,NA,NA,0.009743058349332857,9.021427549023494e-5,NA,6.626717749249025,8.601571103880065,NA,FALSE,FALSE,TRUE,0,0,0
2014,42,1355,187,2231,72,3586,259,3845,0.0673602080624187,28662230,55690.2446633333,1.6222,28696212,1.2511238657983e-4,1.2496422872816e-4,54801.2586455847,1.1718619865228e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.9275602698823,10.9114684406575,42,2014,Wholesale Trade,161,4.4,971.4,NA,NA,NA,NA,NA,0.0028434633313597726,3.389129178015807e-5,NA,5.087596335232384,6.879767242441968,NA,FALSE,FALSE,TRUE,0,0,0
2014,44-45,2238,155,5027,105,7265,260,7525,0.0345514950166113,77072200,43571.0086291667,1.6222,77136482,9.42622631766058e-5,9.41837093374313e-5,42875.4825512208,8.33535550662007e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6821472684687,10.6660554392439,44-45,2014,Retail Trade,1099,6.5,1489.6,NA,NA,NA,NA,NA,0.0014501886642554738,1.9327332034118658e-5,NA,7.003065458786462,7.306934002447593,NA,TRUE,FALSE,TRUE,0,0,0
2014,48-49,377,39,848,28,1225,67,1292,0.0518575851393189,24698290,59350.4118,1.6222,25403244,4.95985754479359e-5,4.82221876859507e-5,58402.9983605944,4.63405382399193e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9912143385142,10.9751225092894,48-49,2014,Transportation and Warehousing,336,6.3,327.9,NA,NA,NA,NA,NA,7.872789753640618e-4,1.3276222766839322e-5,NA,5.820082930352362,5.795753753195012,NA,TRUE,FALSE,FALSE,0,0,0
2014,51,5376,219,9421,184,14797,403,15200,0.0265131578947368,13578370,66414.5847666667,1.6222,13556686,0.00108974788579189,0.0010914909440257,65354.405599039,9.5933475187077e-4,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,11.1036719614454,11.0875801322206,51,2014,Information Technology,153,5.2,603.6,NA,NA,NA,NA,NA,0.020956690111382497,4.445305290693949e-5,NA,5.0369526024136295,6.404567082345357,NA,TRUE,FALSE,TRUE,0,0,0
2014,52,4070,101,11985,182,16055,283,16338,0.0173215815889338,27993940,73578.930312,1.6222,28095322,5.7351698260409e-4,5.7144744594847e-4,72404.3863565245,5.433431231007e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,11.2061139907983,11.1900221615735,52,2014,Finance and Insurance,259,3.8,724.5,NA,NA,NA,NA,NA,0.015092552173791844,2.588060130156741e-5,NA,5.560681631015528,6.5868610723242424,NA,FALSE,FALSE,TRUE,0,0,0
2014,53,345,55,526,26,871,81,952,0.0850840336134454,10055310,56255.7785366667,1.6222,10042336,8.66208998031886e-5,8.67328079841184e-5,55357.7648748666,7.53211205042333e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.9376640443311,10.9215722151063,53,2014,Real Estate and Rental and Leasing,114,4.5,148.2,NA,NA,NA,NA,NA,0.0019249088845153023,1.4738481459049993e-5,NA,4.74493212836325,5.005287687769661,NA,FALSE,FALSE,FALSE,0,0,0
2014,54,63113,8204,79869,4159,142982,12363,155345,0.0795841514049374,41133040,59486.16877,1.6222,41218136,0.00347608637727724,0.00346890989927347,58536.5882356414,0.00309263863848671,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,10.9934991068642,10.9774072776394,54,2014,Professional Services,383,4.1,1320.8,NA,NA,NA,NA,NA,0.08478259456773757,3.211043968546939e-5,NA,5.950642552587727,7.186749723036352,NA,FALSE,FALSE,TRUE,0,0,0
2014,55-56,1304,147,2003,119,3307,266,3573,0.11498572199784272,53905830,114648.25335,1.6222,53373652,1.1940515005687948e-4,1.207347999271804e-4,112818.1178423612,1.6382311150430588e-4,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,11.649624053542876,11.633532224318088,55-56,2014,Management of Companies and Enterprises and Administrative and Support and Waste Management and Remediation Services,700,11.2,1109.2,NA,NA,NA,NA,NA,0.0010661174112221383,2.0576624086856654e-5,NA,6.55250788703459,7.012295458256061,NA,TRUE,FALSE,TRUE,0,0,0
2014,61,11170,350,13317,245,24487,595,25082,0.0237221912128219,63685180,53615.00954,1.6222,51184228,3.8450075826118e-4,4.784090911755e-4,52759.1505989833,4.6196261864103e-4,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,10.8895843365895,10.8734925073647,61,2014,Educational Services,230,4.9,89.4,NA,NA,NA,NA,NA,0.007846954250228163,1.4037802829480893e-6,NA,5.442417710521793,4.504244267398131,NA,FALSE,FALSE,FALSE,0,0,0
2014,62,5360,305,8948,259,14308,564,14872,0.0379236148466918,91655470,51422.66596,1.6222,92019372,1.5610634040717e-4,1.5548899855565e-4,50601.8035035652,1.4845569691564e-4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,10.8478343262281,10.8317424970033,62,2014,Healthcare,705,4,58.3,NA,NA,NA,NA,NA,0.00390265851017925,6.360776939990597e-7,NA,6.559615237493242,4.08260930600368,NA,FALSE,FALSE,FALSE,0,0,0
2014,71,246,59,331,24,577,83,660,0.125757575757576,10802380,47262.1247766667,1.6222,10534054,5.34141550287992e-5,5.47747334501988e-5,46507.6772365356,5.27052547860491e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7634645090334,10.7473726798086,71,2014,"Arts, Entertainment, and Recreation",212,8.4,83.6,NA,NA,NA,NA,NA,6.358827979618952e-4,7.739035286668308e-6,NA,5.3612921657094255,4.437934266612178,NA,TRUE,FALSE,FALSE,0,0,0
2014,72,253,107,571,56,824,163,987,0.165146909827761,62701910,41641.51954,1.6222,62316340,1.31415454489345e-5,1.32228561561863e-5,40976.7939879278,1.34218408847503e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.6368530143782,10.6207611851534,72,2014,Accommodation and Food Services,956,8.6,1117.8,NA,NA,NA,NA,NA,1.5280866801086629e-4,1.7827208134489045e-5,NA,6.863803391452954,7.020011961327804,NA,TRUE,FALSE,FALSE,0,0,0
2014,81,521,78,755,32,1276,110,1386,0.0793650793650794,19597350,47905.2952266667,1.6222,19571198,6.51108440682031e-5,6.51978483892504e-5,47140.5807261274,6.09467034159074e-5,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,10.7769813248187,10.7608894955939,81,2014,Other Services,368,5.7,91.3,NA,NA,NA,NA,NA,0.0011422955099684754,4.658793153155911e-6,NA,5.910796644040527,4.525044141508807,NA,TRUE,FALSE,FALSE,0,0,0
